precinct_key,district_num,target_id,target_name,area_weight,population_weight,housing_weight,block_weight,crosswalk_basis
16001001012,1,1601,Congressional District 1,0.9027224797222699,0.9027224797222699,0.9009019947042444,0.5950478272860206,population
16001001029,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001046,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001047,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001052,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001065,1,1601,Congressional District 1,0.0015538242865933073,0.0015538242865933073,0.0008622735093584947,0.006550497143544412,population
16001001066,1,1601,Congressional District 1,0.15274034141937182,0.15274034141937182,0.1406469760902485,0.22222222222210325,population
16001001067,1,1601,Congressional District 1,0.5993065874200922,0.5993065874200922,0.5736994219649668,0.4504504504532155,population
16001001068,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001069,1,1601,Congressional District 1,0.984810126582291,0.984810126582291,0.8791208791214548,0.5751633986934641,population
16001001070,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001071,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001072,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001073,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001074,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001077,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001078,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001083,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001085,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001088,1,1601,Congressional District 1,0.9979504588320333,0.9979504588320333,0.9976427679480758,0.8853515642113355,population
16001001089,1,1601,Congressional District 1,0.8827470686774727,0.8827470686774727,0.8472372697737593,0.7692307692339404,population
16001001090,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001091,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001092,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001093,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001094,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001095,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001096,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001097,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001098,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001099,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001103,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001105,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001109,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001112,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001001116,1,1601,Congressional District 1,0.999999597348228,0.999999597348228,0.999999468048855,0.9998627993075454,population
16001001131,1,1601,Congressional District 1,0.0,0.0,1.300181780703228e-05,0.0002748111490914177,population
16003003001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003003002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003003003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003003004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003003005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003003006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009007,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009008,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009009,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009010,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009009011,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015015030,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015015040,1,1601,Congressional District 1,0.9996499710044048,0.9996499710044048,0.999860852018116,0.9924042449674091,population
16015015050,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015015060,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015015070,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015015080,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017007,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017009,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017010,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017011,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017012,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017014,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017015,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017016,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017017,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017018,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017020,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017021,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017025,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017026,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017027,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017028,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017029,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017030,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017031,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017032,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017033,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017034,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017035,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017017036,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16021021007,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16027027001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16027027003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16027027004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16027027005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
