source_vtd_geoid,source_vtd_code,source_countyfp00,source_vtd_name,precinct_key,target_id,target_name,district_num,SLDLST,nhgis_weight,source_blocks,target_blocks,allocated_pop2000,allocated_housing2000,crosswalk_method,source_block_weight_sum,source_block_weight_avg,source_vtd_pop2000,source_vtd_housing2000,population_weight,housing_weight,block_weight,effective_weight,crosswalk_basis
16001001054,001054,001,Voting District 001054,16001001054,16016,State House District 16,16,016,19.000000000100002,19,12,1253.0000000344,451.000000012,nhgis_block_weight_chain_2000_2010_2020,19.000000000100002,1.0000000000052633,1253.0000000344,451.000000012,1.0,1.0,1.0,1.0,population
16001001055,001055,001,Voting District 001055,16001001055,16016,State House District 16,16,016,20.0,20,21,1078.0,362.0,nhgis_block_weight_chain_2000_2010_2020,20.0,1.0,1078.0,362.0,1.0,1.0,1.0,1.0,population
16001001056,001056,001,Voting District 001056,16001001056,16017,State House District 17,17,017,26.0,26,23,1819.0,713.0,nhgis_block_weight_chain_2000_2010_2020,26.0,1.0,1819.0,713.0,1.0,1.0,1.0,1.0,population
16001001057,001057,001,Voting District 001057,16001001057,16017,State House District 17,17,017,19.0,19,19,981.0,410.0,nhgis_block_weight_chain_2000_2010_2020,19.0,1.0,981.0,410.0,1.0,1.0,1.0,1.0,population
16001001058,001058,001,Voting District 001058,16001001058,16016,State House District 16,16,016,13.9999999999,14,14,1046.9999999546,440.9999999803,nhgis_block_weight_chain_2000_2010_2020,13.9999999999,0.9999999999928572,1046.9999999546,440.9999999803,1.0,1.0,1.0,1.0,population
16001001059,001059,001,Voting District 001059,16001001059,16016,State House District 16,16,016,19.999999999899998,20,19,1342.9999999924,527.9999999967999,nhgis_block_weight_chain_2000_2010_2020,19.999999999899998,0.9999999999949999,1342.9999999924,527.9999999967999,1.0,1.0,1.0,1.0,population
16001001060,001060,001,Voting District 001060,16001001060,16017,State House District 17,17,017,18.0,18,18,1154.0,433.0,nhgis_block_weight_chain_2000_2010_2020,18.0,1.0,1154.0,433.0,1.0,1.0,1.0,1.0,population
16001001061,001061,001,Voting District 001061,16001001061,16018,State House District 18,18,018,17.9999999999,18,21,1671.9999999879,722.999999995,nhgis_block_weight_chain_2000_2010_2020,17.9999999999,0.9999999999944446,1671.9999999879,722.999999995,1.0,1.0,1.0,1.0,population
16001001062,001062,001,Voting District 001062,16001001062,16017,State House District 17,17,017,23.0,23,15,1497.0,603.0,nhgis_block_weight_chain_2000_2010_2020,23.0,1.0,2144.0,899.0,0.6982276119402985,0.6707452725250278,0.5897435897435898,0.6982276119402985,population
16001001062,001062,001,Voting District 001062,16001001062,16018,State House District 18,18,018,16.0,16,9,647.0,296.0,nhgis_block_weight_chain_2000_2010_2020,16.0,1.0,2144.0,899.0,0.30177238805970147,0.3292547274749722,0.41025641025641024,0.30177238805970147,population
16001001063,001063,001,Voting District 001063,16001001063,16015,State House District 15,15,015,27.0,27,21,2445.0,815.0,nhgis_block_weight_chain_2000_2010_2020,27.0,1.0,2445.0,815.0,1.0,1.0,1.0,1.0,population
16001001064,001064,001,Voting District 001064,16001001064,16018,State House District 18,18,018,60.83230700203791,63,86,800.2201212893156,374.6587097760006,nhgis_block_weight_chain_2000_2010_2020,60.83230700203791,0.9655921746355224,1999.000000068449,807.0000000247305,0.40031021573882675,0.46426110255826414,0.6759145222508068,0.40031021573882675,population
16001001064,001064,001,Voting District 001064,16001001064,16019,State House District 19,19,019,29.16769299717101,39,61,1198.7798787791335,432.34129024873,nhgis_block_weight_chain_2000_2010_2020,29.16769299717101,0.7478895640300259,1999.000000068449,807.0000000247305,0.5996897842611733,0.535738897441736,0.3240854777491932,0.5996897842611733,population
16001001065,001065,001,Voting District 001065,16001001065,16014,State House District 14,14,014,17.3887627553,18,16,52.4867195907,21.7718753738,nhgis_block_weight_chain_2000_2010_2020,17.3887627553,0.9660423752944445,2090.999999957134,941.99999998179,0.025101252793771393,0.02311239424014955,0.28046391540789434,0.025101252793771393,population
16001001065,001065,001,Voting District 001065,16001001065,16016,State House District 16,16,016,39.61123724473762,47,44,2003.5132803664342,903.22812460799,nhgis_block_weight_chain_2000_2010_2020,39.61123724473762,0.8427922818029282,2090.999999957134,941.99999998179,0.958160344527741,0.95884089662999,0.6388909233018321,0.958160344527741,population
16001001065,001065,001,Voting District 001065,16001001065,16019,State House District 19,19,019,5.0,5,6,35.0,17.0,nhgis_block_weight_chain_2000_2010_2020,5.0,1.0,2090.999999957134,941.99999998179,0.016738402678487568,0.018046709129860544,0.08064516129027365,0.016738402678487568,population
16001001066,001066,001,Voting District 001066,16001001066,16017,State House District 17,17,017,28.999999999928946,29,38,1702.9999999746499,541.9999999911684,nhgis_block_weight_chain_2000_2010_2020,28.999999999928946,0.9999999999975498,2225.9999999499482,710.9999999829652,0.7650494159986262,0.7623066104137188,0.6444444444505968,0.7650494159986262,population
16001001066,001066,001,Voting District 001066,16001001066,16021,State House District 21,21,021,5.999999999656515,6,44,182.99999998342167,68.99999999402606,nhgis_block_weight_chain_2000_2010_2020,5.999999999656515,0.9999999999427525,2225.9999999499482,710.9999999829652,0.08221024258200199,0.09704641349603267,0.13333333332729994,0.08221024258200199,population
16001001066,001066,001,Voting District 001066,16001001066,16022,State House District 22,22,022,9.999999999874676,10,37,339.99999999187673,99.9999999977708,nhgis_block_weight_chain_2000_2010_2020,9.999999999874676,0.9999999999874676,2225.9999999499482,710.9999999829652,0.15274034141937182,0.1406469760902485,0.22222222222210325,0.15274034141937182,population
16001001067,001067,001,Voting District 001067,16001001067,16014,State House District 14,14,014,49.9999999997,50,42,2419.9999999885,793.9999999944,nhgis_block_weight_chain_2000_2010_2020,49.9999999997,0.999999999994,4037.999999976919,1383.9999999910858,0.5993065874200922,0.5736994219649668,0.4504504504532155,0.5993065874200922,population
16001001067,001067,001,Voting District 001067,16001001067,16019,State House District 19,19,019,60.99999999895263,61,113,1617.9999999884192,589.9999999966858,nhgis_block_weight_chain_2000_2010_2020,60.99999999895263,0.9999999999828301,4037.999999976919,1383.9999999910858,0.40069341257990776,0.4263005780350332,0.5495495495467845,0.40069341257990776,population
16001001068,001068,001,Voting District 001068,16001001068,16021,State House District 21,21,021,103.99999999925471,104,129,3903.999999998317,1368.0000000016141,nhgis_block_weight_chain_2000_2010_2020,103.99999999925471,0.9999999999928337,4508.999999989246,1574.9999999992544,0.8658239077417671,0.8685714285728646,0.7272727272710815,0.8658239077417671,population
16001001068,001068,001,Voting District 001068,16001001068,16022,State House District 22,22,022,39.00000000004412,39,151,604.9999999909287,206.99999999764023,nhgis_block_weight_chain_2000_2010_2020,39.00000000004412,1.0000000000011313,4508.999999989246,1574.9999999992544,0.1341760922582328,0.13142857142713538,0.2727272727289185,0.1341760922582328,population
16001001069,001069,001,Voting District 001069,16001001069,16018,State House District 18,18,018,145.91673229552686,147,99,3154.3478520219523,270.62974439651225,nhgis_block_weight_chain_2000_2010_2020,145.91673229552686,0.9926308319423596,3160.0000000026002,273.0000000013,0.9982113455757458,0.9913177450374488,0.9537041326505024,0.9982113455757458,population
16001001069,001069,001,Voting District 001069,16001001069,16023,State House District 23,23,023,7.083267704473158,9,5,5.652147980647716,2.3702556047877517,nhgis_block_weight_chain_2000_2010_2020,7.083267704473158,0.787029744941462,3160.0000000026002,273.0000000013,0.0017886544242541346,0.008682254962551152,0.04629586734949777,0.0017886544242541346,population
16001001070,001070,001,Voting District 001070,16001001070,16023,State House District 23,23,023,125.0,125,57,145.0,53.0,nhgis_block_weight_chain_2000_2010_2020,125.0,1.0,145.0,53.0,1.0,1.0,1.0,1.0,population
16001001071,001071,001,Voting District 001071,16001001071,16021,State House District 21,21,021,110.0000000003021,110,86,2634.9999999987376,1113.9999999994147,nhgis_block_weight_chain_2000_2010_2020,110.0000000003021,1.0000000000027462,2634.9999999987376,1113.9999999994147,1.0,1.0,1.0,1.0,population
16001001072,001072,001,Voting District 001072,16001001072,16014,State House District 14,14,014,23.999999999899998,24,17,1704.9999999730999,640.9999999905,nhgis_block_weight_chain_2000_2010_2020,23.999999999899998,0.9999999999958332,1704.9999999730999,640.9999999905,1.0,1.0,1.0,1.0,population
16001001073,001073,001,Voting District 001073,16001001073,16021,State House District 21,21,021,67.9999999997,68,77,4747.999999814,1538.9999999427,nhgis_block_weight_chain_2000_2010_2020,67.9999999997,0.9999999999955882,4747.999999814,1538.9999999427,1.0,1.0,1.0,1.0,population
16001001074,001074,001,Voting District 001074,16001001074,16010,State House District 10,10,010,50.695901876738915,51,178,2777.6242321154664,1036.9639200454117,nhgis_block_weight_chain_2000_2010_2020,50.695901876738915,0.994037291700763,2802.0000000845193,1044.000000030675,0.9913005824524205,0.9932604597844286,0.9565264504834777,0.9913005824524205,population
16001001074,001074,001,Voting District 001074,16001001074,16014,State House District 14,14,014,2.30409812442634,4,13,24.37576796905314,7.036079985263401,nhgis_block_weight_chain_2000_2010_2020,2.30409812442634,0.576024531106585,2802.0000000845193,1044.000000030675,0.00869941754757954,0.0067395402155715186,0.04347354951652231,0.00869941754757954,population
16001001075,001075,001,Voting District 001075,16001001075,16015,State House District 15,15,015,28.0,28,21,1936.0,648.0,nhgis_block_weight_chain_2000_2010_2020,28.0,1.0,1947.0,652.0,0.9943502824858758,0.9938650306748467,0.9333333333333333,0.9943502824858758,population
16001001075,001075,001,Voting District 001075,16001001075,16016,State House District 16,16,016,2.0,2,3,11.0,4.0,nhgis_block_weight_chain_2000_2010_2020,2.0,1.0,1947.0,652.0,0.005649717514124294,0.006134969325153374,0.06666666666666667,0.005649717514124294,population
16001001076,001076,001,Voting District 001076,16001001076,16015,State House District 15,15,015,24.999999999899998,25,22,1705.9999999881,575.9999999958,nhgis_block_weight_chain_2000_2010_2020,24.999999999899998,0.999999999996,1705.9999999881,575.9999999958,1.0,1.0,1.0,1.0,population
16001001077,001077,001,Voting District 001077,16001001077,16021,State House District 21,21,021,67.9999999999,68,52,2892.9999999985,932.9999999994,nhgis_block_weight_chain_2000_2010_2020,67.9999999999,0.9999999999985294,2892.9999999985,932.9999999994,1.0,1.0,1.0,1.0,population
16001001078,001078,001,Voting District 001078,16001001078,16021,State House District 21,21,021,39.999999999799996,40,68,1315.9999999945,415.9999999978,nhgis_block_weight_chain_2000_2010_2020,39.999999999799996,0.9999999999949999,1315.9999999945,415.9999999978,1.0,1.0,1.0,1.0,population
