source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,COUNTYFP,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16011011016,011016,sterling 16 Voting District,454553205.0604338,16011011016,16005,Bannock,005,29864.16409409984,3,6.570004074688976e-05,0.006570004074688976
16011011016,011016,sterling 16 Voting District,454553205.0604338,16011011016,16011,Bingham,011,454459880.48507303,180,0.9997946894349841,99.9794689434984
16011011016,011016,sterling 16 Voting District,454553205.0604338,16011011016,16013,Blaine,013,62999.6524371691,3,0.0001385968721280783,0.013859687212807831
16011011016,011016,sterling 16 Voting District,454553205.0604338,16011011016,16077,Power,077,460.75883135841553,1,1.0136521450710191e-06,0.00010136521450710192
16011011017,011017,riverside 17 Voting District,34905761.992878295,16011011017,16011,Bingham,011,34905761.99287915,62,1.0000000000000246,100.00000000000246
16011011018,011018,pingree 18 Voting District,737792180.1434745,16011011018,16011,Bingham,011,737561330.2924917,140,0.9996871072136629,99.96871072136629
16011011018,011018,pingree 18 Voting District,737792180.1434745,16011011018,16013,Blaine,013,206255.6817586986,1,0.0002795579667415141,0.02795579667415141
16011011018,011018,pingree 18 Voting District,737792180.1434745,16011011018,16023,Butte,023,24594.169223586963,4,3.333481959486785e-05,0.003333481959486785
16011011019,011019,wapello 19 Voting District,43578065.05663748,16011011019,16011,Bingham,011,43578065.056634955,56,0.999999999999942,99.9999999999942
16011011020,011020,ft hall 20 Voting District,909877603.8065991,16011011020,16005,Bannock,005,343832.5011567883,38,0.0003778887398901977,0.03778887398901977
16011011020,011020,ft hall 20 Voting District,909877603.8065991,16011011020,16011,Bingham,011,909502777.9988871,473,0.999588048099938,99.9588048099938
16011011020,011020,ft hall 20 Voting District,909877603.8065991,16011011020,16029,Caribou,029,30993.306553205155,4,3.406316016961002e-05,0.003406316016961002
16011011021,011021,shelley 21 Voting District,197420527.4408286,16011011021,16011,Bingham,011,197326544.59311548,75,0.9995239459192445,99.95239459192446
16011011021,011021,shelley 21 Voting District,197420527.4408286,16011011021,16019,Bonneville,019,93982.84771577072,6,0.0004760540807689794,0.04760540807689794
16011011022,011022,groveland 22 Voting District,160155046.64111367,16011011022,16011,Bingham,011,160155046.6411152,83,1.0000000000000095,100.00000000000095
16013013001,013001,Voting District 013001,761268909.8230733,16013013001,16013,Blaine,013,761032986.7968669,218,0.9996900923928954,99.96900923928955
16013013001,013001,Voting District 013001,761268909.8230733,16013013001,16025,Camas,025,152657.10566487032,3,0.00020052980450804093,0.020052980450804093
16013013001,013001,Voting District 013001,761268909.8230733,16013013001,16037,Custer,037,20190.501115018018,5,2.652216694322969e-05,0.002652216694322969
16013013001,013001,Voting District 013001,761268909.8230733,16013013001,16039,Elmore,039,63075.41942665588,1,8.285563565352387e-05,0.008285563565352387
16013013002,013002,Voting District 013002,1833777.0815929475,16013013002,16013,Blaine,013,1833777.0815928346,37,0.9999999999999384,99.99999999999383
16013013003,013003,Voting District 013003,2865823.6307927486,16013013003,16013,Blaine,013,2865823.6307925424,49,0.9999999999999281,99.99999999999281
16013013004,013004,Voting District 013004,279747511.09307075,16013013004,16013,Blaine,013,279697411.74667835,87,0.999820912271224,99.98209122712241
16013013004,013004,Voting District 013004,279747511.09307075,16013013004,16025,Camas,025,50099.34639168807,5,0.00017908772877346616,0.017908772877346615
16013013005,013005,Voting District 013005,683611141.1753198,16013013005,16013,Blaine,013,679525307.2613134,160,0.9940231607299704,99.40231607299704
16013013005,013005,Voting District 013005,683611141.1753198,16013013005,16037,Custer,037,4085833.914011242,15,0.0059768392700366825,0.5976839270036682
16013013006,013006,Voting District 013006,311282565.6832388,16013013006,16013,Blaine,013,310870009.06459033,180,0.9986746555569441,99.86746555569441
16013013006,013006,Voting District 013006,311282565.6832388,16013013006,16025,Camas,025,412556.6186497654,6,0.0013253444430600815,0.13253444430600814
16013013007,013007,Voting District 013007,8609784.331250014,16013013007,16013,Blaine,013,8609784.331249785,104,0.9999999999999734,99.99999999999733
16013013008,013008,Voting District 013008,50024692.73380534,16013013008,16013,Blaine,013,50024692.73380613,55,1.0000000000000158,100.00000000000158
16013013009,013009,Voting District 013009,688170745.4507262,16013013009,16013,Blaine,013,687873592.2759947,182,0.9995681984787992,99.95681984787991
16013013009,013009,Voting District 013009,688170745.4507262,16013013009,16031,Cassia,031,82316.65505889073,1,0.00011961661492160116,0.011961661492160117
16013013009,013009,Voting District 013009,688170745.4507262,16013013009,16067,Minidoka,067,89136.71676117531,18,0.00012952703576899957,0.012952703576899958
16013013009,013009,Voting District 013009,688170745.4507262,16013013009,16077,Power,077,125699.80290787293,10,0.00018265787050500708,0.018265787050500706
16013013010,013010,Voting District 013010,308526026.6400166,16013013010,16013,Blaine,013,308526026.6400138,159,0.9999999999999909,99.99999999999909
16013013011,013011,Voting District 013011,714972158.8788679,16013013011,16013,Blaine,013,714722177.4779477,316,0.9996503620486256,99.96503620486256
16013013011,013011,Voting District 013011,714972158.8788679,16013013011,16025,Camas,025,138677.92406645065,7,0.00019396269119612778,0.01939626911961278
16013013011,013011,Voting District 013011,714972158.8788679,16013013011,16063,Lincoln,063,111303.47685392559,17,0.0001556752601786035,0.015567526017860349
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16011,Bingham,011,13906.472151503698,5,4.748278681953959e-06,0.0004748278681953959
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16013,Blaine,013,2914932035.688312,396,0.9952854680622116,99.52854680622116
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16023,Butte,023,10269134.462056173,15,0.0035063322830605607,0.3506332283060561
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16037,Custer,037,3118184.820680386,2,0.0010646848711251431,0.10646848711251432
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16063,Lincoln,063,235271.32386403932,1,8.033193461347483e-05,0.008033193461347482
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16067,Minidoka,067,170523.97196913473,4,5.822435280795533e-05,0.0058224352807955335
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,16077,Power,077,615.6723024257348,2,2.1021748987298147e-07,2.1021748987298148e-05
16013013013,013013,Voting District 013013,25727127.885715555,16013013013,16013,Blaine,013,25727127.8857122,64,0.9999999999998695,99.99999999998695
16013013014,013014,Voting District 013014,125816194.8499291,16013013014,16013,Blaine,013,125816194.84992892,92,0.9999999999999986,99.99999999999986
16015015030,015030,garden valley Voting District,793889155.9229627,16015015030,16015,Boise,015,793350872.6502177,315,0.99932196671446,99.93219667144601
16015015030,015030,garden valley Voting District,793889155.9229627,16015015030,16085,Valley,085,538283.2727425158,14,0.0006780332855368409,0.0678033285536841
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,16001,Ada,001,129026.83289818525,13,0.0001503022551270248,0.01503022551270248
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,16015,Boise,015,858176830.8195384,317,0.9996828572218176,99.96828572218176
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,16045,Gem,045,4958.26945106126,5,5.775845715828807e-06,0.0005775845715828808
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,16085,Valley,085,138265.8243728964,5,0.00016106467735003803,0.016106467735003804
16015015050,015050,idaho city Voting District,569204770.4232777,16015015050,16015,Boise,015,569138930.6271986,244,0.999884330210321,99.9884330210321
16015015050,015050,idaho city Voting District,569204770.4232777,16015015050,16039,Elmore,039,65839.796082345,10,0.00011566978968462361,0.011566978968462361
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,16015,Boise,015,1770108385.0764306,335,0.9993485282840695,99.93485282840695
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,16037,Custer,037,647051.5619177913,3,0.00036530532908499424,0.036530532908499426
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,16039,Elmore,039,428945.80842649005,14,0.00024216955638347768,0.02421695563834777
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,16085,Valley,085,77929.9276595966,4,4.399683046105629e-05,0.0043996830461056294
16015015070,015070,mores creek Voting District,575741212.7666844,16015015070,16001,Ada,001,12526.077545144424,8,2.175643721065447e-05,0.002175643721065447
16015015070,015070,mores creek Voting District,575741212.7666844,16015015070,16015,Boise,015,575460665.9552711,282,0.9995127206369939,99.95127206369939
16015015070,015070,mores creek Voting District,575741212.7666844,16015015070,16039,Elmore,039,268020.73386743624,10,0.00046552292579417966,0.04655229257941797
16015015080,015080,placerville Voting District,369713546.62332964,16015015080,16015,Boise,015,369713546.62332964,168,1.0,100.0
16017017001,017001,Voting District 017001,53989764.92033843,16017017001,16017,Bonner,017,53989764.92033955,81,1.0000000000000207,100.00000000000206
16017017002,017002,Voting District 017002,195865596.28336054,16017017002,16017,Bonner,017,195865596.28335688,104,0.9999999999999812,99.99999999999812
16017017003,017003,Voting District 017003,126703157.2708959,16017017003,16017,Bonner,017,126703157.27089278,79,0.9999999999999755,99.99999999999754
16017017004,017004,Voting District 017004,162785532.4867318,16017017004,16017,Bonner,017,162749928.29826775,78,0.9997812816168602,99.97812816168602
16017017004,017004,Voting District 017004,162785532.4867318,16017017004,16055,Kootenai,055,35604.18846430209,5,0.0002187183831413525,0.02187183831413525
16017017005,017005,Voting District 017005,696187672.1597775,16017017005,16017,Bonner,017,690296616.9278004,205,0.9915381218778245,99.15381218778245
16017017005,017005,Voting District 017005,696187672.1597775,16017017005,16055,Kootenai,055,158972.08869054224,10,0.00022834660113610513,0.022834660113610513
16017017005,017005,Voting District 017005,696187672.1597775,16017017005,16079,Shoshone,079,5591474.609357427,16,0.008031562225184252,0.8031562225184252
16017017006,017006,Voting District 017006,75257317.11519739,16017017006,16017,Bonner,017,75257317.11519727,42,0.9999999999999984,99.99999999999984
16017017007,017007,Voting District 017007,400363155.6985103,16017017007,16017,Bonner,017,400002803.3091112,201,0.999099936184761,99.90999361847611
16017017007,017007,Voting District 017007,400363155.6985103,16017017007,16021,Boundary,021,360352.3893880986,25,0.0009000638152114541,0.09000638152114541
16017017009,017009,Voting District 017009,19558724.35305672,16017017009,16017,Bonner,017,19558724.353054613,37,0.9999999999998922,99.99999999998921
16017017010,017010,Voting District 017010,40562181.413025394,16017017010,16017,Bonner,017,40562181.41302496,118,0.9999999999999893,99.99999999999893
16017017011,017011,Voting District 017011,297887532.6573984,16017017011,16017,Bonner,017,297878131.7053457,115,0.9999684412705397,99.99684412705398
16017017011,017011,Voting District 017011,297887532.6573984,16017017011,16055,Kootenai,055,9400.952048620786,4,3.1558729446501735e-05,0.0031558729446501737
16017017012,017012,Voting District 017012,106864506.43519732,16017017012,16017,Bonner,017,106864506.43519647,41,0.999999999999992,99.9999999999992
16017017014,017014,Voting District 017014,128663233.02613002,16017017014,16017,Bonner,017,128663233.02612837,53,0.9999999999999871,99.9999999999987
16017017015,017015,Voting District 017015,399297575.09487754,16017017015,16017,Bonner,017,399297454.896827,126,0.9999996989762572,99.99996989762572
16017017016,017016,Voting District 017016,626067.8992460559,16017017016,16017,Bonner,017,626067.8992456698,7,0.9999999999993834,99.99999999993834
16017017017,017017,Voting District 017017,47354062.39182409,16017017017,16017,Bonner,017,47354062.39182498,133,1.0000000000000189,100.00000000000189
16017017018,017018,Voting District 017018,83229710.13155898,16017017018,16017,Bonner,017,83229710.13155651,53,0.9999999999999702,99.99999999999703
16017017020,017020,Voting District 017020,493809777.41133446,16017017020,16017,Bonner,017,493806206.2033257,345,0.9999927680492122,99.99927680492122
16017017020,017020,Voting District 017020,493809777.41133446,16017017020,16021,Boundary,021,3530.665503472015,1,7.149849324532584e-06,0.0007149849324532584
16017017021,017021,Voting District 017021,870052.8222517166,16017017021,16017,Bonner,017,870052.8222523896,22,1.0000000000007736,100.00000000007736
16017017025,017025,Voting District 017025,116126188.61796932,16017017025,16017,Bonner,017,116110695.80394839,124,0.9998665863901561,99.98665863901562
16017017026,017026,Voting District 017026,11960986.95949642,16017017026,16017,Bonner,017,11960934.308533767,28,0.9999955981088491,99.9995598108849
16017017027,017027,Voting District 017027,68019220.64537548,16017017027,16017,Bonner,017,68019220.64537646,23,1.0000000000000144,100.00000000000145
16017017028,017028,Voting District 017028,444725577.6574283,16017017028,16017,Bonner,017,444006910.37628585,347,0.9983840208046318,99.83840208046318
16017017028,017028,Voting District 017028,444725577.6574283,16017017028,16021,Boundary,021,718667.2811504006,58,0.001615979195385945,0.1615979195385945
16017017029,017029,Voting District 017029,6915727.773418125,16017017029,16017,Bonner,017,6915727.773418061,184,0.9999999999999909,99.99999999999909
16017017030,017030,Voting District 017030,250313584.49959454,16017017030,16017,Bonner,017,250296006.91599074,69,0.9999297777480238,99.99297777480238
16017017030,017030,Voting District 017030,250313584.49959454,16017017030,16021,Boundary,021,17577.583602074723,1,7.022225196932208e-05,0.007022225196932208
16017017031,017031,Voting District 017031,139420893.13384876,16017017031,16017,Bonner,017,139383007.07569054,106,0.9997282612576449,99.97282612576448
16017017031,017031,Voting District 017031,139420893.13384876,16017017031,16055,Kootenai,055,21576.93474432091,4,0.00015476112840280207,0.015476112840280207
16017017032,017032,Voting District 017032,5739155.758183034,16017017032,16017,Bonner,017,5739155.758182848,37,0.9999999999999676,99.99999999999676
16017017033,017033,Voting District 017033,226452349.27498794,16017017033,16017,Bonner,017,226452331.9569745,112,0.9999999235246908,99.99999235246908
16017017034,017034,Voting District 017034,87672720.12397617,16017017034,16017,Bonner,017,87672720.12397917,55,1.0000000000000342,100.00000000000342
16017017035,017035,Voting District 017035,79605072.50139448,16017017035,16017,Bonner,017,79605062.21753275,62,0.9999998708139896,99.99998708139896
16017017036,017036,Voting District 017036,204674013.04652545,16017017036,16017,Bonner,017,204674013.04652807,154,1.0000000000000129,100.0000000000013
16019019001,019001,Voting District 019001,3683933.8796306583,16019019001,16019,Bonneville,019,3683933.8796298653,27,0.9999999999997847,99.99999999997847
16019019002,019002,Voting District 019002,1444208.8417673884,16019019002,16019,Bonneville,019,1444208.84176776,33,1.0000000000002573,100.00000000002574
16019019003,019003,Voting District 019003,2050726.3569264037,16019019003,16019,Bonneville,019,2050726.3569274754,33,1.0000000000005227,100.00000000005227
16019019004,019004,Voting District 019004,1617262.4087834908,16019019004,16019,Bonneville,019,1617262.408782581,32,0.9999999999994376,99.99999999994375
16019019005,019005,Voting District 019005,2346374.5159498416,16019019005,16019,Bonneville,019,2346374.515950054,72,1.0000000000000906,100.00000000000907
16019019006,019006,Voting District 019006,2537470.933249231,16019019006,16019,Bonneville,019,2537470.9332497185,69,1.000000000000192,100.00000000001921
16019019007,019007,Voting District 019007,640326.3682700123,16019019007,16019,Bonneville,019,640326.3682699223,34,0.9999999999998594,99.99999999998595
16019019008,019008,Voting District 019008,2174058.184569432,16019019008,16019,Bonneville,019,2174058.1845695735,104,1.000000000000065,100.00000000000651
16019019009,019009,Voting District 019009,3423354.1866184776,16019019009,16019,Bonneville,019,3423354.186617648,88,0.9999999999997577,99.99999999997577
16019019010,019010,Voting District 019010,703639.9613064993,16019019010,16019,Bonneville,019,703639.9613065148,32,1.000000000000022,100.0000000000022
16019019011,019011,Voting District 019011,611293.7310699451,16019019011,16019,Bonneville,019,611293.7310701283,25,1.0000000000002995,100.00000000002996
16019019012,019012,Voting District 019012,630902.5551271071,16019019012,16019,Bonneville,019,630902.5551274109,36,1.0000000000004816,100.00000000004816
16019019013,019013,Voting District 019013,7609394.486361611,16019019013,16019,Bonneville,019,7609394.486360967,136,0.9999999999999154,99.99999999999154
16019019014,019014,Voting District 019014,2251875.047833256,16019019014,16019,Bonneville,019,2251875.047833045,61,0.9999999999999063,99.99999999999064
16019019015,019015,Voting District 019015,895585.7188018379,16019019015,16019,Bonneville,019,895585.7188017401,43,0.9999999999998909,99.99999999998909
16019019016,019016,Voting District 019016,1515514.7819082872,16019019016,16019,Bonneville,019,1515514.7819082914,34,1.0000000000000027,100.00000000000027
16019019017,019017,Voting District 019017,613132.4622639109,16019019017,16019,Bonneville,019,613132.4622637533,23,0.9999999999997429,99.99999999997429
16019019018,019018,Voting District 019018,467217.707542934,16019019018,16019,Bonneville,019,467217.7075430302,28,1.0000000000002058,100.00000000002058
16019019019,019019,Voting District 019019,810384.3403914339,16019019019,16019,Bonneville,019,810384.340391579,31,1.000000000000179,100.00000000001789
16019019020,019020,Voting District 019020,1283350.7306996903,16019019020,16019,Bonneville,019,1283350.730699986,24,1.0000000000002305,100.00000000002305
16019019021,019021,Voting District 019021,3116644.3549991082,16019019021,16019,Bonneville,019,3116644.3549992796,47,1.000000000000055,100.00000000000551
16019019022,019022,Voting District 019022,627311.1360636982,16019019022,16019,Bonneville,019,627311.1360630435,31,0.9999999999989563,99.99999999989562
16019019023,019023,Voting District 019023,611944.7498173881,16019019023,16019,Bonneville,019,611944.7498180704,22,1.0000000000011149,100.00000000011148
16019019024,019024,Voting District 019024,1393195.545306391,16019019024,16019,Bonneville,019,1393195.5453057073,36,0.9999999999995092,99.99999999995092
16019019025,019025,Voting District 019025,1130591.194208616,16019019025,16019,Bonneville,019,1130591.194209067,23,1.0000000000003988,100.00000000003988
16019019026,019026,Voting District 019026,1944695.8847409652,16019019026,16019,Bonneville,019,1944695.8847409321,35,0.999999999999983,99.9999999999983
16019019027,019027,Voting District 019027,1409452.1255880196,16019019027,16019,Bonneville,019,1409452.1255885006,27,1.0000000000003413,100.00000000003413
16019019036,019036,Voting District 019036,395969247.97366565,16019019036,16011,Bingham,011,5012.6160845974755,1,1.2659104489171959e-05,0.0012659104489171958
16019019036,019036,Voting District 019036,395969247.97366565,16019019036,16019,Bonneville,019,395631222.7057658,132,0.9991463345458526,99.91463345458526
16019019036,019036,Voting District 019036,395969247.97366565,16019019036,16051,Jefferson,051,333012.6518117595,8,0.0008410063496494224,0.08410063496494224
16019019037,019037,Voting District 019037,390060533.13918716,16019019037,16011,Bingham,011,866597.5433873374,8,0.002221700145905572,0.22217001459055719
16019019037,019037,Voting District 019037,390060533.13918716,16019019037,16019,Bonneville,019,389193935.59579915,93,0.9977782998540927,99.77782998540927
16019019038,019038,Voting District 019038,27387096.2069057,16019019038,16011,Bingham,011,2694.4444118506512,5,9.838372025622938e-05,0.009838372025622938
16019019038,019038,Voting District 019038,27387096.2069057,16019019038,16019,Bonneville,019,27384401.762491565,47,0.9999016162796603,99.99016162796603
16019019039,019039,Voting District 019039,37996058.301483706,16019019039,16019,Bonneville,019,37996055.1639612,39,0.9999999174250529,99.99999174250529
16019019039,019039,Voting District 019039,37996058.301483706,16019019039,16051,Jefferson,051,3.1375199782760794,6,8.257488062001323e-08,8.257488062001323e-06
16019019040,019040,Voting District 019040,23700050.565841835,16019019040,16019,Bonneville,019,23700050.56584118,94,0.9999999999999724,99.99999999999723
16019019041,019041,Voting District 019041,45215576.87371099,16019019041,16011,Bingham,011,18100.55188500096,6,0.0004003167301294544,0.04003167301294544
16019019041,019041,Voting District 019041,45215576.87371099,16019019041,16019,Bonneville,019,45197476.32182519,126,0.9995996832698529,99.95996832698529
16019019042,019042,Voting District 019042,39976083.70308334,16019019042,16011,Bingham,011,19413.910932264625,5,0.00048563813995534634,0.04856381399553463
16019019042,019042,Voting District 019042,39976083.70308334,16019019042,16019,Bonneville,019,39956669.79215282,52,0.9995143618600885,99.95143618600885
16019019043,019043,Voting District 019043,23373516.89812153,16019019043,16019,Bonneville,019,23373511.743446924,65,0.9999997794651687,99.99997794651688
16019019043,019043,Voting District 019043,23373516.89812153,16019019043,16051,Jefferson,051,5.1546761296592845,3,2.2053489648678213e-07,2.2053489648678212e-05
16019019044,019044,Voting District 019044,28272290.62489807,16019019044,16019,Bonneville,019,28272290.624895338,28,0.9999999999999034,99.99999999999034
16019019045,019045,Voting District 019045,12835434.639256923,16019019045,16019,Bonneville,019,12835434.639257606,36,1.0000000000000533,100.00000000000533
16019019046,019046,Voting District 019046,3758143.236847388,16019019046,16019,Bonneville,019,3758143.236846823,30,0.9999999999998496,99.99999999998495
16019019047,019047,Voting District 019047,1304986.783855609,16019019047,16019,Bonneville,019,1304986.783855357,18,0.9999999999998069,99.99999999998069
16019019048,019048,Voting District 019048,3487251.416447338,16019019048,16019,Bonneville,019,3487251.4164471147,22,0.9999999999999359,99.99999999999359
16019019049,019049,Voting District 019049,4256314.902071261,16019019049,16019,Bonneville,019,4256314.902071597,38,1.000000000000079,100.0000000000079
16019019050,019050,Voting District 019050,5640781.171288344,16019019050,16019,Bonneville,019,5640781.171288208,39,0.9999999999999759,99.99999999999758
16019019051,019051,Voting District 019051,657700105.8372343,16019019051,16011,Bingham,011,239359.60328627808,17,0.00036393426298993804,0.0363934262989938
16019019051,019051,Voting District 019051,657700105.8372343,16019019051,16019,Bonneville,019,657460746.2339427,180,0.9996360657370021,99.96360657370022
16019019052,019052,Voting District 019052,72176694.31774153,16019019052,16019,Bonneville,019,72176693.03493962,41,0.9999999822269234,99.99999822269234
16019019052,019052,Voting District 019052,72176694.31774153,16019019052,16051,Jefferson,051,1.2828014601211102,5,1.7773070272155546e-08,1.7773070272155545e-06
16019019053,019053,Voting District 019053,78110446.17192765,16019019053,16019,Bonneville,019,78110446.17193232,67,1.00000000000006,100.000000000006
16019019054,019054,Voting District 019054,458029991.6587894,16019019054,16019,Bonneville,019,457962411.2113264,128,0.9998524540997452,99.98524540997452
16019019054,019054,Voting District 019054,458029991.6587894,16019019054,16051,Jefferson,051,23809.98858341252,9,5.1983470552185656e-05,0.005198347055218566
16019019054,019054,Voting District 019054,458029991.6587894,16019019054,16065,Madison,065,43770.458880895814,4,9.556242970548253e-05,0.009556242970548252
16019019055,019055,Voting District 019055,1683926305.6244552,16019019055,16019,Bonneville,019,1683633027.8444781,342,0.999825836927069,99.9825836927069
16019019055,019055,Voting District 019055,1683926305.6244552,16019019055,16065,Madison,065,11343.147327157683,2,6.736130488175533e-06,0.0006736130488175533
16019019055,019055,Voting District 019055,1683926305.6244552,16019019055,16081,Teton,081,87050.2966485621,12,5.169483745090673e-05,0.005169483745090673
16019019056,019056,Voting District 019056,623612670.064184,16019019056,16011,Bingham,011,115020.29896752952,12,0.000184441889154836,0.0184441889154836
16019019056,019056,Voting District 019056,623612670.064184,16019019056,16019,Bonneville,019,623343852.8312507,126,0.9995689355815917,99.95689355815917
16019019056,019056,Voting District 019056,623612670.064184,16019019056,16029,Caribou,029,153796.9339671425,9,0.000246622529255721,0.0246622529255721
16019019057,019057,Voting District 019057,258063253.08917955,16019019057,16019,Bonneville,019,257787608.66443864,52,0.9989318726264151,99.89318726264152
16019019057,019057,Voting District 019057,258063253.08917955,16019019057,16029,Caribou,029,250862.24393029697,3,0.0009720959529391266,0.09720959529391265
16021021001,021001,bonners ferry Voting District,189585837.31500086,16021021001,16021,Boundary,021,189585837.31500274,169,1.00000000000001,100.000000000001
16021021002,021002,copeland Voting District,1821167480.7425842,16021021002,16017,Bonner,017,116412.19463077417,15,6.392174023627245e-05,0.006392174023627246
16021021002,021002,copeland Voting District,1821167480.7425842,16021021002,16021,Boundary,021,1820107323.6350534,551,0.9994178695157139,99.94178695157139
16021021003,021003,kootenai Voting District,296406008.0766901,16021021003,16017,Bonner,017,0.08667127051637635,1,2.924072662317682e-10,2.924072662317682e-08
16021021003,021003,kootenai Voting District,296406008.0766901,16021021003,16021,Boundary,021,296406007.9900291,132,0.9999999997076274,99.99999997076274
16021021004,021004,moyie Voting District,253317715.56512854,16021021004,16021,Boundary,021,253311452.70456356,163,0.9999752766578089,99.9975276657809
16021021005,021005,naples Voting District,608462020.700902,16021021005,16017,Bonner,017,33901.5836654455,11,5.571684429275216e-05,0.0055716844292752156
16021021005,021005,naples Voting District,608462020.700902,16021021005,16021,Boundary,021,608428119.1172388,302,0.9999442831557109,99.9944283155711
16021021006,021006,north bonners ferry Voting District,102330215.00041191,16021021006,16021,Boundary,021,102330215.00041385,81,1.0000000000000189,100.00000000000189
16021021007,021007,valley view Voting District,38386352.937288046,16021021007,16021,Boundary,021,38386352.93728876,58,1.0000000000000187,100.00000000000186
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16011,Bingham,011,159649.88127194106,9,5.282930788928769e-05,0.0052829307889287695
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16023,Butte,023,3021167141.882421,279,0.9997261999314557,99.97261999314557
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16033,Clark,033,70087.17712440381,1,2.319235711230637e-05,0.002319235711230637
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16037,Custer,037,511280.95066715014,7,0.00016918658846174652,0.01691865884617465
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16051,Jefferson,051,48642.75309437692,5,1.6096241095401825e-05,0.0016096241095401825
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,16059,Lemhi,059,37761.55665814933,1,1.2495573984637628e-05,0.0012495573984637627
16023023002,023002,moore Voting District,489569249.6720372,16023023002,16023,Butte,023,489356826.524078,143,0.999566101939406,99.9566101939406
16023023002,023002,moore Voting District,489569249.6720372,16023023002,16037,Custer,037,212423.1479601906,27,0.00043389806059611184,0.04338980605961119
16023023003,023003,arco 1 Voting District,495344358.19003105,16023023003,16013,Blaine,013,341458.50704000005,2,0.0006893356134864968,0.06893356134864967
16023023003,023003,arco 1 Voting District,495344358.19003105,16023023003,16023,Butte,023,494871149.58947074,82,0.9990446876143106,99.90446876143106
16023023003,023003,arco 1 Voting District,495344358.19003105,16023023003,16037,Custer,037,131750.09352520673,1,0.00026597677221280245,0.026597677221280244
16023023004,023004,arco 2 Voting District,1778425640.1473882,16023023004,16011,Bingham,011,237693.05745242405,6,0.00013365363841286333,0.013365363841286334
16023023004,023004,arco 2 Voting District,1778425640.1473882,16023023004,16013,Blaine,013,197473.7125535322,4,0.00011103849837498207,0.011103849837498207
16023023004,023004,arco 2 Voting District,1778425640.1473882,16023023004,16023,Butte,023,1777990473.3773835,91,0.9997553078632129,99.97553078632129
16025025001,025001,Voting District 025001,1377002368.4205377,16025025001,16013,Blaine,013,81430.46114520876,1,5.9136035647209445e-05,0.005913603564720944
16025025001,025001,Voting District 025001,1377002368.4205377,16025025001,16025,Camas,025,1375721075.321268,275,0.9990695055225364,99.90695055225363
16025025001,025001,Voting District 025001,1377002368.4205377,16025025001,16039,Elmore,039,254417.46119843647,13,0.0001847618181588611,0.01847618181588611
16025025001,025001,Voting District 025001,1377002368.4205377,16025025001,16047,Gooding,047,945445.1769268782,6,0.0006865966236581944,0.06865966236581944
16025025002,025002,Voting District 025002,1417465903.0387392,16025025002,16013,Blaine,013,558741.1333168809,32,0.000394183120820798,0.0394183120820798
16025025002,025002,Voting District 025002,1417465903.0387392,16025025002,16025,Camas,025,1416701836.7623768,321,0.999460963205729,99.94609632057289
16025025002,025002,Voting District 025002,1417465903.0387392,16025025002,16047,Gooding,047,204069.0764491754,6,0.00014396753813385958,0.014396753813385958
16025025002,025002,Voting District 025002,1417465903.0387392,16025025002,16063,Lincoln,063,1256.066595846566,4,8.861353159563358e-07,8.861353159563359e-05
16027027001,027001,Voting District 027001,78490131.17727664,16027027001,16027,Canyon,027,78481617.26570612,166,0.9998915288910488,99.98915288910489
16027027001,027001,Voting District 027001,78490131.17727664,16027027001,16075,Payette,075,1098.2995151471134,11,1.3992835770225819e-05,0.001399283577022582
16027027003,027003,Voting District 027003,119767217.65243624,16027027003,16001,Ada,001,13666.579171503896,9,0.00011410951543655483,0.011410951543655484
16027027003,027003,Voting District 027003,119767217.65243624,16027027003,16027,Canyon,027,119753551.07326645,210,0.9998858904845778,99.98858904845778
16027027004,027004,Voting District 027004,872729.5191872339,16027027004,16027,Canyon,027,872729.5191878508,61,1.0000000000007068,100.00000000007067
16027027005,027005,Voting District 027005,902395.091263231,16027027005,16027,Canyon,027,902395.0912632134,54,0.9999999999999806,99.99999999999805
