source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,COUNTYFP,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16001001056,001056,Voting District 001056,865460.5865142326,16001001056,16001,Ada,001,865460.5865134513,26,0.9999999999990973,99.99999999990973
16001001057,001057,Voting District 001057,654454.3547514437,16001001057,16001,Ada,001,654454.3547510658,19,0.9999999999994226,99.99999999994226
16001001058,001058,Voting District 001058,661837.6945503589,16001001058,16001,Ada,001,661837.6945508906,14,1.0000000000008034,100.00000000008033
16001001059,001059,Voting District 001059,616326.8464451891,16001001059,16001,Ada,001,616326.8464442767,20,0.9999999999985197,99.99999999985198
16001001060,001060,Voting District 001060,541342.7861273786,16001001060,16001,Ada,001,541342.7861280319,18,1.0000000000012068,100.00000000012068
16001001061,001061,Voting District 001061,891681.0850772896,16001001061,16001,Ada,001,891681.0850773293,18,1.0000000000000446,100.00000000000446
16001001062,001062,Voting District 001062,1161465.4580395964,16001001062,16001,Ada,001,1161465.4580397564,39,1.0000000000001377,100.00000000001377
16001001063,001063,Voting District 001063,1292894.0991805983,16001001063,16001,Ada,001,1292894.0991805599,27,0.9999999999999702,99.99999999999703
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,16001,Ada,001,118493243.11612922,90,0.9999388756103068,99.99388756103068
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,16015,Boise,015,7243.269910108893,4,6.112438970514063e-05,0.006112438970514063
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,16001,Ada,001,4381608.915320584,62,0.9999999999998959,99.99999999998958
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,16001,Ada,001,7903275.87330377,45,1.000000000000018,100.0000000000018
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16001,Ada,001,169791441.16251618,111,0.9993776701052314,99.93776701052313
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16015,Boise,015,103682.64468344481,9,0.0006102670379887486,0.06102670379887486
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16045,Gem,045,2049.4452675005414,1,1.2062856775462989e-05,0.0012062856775462989
16001001068,001068,Voting District 001068,24618739.869107082,16001001068,16001,Ada,001,24618739.869107306,143,1.000000000000009,100.00000000000091
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,16001,Ada,001,97270011.28604402,153,0.9999999999999883,99.99999999999883
16001001070,001070,Voting District 001070,123416860.00785252,16001001070,16001,Ada,001,123358943.08971895,125,0.9995307211824228,99.95307211824228
16001001070,001070,Voting District 001070,123416860.00785252,16001001070,16027,Canyon,027,0.09454824907330603,4,7.660885965441861e-10,7.660885965441861e-08
16001001070,001070,Voting District 001070,123416860.00785252,16001001070,16073,Owyhee,073,57916.82358645763,2,0.0004692780514977663,0.04692780514977663
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,16001,Ada,001,5087957.794184309,110,0.999999999999923,99.9999999999923
16001001072,001072,Voting District 001072,3449596.154760065,16001001072,16001,Ada,001,3449596.1547600897,24,1.000000000000007,100.00000000000071
16001001073,001073,Voting District 001073,2634011.921107413,16001001073,16001,Ada,001,2634011.921106709,68,0.9999999999997329,99.99999999997328
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,16001,Ada,001,54294017.61631158,53,0.9993045850998218,99.93045850998217
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,16027,Canyon,027,5424.825620970196,7,9.984623268648762e-05,0.009984623268648763
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,16045,Gem,045,32358.318179942737,2,0.0005955686674699319,0.05955686674699318
16001001075,001075,Voting District 001075,1068660.7790433734,16001001075,16001,Ada,001,1068660.779042789,30,0.9999999999994531,99.99999999994532
16001001076,001076,Voting District 001076,963789.445468784,16001001076,16001,Ada,001,963789.4454692523,25,1.0000000000004858,100.00000000004859
16001001077,001077,Voting District 001077,4616088.324582446,16001001077,16001,Ada,001,4616088.324583543,68,1.0000000000002376,100.00000000002376
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,16001,Ada,001,8721437.46473297,40,0.9999986655340339,99.9998665534034
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,16027,Canyon,027,11.638476617709046,2,1.3344659218873899e-06,0.00013344659218873897
16001001079,001079,Voting District 001079,2332859.794431381,16001001079,16001,Ada,001,2332859.794431398,28,1.0000000000000073,100.00000000000074
16001001080,001080,Voting District 001080,1219591.6514598893,16001001080,16001,Ada,001,1219591.6514607812,39,1.0000000000007314,100.00000000007314
16001001081,001081,Voting District 001081,2269125.713889498,16001001081,16001,Ada,001,2269125.7138886275,43,0.9999999999996164,99.99999999996164
16001001082,001082,Voting District 001082,1991995.0262462548,16001001082,16001,Ada,001,1991995.0262450313,30,0.9999999999993858,99.99999999993858
16001001083,001083,Voting District 001083,5244615.484690985,16001001083,16001,Ada,001,5244615.484690086,70,0.9999999999998287,99.99999999998288
16001001084,001084,Voting District 001084,1889922.1734567003,16001001084,16001,Ada,001,1889922.173457284,44,1.0000000000003089,100.00000000003088
16001001085,001085,Voting District 001085,2211904.418987776,16001001085,16001,Ada,001,2211904.418986551,42,0.9999999999994461,99.9999999999446
16001001086,001086,Voting District 001086,2609961.802936506,16001001086,16001,Ada,001,2609961.8029373228,51,1.0000000000003129,100.00000000003129
16001001087,001087,Voting District 001087,3970389.752649309,16001001087,16001,Ada,001,3970389.7526485687,70,0.9999999999998135,99.99999999998136
16001001088,001088,Voting District 001088,3854189.493970965,16001001088,16001,Ada,001,3854189.493968271,58,0.9999999999993011,99.99999999993011
16001001089,001089,Voting District 001089,3719294.279677023,16001001089,16001,Ada,001,3719294.2796772807,52,1.0000000000000693,100.00000000000693
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,16001,Ada,001,23753230.59192359,71,0.9999994688079171,99.99994688079171
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,16027,Canyon,027,12.61753515582752,5,5.311921005719056e-07,5.311921005719056e-05
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,16001,Ada,001,51915433.98425066,147,0.9999999395273523,99.99999395273524
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,16027,Canyon,027,3.1394643955865833,5,6.047265648761144e-08,6.047265648761144e-06
16001001092,001092,Voting District 001092,54895666.710813664,16001001092,16001,Ada,001,54890345.27238736,135,0.9999030626869998,99.99030626869998
16001001092,001092,Voting District 001092,54895666.710813664,16001001092,16027,Canyon,027,5321.438427126959,8,9.693731301524955e-05,0.009693731301524955
16001001093,001093,Voting District 001093,4910400.33255941,16001001093,16001,Ada,001,4910400.332559453,33,1.0000000000000089,100.00000000000088
16001001094,001094,Voting District 001094,3768139.0458333357,16001001094,16001,Ada,001,3768139.045832761,39,0.9999999999998475,99.99999999998475
16001001095,001095,Voting District 001095,2454628.9662189623,16001001095,16001,Ada,001,2454628.9662190927,77,1.000000000000053,100.0000000000053
16001001096,001096,Voting District 001096,3292114.0332835796,16001001096,16001,Ada,001,3292114.0332835224,65,0.9999999999999826,99.99999999999825
16001001097,001097,Voting District 001097,1309473.760763689,16001001097,16001,Ada,001,1309473.76076334,39,0.9999999999997334,99.99999999997334
16001001098,001098,Voting District 001098,2627699.531870038,16001001098,16001,Ada,001,2627699.5318700424,54,1.0000000000000018,100.00000000000017
16001001099,001099,Voting District 001099,2649074.225202262,16001001099,16001,Ada,001,2649074.225202952,39,1.0000000000002605,100.00000000002605
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,16001,Ada,001,7774979.2163380645,61,0.999999999999897,99.9999999999897
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,16001,Ada,001,4550894.489045793,62,0.9999999999998408,99.99999999998408
16001001102,001102,Voting District 001102,5247095.787216916,16001001102,16001,Ada,001,5247095.787216477,82,0.9999999999999164,99.99999999999164
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,16001,Ada,001,5180632.482075095,53,1.0000000000002025,100.00000000002025
16001001104,001104,Voting District 001104,481945.98066590977,16001001104,16001,Ada,001,481945.9806657535,19,0.9999999999996757,99.99999999996757
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,16001,Ada,001,18295342.089010127,103,0.9999999999999228,99.99999999999228
16001001106,001106,Voting District 001106,3866455.9536088104,16001001106,16001,Ada,001,3866455.9536090964,44,1.000000000000074,100.00000000000739
16001001107,001107,Voting District 001107,1966609.7156525566,16001001107,16001,Ada,001,1966609.715652103,40,0.9999999999997694,99.99999999997694
16001001108,001108,Voting District 001108,4103746.23163561,16001001108,16001,Ada,001,4103746.2316363817,18,1.000000000000188,100.0000000000188
16001001109,001109,Voting District 001109,5242800.531094732,16001001109,16001,Ada,001,5242800.53109414,25,0.9999999999998872,99.99999999998872
16001001110,001110,Voting District 001110,2126349.317682691,16001001110,16001,Ada,001,2126349.3176833233,37,1.0000000000002973,100.00000000002973
16001001111,001111,Voting District 001111,4544044.542022335,16001001111,16001,Ada,001,4544044.542024428,45,1.0000000000004605,100.00000000004606
16001001112,001112,Voting District 001112,8070719.925222658,16001001112,16001,Ada,001,8070719.925223393,39,1.0000000000000913,100.00000000000912
16001001113,001113,Voting District 001113,593651.828001216,16001001113,16001,Ada,001,593651.8280006725,20,0.9999999999990844,99.99999999990844
16001001114,001114,Voting District 001114,1179472.3118583856,16001001114,16001,Ada,001,1179472.3118582724,21,0.9999999999999041,99.99999999999041
16001001115,001115,Voting District 001115,3402343.620196872,16001001115,16001,Ada,001,3402343.6201969073,13,1.0000000000000104,100.00000000000104
16001001116,001116,Voting District 001116,1328714562.4933124,16001001116,16001,Ada,001,1328391939.2017963,1100,0.9997571914234833,99.97571914234832
16001001116,001116,Voting District 001116,1328714562.4933124,16001001116,16039,Elmore,039,276831.70081981586,28,0.0002083455007073494,0.02083455007073494
16001001116,001116,Voting District 001116,1328714562.4933124,16001001116,16073,Owyhee,073,45791.59069739608,2,3.4463075810254435e-05,0.0034463075810254435
16001001117,001117,Voting District 001117,2422559.650328153,16001001117,16001,Ada,001,2422559.6503278534,45,0.9999999999998764,99.99999999998764
16001001118,001118,Voting District 001118,1288635.5290788633,16001001118,16001,Ada,001,1288635.529080941,33,1.0000000000016125,100.00000000016125
16001001119,001119,Voting District 001119,1000648.394390592,16001001119,16001,Ada,001,1000648.3943914875,45,1.0000000000008948,100.00000000008949
16001001120,001120,Voting District 001120,1348893.621756656,16001001120,16001,Ada,001,1348893.6217576629,36,1.0000000000007463,100.00000000007464
16001001121,001121,Voting District 001121,1164700.5049920066,16001001121,16001,Ada,001,1164700.5049916792,32,0.9999999999997189,99.99999999997189
16001001122,001122,Voting District 001122,10160200.83948337,16001001122,16001,Ada,001,10160200.839484897,102,1.0000000000001503,100.00000000001504
16001001123,001123,Voting District 001123,1326277.1045727078,16001001123,16001,Ada,001,1326277.1045724289,45,0.9999999999997897,99.99999999997897
16001001124,001124,Voting District 001124,773190.0706589239,16001001124,16001,Ada,001,773190.0706579402,19,0.9999999999987277,99.99999999987277
16001001125,001125,Voting District 001125,4089863.145131232,16001001125,16001,Ada,001,4089863.1451316006,56,1.0000000000000902,100.00000000000901
16001001126,001126,Voting District 001126,1057750.7081703243,16001001126,16001,Ada,001,1057750.708170848,15,1.000000000000495,100.0000000000495
16001001127,001127,Voting District 001127,1364044.9888773963,16001001127,16001,Ada,001,1364044.9888768212,11,0.9999999999995783,99.99999999995784
16001001128,001128,Voting District 001128,1498904.8703015293,16001001128,16001,Ada,001,1498904.8703008648,26,0.9999999999995567,99.99999999995566
16001001129,001129,Voting District 001129,1680620.983641568,16001001129,16001,Ada,001,1680620.9836429649,30,1.0000000000008311,100.0000000000831
16001001130,001130,Voting District 001130,8443244.334123254,16001001130,16001,Ada,001,8443244.334123313,27,1.000000000000007,100.00000000000071
16001001131,001131,Voting District 001131,170885664.0425365,16001001131,16001,Ada,001,170452914.4307105,110,0.9974676072785235,99.74676072785235
16001001131,001131,Voting District 001131,170885664.0425365,16001001131,16015,Boise,015,2272.551079841949,1,1.3298664300337509e-05,0.0013298664300337509
16001001131,001131,Voting District 001131,170885664.0425365,16001001131,16039,Elmore,039,430477.0607424819,6,0.0025190940571546624,0.2519094057154663
16003003001,003001,Voting District 003001,588912421.7123603,16003003001,16003,Adams,003,586172971.8391571,130,0.9953482898777415,99.53482898777415
16003003001,003001,Voting District 003001,588912421.7123603,16003003001,16045,Gem,045,665998.5941797219,5,0.0011308958168062084,0.11308958168062085
16003003001,003001,Voting District 003001,588912421.7123603,16003003001,16085,Valley,085,1410324.8848924094,4,0.002394795614586727,0.2394795614586727
16003003001,003001,Voting District 003001,588912421.7123603,16003003001,16087,Washington,087,663126.3941359952,9,0.0011260186908740107,0.11260186908740107
16003003002,003002,Voting District 003002,529049873.07890654,16003003002,16003,Adams,003,528790356.63207734,167,0.9995094669519172,99.95094669519172
16003003002,003002,Voting District 003002,529049873.07890654,16003003002,16085,Valley,085,22407.16975401495,4,4.23536057642584e-05,0.00423536057642584
16003003002,003002,Voting District 003002,529049873.07890654,16003003002,16087,Washington,087,237109.27707142383,11,0.00044817944231140483,0.04481794423114048
16003003003,003003,Voting District 003003,554373606.1535423,16003003003,16003,Adams,003,554364139.6414558,205,0.999982923948793,99.9982923948793
16003003003,003003,Voting District 003003,554373606.1535423,16003003003,16087,Washington,087,9466.512087205243,2,1.7076051208295346e-05,0.0017076051208295346
16003003004,003004,Voting District 003004,863339268.926531,16003003004,16003,Adams,003,862664757.6895846,113,0.9992187182244299,99.92187182244298
16003003004,003004,Voting District 003004,863339268.926531,16003003004,16049,Idaho,049,229756.53648983123,2,0.0002661254326766679,0.02661254326766679
16003003004,003004,Voting District 003004,863339268.926531,16003003004,16087,Washington,087,444612.6417787886,7,0.0005149917972937989,0.051499179729379896
16003003005,003005,Voting District 003005,703308671.658692,16003003005,16003,Adams,003,702953925.5983918,431,0.9994956040290764,99.94956040290765
16003003005,003005,Voting District 003005,703308671.658692,16003003005,16049,Idaho,049,89727.07700163666,11,0.0001275785165424211,0.01275785165424211
16003003005,003005,Voting District 003005,703308671.658692,16003003005,16085,Valley,085,265018.98329059774,33,0.0003768174543697487,0.03768174543697487
16003003006,003006,Voting District 003006,308688753.75786674,16003003006,16003,Adams,003,308601847.79239106,207,0.999718467341561,99.9718467341561
16003003006,003006,Voting District 003006,308688753.75786674,16003003006,16049,Idaho,049,86905.96547306809,16,0.0002815326584305579,0.02815326584305579
16005005001,005001,poc 1 Voting District,3342535.6660253177,16005005001,16005,Bannock,005,3342535.6660249517,10,0.9999999999998905,99.99999999998906
16005005002,005002,poc 2 Voting District,2786305.68454337,16005005002,16005,Bannock,005,2786305.684544519,28,1.0000000000004126,100.00000000004125
16005005003,005003,poc 3 Voting District,661434.2285787001,16005005003,16005,Bannock,005,661434.2285806154,10,1.0000000000028957,100.00000000028957
16005005004,005004,poc 4 Voting District,5900142.680855341,16005005004,16005,Bannock,005,5900142.680855043,49,0.9999999999999495,99.99999999999496
16005005005,005005,poc 5 Voting District,2014635.9523956056,16005005005,16005,Bannock,005,2014635.952394681,29,0.999999999999541,99.9999999999541
16005005006,005006,poc 6 Voting District,1031728.0326485484,16005005006,16005,Bannock,005,1031728.0326485554,84,1.0000000000000067,100.00000000000067
16005005007,005007,poc 7 Voting District,20568887.802056752,16005005007,16005,Bannock,005,20568090.49896647,16,0.9999612374233379,99.9961237423338
16005005007,005007,poc 7 Voting District,20568887.802056752,16005005007,16077,Power,077,797.3030920330236,1,3.876257674726091e-05,0.003876257674726091
16005005008,005008,poc 8 Voting District,871129.3579153988,16005005008,16005,Bannock,005,871129.3579156258,58,1.0000000000002607,100.00000000002606
16005005009,005009,poc 9 Voting District,14458232.207288558,16005005009,16005,Bannock,005,14443182.030398259,37,0.9989590582946433,99.89590582946433
16005005009,005009,poc 9 Voting District,14458232.207288558,16005005009,16077,Power,077,15050.17689103552,2,0.0010409417054077024,0.10409417054077023
16005005010,005010,poc 10 Voting District,3994839.90709149,16005005010,16005,Bannock,005,3982907.3857056517,24,0.9970130163752855,99.70130163752854
16005005010,005010,poc 10 Voting District,3994839.90709149,16005005010,16077,Power,077,11932.521385842925,5,0.002986983624715664,0.2986983624715664
16005005011,005011,poc 11 Voting District,1523535.5232422748,16005005011,16005,Bannock,005,1523535.5232423022,16,1.000000000000018,100.0000000000018
16005005012,005012,poc 12 Voting District,1280516.1482014298,16005005012,16005,Bannock,005,1280516.1482013413,18,0.9999999999999309,99.9999999999931
16005005013,005013,poc 13 Voting District,1335087.0350009217,16005005013,16005,Bannock,005,1335087.0350008472,36,0.9999999999999442,99.99999999999442
16005005014,005014,poc 14 Voting District,1967000.6296141227,16005005014,16005,Bannock,005,1967000.6296137539,35,0.9999999999998125,99.99999999998124
16005005015,005015,poc 15 Voting District,1032966.4488074324,16005005015,16005,Bannock,005,1032966.4488081795,31,1.0000000000007232,100.00000000007232
16005005016,005016,poc 16 Voting District,1740411.5894482485,16005005016,16005,Bannock,005,1740411.5894483775,11,1.0000000000000742,100.00000000000742
16005005017,005017,poc 17 Voting District,581853.2876605458,16005005017,16005,Bannock,005,581853.2876609148,22,1.0000000000006342,100.00000000006341
16005005018,005018,poc 18 Voting District,1606846.2388079984,16005005018,16005,Bannock,005,1606846.2388079122,14,0.9999999999999464,99.99999999999464
16005005019,005019,poc 19 Voting District,563611.2024216531,16005005019,16005,Bannock,005,563611.2024215251,17,0.999999999999773,99.99999999997729
16005005020,005020,poc 20 Voting District,560285.862611877,16005005020,16005,Bannock,005,560285.8626120335,27,1.0000000000002793,100.00000000002794
16005005021,005021,poc 21 Voting District,723499.3683045239,16005005021,16005,Bannock,005,723499.3683043945,14,0.9999999999998213,99.99999999998212
16005005022,005022,poc 22 Voting District,484570.90842688066,16005005022,16005,Bannock,005,484570.9084265567,25,0.9999999999993314,99.99999999993314
16005005023,005023,poc 23 Voting District,1050396.833148654,16005005023,16005,Bannock,005,1050396.8331489437,21,1.0000000000002758,100.00000000002758
16005005024,005024,poc 24 Voting District,443376.51552750194,16005005024,16005,Bannock,005,443376.51552792505,39,1.0000000000009543,100.00000000009544
16005005025,005025,poc 25 Voting District,1674315.8461805813,16005005025,16005,Bannock,005,1674315.8461800062,83,0.9999999999996565,99.99999999996565
16005005026,005026,poc 26 Voting District,647576.3813761056,16005005026,16005,Bannock,005,647576.3813759502,58,0.99999999999976,99.999999999976
16005005027,005027,poc 27 Voting District,1973507.821360478,16005005027,16005,Bannock,005,1973507.8213612498,10,1.000000000000391,100.00000000003911
16005005028,005028,poc 28 Voting District,3318834.3399548093,16005005028,16005,Bannock,005,3318834.3399539045,43,0.9999999999997273,99.99999999997273
16005005029,005029,poc 29 Voting District,587542.819941804,16005005029,16005,Bannock,005,587542.8199419967,34,1.000000000000328,100.0000000000328
16005005030,005030,poc 30 Voting District,717785.3163748323,16005005030,16005,Bannock,005,717785.3163747042,13,0.9999999999998216,99.99999999998217
16005005036,005036,poc 36 Voting District,4299906.02758081,16005005036,16005,Bannock,005,4299906.027581283,17,1.0000000000001101,100.00000000001101
16005005037,005037,poc 37 Voting District,34413667.81688476,16005005037,16005,Bannock,005,34413667.81688304,25,0.99999999999995,99.999999999995
16005005038,005038,poc 38 Voting District,38885298.374051355,16005005038,16005,Bannock,005,38885298.37405202,53,1.000000000000017,100.0000000000017
16005005040,005040,poc 40 Voting District,209196165.92163914,16005005040,16005,Bannock,005,209130884.12007847,65,0.9996879397799999,99.968793978
16005005040,005040,poc 40 Voting District,209196165.92163914,16005005040,16077,Power,077,65281.80155750047,7,0.00031206021998488146,0.031206021998488147
16005005041,005041,arimo 41 Voting District,442294246.5828503,16005005041,16005,Bannock,005,442056781.4162549,185,0.9994631059109856,99.94631059109857
16005005041,005041,arimo 41 Voting District,442294246.5828503,16005005041,16071,Oneida,071,162539.64927118827,8,0.0003674921175822744,0.03674921175822744
16005005041,005041,arimo 41 Voting District,442294246.5828503,16005005041,16077,Power,077,74925.51732784713,5,0.0001694019714403229,0.01694019714403229
