source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,COUNTYFP20,prec_id,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16001001007,001007,Voting District 001007,1379408.2529024966,16001001007,16001011704,ADA - 011704,001,011704,1.8194702730647805,1,1.319022319343329e-06,0.00013190223193433292
16001001007,001007,Voting District 001007,1379408.2529024966,16001001007,16001011708,ADA - 011708,001,011708,1379365.527203648,33,0.9999690260669684,99.99690260669684
16001001007,001007,Voting District 001007,1379408.2529024966,16001001007,16001011709,ADA - 011709,001,011709,40.63874224898006,4,2.9460996890129964e-05,0.002946099689012996
16001001007,001007,Voting District 001007,1379408.2529024966,16001001007,16001011710,ADA - 011710,001,011710,0.2674857022194317,2,1.939133694876762e-07,1.939133694876762e-05
16001001007,001007,Voting District 001007,1379408.2529024966,16001001007,16001011916,ADA - 011916,001,011916,5.7437866116171e-08,1,4.16394972230393e-14,4.16394972230393e-12
16001001008,001008,Voting District 001008,1271100.649601516,16001001008,16001011608,ADA - 011608,001,011608,278.2813940303768,3,0.00021892947196401535,0.021892947196401533
16001001008,001008,Voting District 001008,1271100.649601516,16001001008,16001011614,ADA - 011614,001,011614,6.793950543137318,2,5.344935151490316e-06,0.0005344935151490315
16001001008,001008,Voting District 001008,1271100.649601516,16001001008,16001011615,ADA - 011615,001,011615,1241220.3406537925,39,0.9764925704686793,97.64925704686793
16001001008,001008,Voting District 001008,1271100.649601516,16001001008,16001011703,ADA - 011703,001,011703,13422.556954687718,4,0.010559790807199747,1.0559790807199747
16001001008,001008,Voting District 001008,1271100.649601516,16001001008,16001011704,ADA - 011704,001,011704,16172.67664824835,3,0.012723364316837071,1.2723364316837071
16001001009,001009,Voting District 001009,1241507.146231983,16001001009,16001011810,ADA - 011810,001,011810,534044.2629317068,11,0.43015802571298084,43.01580257129808
16001001009,001009,Voting District 001009,1241507.146231983,16001001009,16001011811,ADA - 011811,001,011811,706809.927236638,18,0.5693160360629663,56.93160360629663
16001001009,001009,Voting District 001009,1241507.146231983,16001001009,16001011814,ADA - 011814,001,011814,2.579271897277537e-07,3,2.077532864072282e-13,2.077532864072282e-11
16001001009,001009,Voting District 001009,1241507.146231983,16001001009,16001011817,ADA - 011817,001,011817,652.9560621816745,1,0.0005259382228796818,0.05259382228796818
16001001010,001010,Voting District 001010,1021883.2040214596,16001001010,16001011713,ADA - 011713,001,011713,133928.0423680068,6,0.1310600290140343,13.10600290140343
16001001010,001010,Voting District 001010,1021883.2040214596,16001001010,16001011714,ADA - 011714,001,011714,558121.1107247366,16,0.5461691791472247,54.61691791472247
16001001010,001010,Voting District 001010,1021883.2040214596,16001001010,16001011715,ADA - 011715,001,011715,329834.0509280019,4,0.32277079183804197,32.2770791838042
16001001010,001010,Voting District 001010,1021883.2040214596,16001001010,16001011804,ADA - 011804,001,011804,4.6242356548196074e-07,2,4.525209570547456e-13,4.5252095705474556e-11
16001001011,001011,Voting District 001011,683541.3240309168,16001001011,16001011910,ADA - 011910,001,011910,3.730580614498713,2,5.457725061155158e-06,0.0005457725061155158
16001001011,001011,Voting District 001011,683541.3240309168,16001001011,16001011913,ADA - 011913,001,011913,156993.49543316226,14,0.22967667047158863,22.967667047158862
16001001011,001011,Voting District 001011,683541.3240309168,16001001011,16001011914,ADA - 011914,001,011914,430412.24347791343,35,0.6296799159701509,62.96799159701509
16001001011,001011,Voting District 001011,683541.3240309168,16001001011,16001011916,ADA - 011916,001,011916,96131.85453865185,12,0.14063795583235839,14.063795583235839
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011702,ADA - 011702,001,011702,39.3887676602996,1,2.2763684848056778e-06,0.0002276368484805678
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011712,ADA - 011712,001,011712,258.50260986415685,2,1.4939466992461579e-05,0.0014939466992461578
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011713,ADA - 011713,001,011713,5.944774674282144,1,3.4356235347384e-07,3.4356235347384004e-05
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011801,ADA - 011801,001,011801,45.92706007623088,3,2.65423160884221e-06,0.000265423160884221
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011803,ADA - 011803,001,011803,17289931.137184355,70,0.9992253295300859,99.92253295300858
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001011804,ADA - 011804,001,011804,13043.399574494353,3,0.0007538083948747964,0.07538083948747965
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001012109,ADA - 012109,001,012109,5.916818825362554,2,3.4194671995122327e-07,3.419467199512233e-05
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001012114,ADA - 012114,001,012114,4.395424184622243e-07,1,2.54021785538407e-14,2.54021785538407e-12
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001012116,ADA - 012116,001,012116,5.303451059220997,3,3.064987703103007e-07,3.064987703103007e-05
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16001012214,ADA - 012214,001,012214,8.579435559768361e-07,2,4.958255331598588e-14,4.958255331598588e-12
16001001013,001013,Voting District 001013,714639.8706646541,16001001013,16001011707,ADA - 011707,001,011707,2.3015084391888804e-08,1,3.220515022550242e-14,3.220515022550242e-12
16001001013,001013,Voting District 001013,714639.8706646541,16001001013,16001011714,ADA - 011714,001,011714,471207.22329032025,22,0.6593631878558243,65.93631878558243
16001001013,001013,Voting District 001013,714639.8706646541,16001001013,16001011715,ADA - 011715,001,011715,243432.64737412913,17,0.3406368121438893,34.06368121438893
16001001014,001014,Voting District 001014,997042.776351764,16001001014,16001011709,ADA - 011709,001,011709,1.467973435382219e-08,2,1.4723274368965562e-14,1.4723274368965562e-12
16001001014,001014,Voting District 001014,997042.776351764,16001001014,16001011715,ADA - 011715,001,011715,996977.0067994498,41,0.9999340353755384,99.99340353755383
16001001014,001014,Voting District 001014,997042.776351764,16001001014,16001011807,ADA - 011807,001,011807,65.76955236131936,5,6.596462450886398e-05,0.0065964624508863985
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011508,ADA - 011508,001,011508,0.001963960219626415,1,1.0948571689118955e-09,1.0948571689118955e-07
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011510,ADA - 011510,001,011510,5.953928404822236,2,3.3191615247928903e-06,0.00033191615247928904
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011511,ADA - 011511,001,011511,1302855.2423711563,28,0.7263081949978822,72.63081949978823
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011513,ADA - 011513,001,011513,4.647536115953699e-07,1,2.590881517598543e-13,2.5908815175985433e-11
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011609,ADA - 011609,001,011609,0.0001176995350572197,1,6.561445514385547e-11,6.561445514385547e-09
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011610,ADA - 011610,001,011610,490943.7611980129,11,0.27368848467941986,27.368848467941987
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16001011701,ADA - 011701,001,011701,9.75781955236954e-19,1,5.439732731395475e-25,5.439732731395474e-23
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16001011509,ADA - 011509,001,011509,0.21070533695927907,1,5.73111238672726e-08,5.73111238672726e-06
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16001011510,ADA - 011510,001,011510,815753.4349837623,19,0.22188211666675894,22.188211666675894
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16001011511,ADA - 011511,001,011511,1.8681480304941428e-07,2,5.081298116276129e-14,5.081298116276129e-12
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16001011512,ADA - 011512,001,011512,4.595810920364657,1,1.2500446962028585e-06,0.00012500446962028584
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16001011513,ADA - 011513,001,011513,873385.8082245191,10,0.23755792312345173,23.75579231234517
