source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,district_num,CD119FP,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16005005037,005037,poc 37 Voting District,34413667.81688476,16005005037,1602,Congressional District 2,2,02,34413667.81688304,25,0.99999999999995,99.999999999995
16005005038,005038,poc 38 Voting District,38885298.374051355,16005005038,1602,Congressional District 2,2,02,38885298.37405202,53,1.000000000000017,100.0000000000017
16005005040,005040,poc 40 Voting District,209196165.92163914,16005005040,1602,Congressional District 2,2,02,209196165.92163596,65,0.9999999999999848,99.99999999999848
16005005041,005041,arimo 41 Voting District,442294246.5828503,16005005041,1602,Congressional District 2,2,02,442294246.58285415,185,1.0000000000000087,100.00000000000087
16005005042,005042,downey 42 Voting District,629269261.2987028,16005005042,1602,Congressional District 2,2,02,629269261.2986994,278,0.9999999999999946,99.99999999999946
16005005043,005043,inkom 43 Voting District,266295413.9427403,16005005043,1602,Congressional District 2,2,02,266295413.94273806,152,0.9999999999999916,99.99999999999916
16005005044,005044,lava hot springs 44 Voting District,335427263.02830833,16005005044,1602,Congressional District 2,2,02,335427263.02829814,184,0.9999999999999696,99.99999999999696
16005005045,005045,mccammon 45 Voting District,331578304.03681827,16005005045,1602,Congressional District 2,2,02,331578304.0368158,144,0.9999999999999927,99.99999999999926
16005005046,005046,poc 46 Voting District,71644815.3480238,16005005046,1602,Congressional District 2,2,02,71644815.34802261,48,0.9999999999999833,99.99999999999834
16005005047,005047,poc 47 Voting District,1381716.3626162196,16005005047,1602,Congressional District 2,2,02,1381716.3626162768,18,1.0000000000000415,100.00000000000415
16005005048,005048,poc 48 Voting District,664429.2016169404,16005005048,1602,Congressional District 2,2,02,664429.2016171236,25,1.0000000000002756,100.00000000002755
16005005049,005049,poc 49 Voting District,973780.8314262102,16005005049,1602,Congressional District 2,2,02,973780.8314261966,27,0.999999999999986,99.99999999999861
16005005050,005050,chubbock 50 Voting District,2113210.694781711,16005005050,1602,Congressional District 2,2,02,2113210.694782044,23,1.0000000000001577,100.00000000001576
16005005051,005051,chubbock 51 Voting District,9325235.083992083,16005005051,1602,Congressional District 2,2,02,9325235.083991433,31,0.9999999999999303,99.99999999999302
16005005052,005052,chubbock 52 Voting District,622582.4260373854,16005005052,1602,Congressional District 2,2,02,622582.4260374719,17,1.000000000000139,100.0000000000139
16005005053,005053,chubbock 53 Voting District,1309255.5902296412,16005005053,1602,Congressional District 2,2,02,1309255.5902294018,11,0.9999999999998171,99.99999999998171
16005005054,005054,chubbock 54 Voting District,6379645.466274143,16005005054,1602,Congressional District 2,2,02,6379645.466273119,52,0.9999999999998395,99.99999999998394
16005005055,005055,chubbock 55 Voting District,23116271.07118983,16005005055,1602,Congressional District 2,2,02,23116271.07119117,26,1.000000000000058,100.0000000000058
16005005056,005056,chubbock 56 Voting District,32979283.561780028,16005005056,1602,Congressional District 2,2,02,32979283.56177953,65,0.9999999999999849,99.9999999999985
16005005057,005057,chubbock 57 Voting District,450241286.8173755,16005005057,1602,Congressional District 2,2,02,450241286.8173767,219,1.0000000000000027,100.00000000000027
16007007001,007001,montpelier 1 Voting District,15346577.758712469,16007007001,1602,Congressional District 2,2,02,15346577.758713359,16,1.000000000000058,100.0000000000058
16007007002,007002,montpelier 2 Voting District,60264719.89062275,16007007002,1602,Congressional District 2,2,02,60264719.890623316,42,1.0000000000000093,100.00000000000094
16007007003,007003,montpelier 3 Voting District,17085283.719137974,16007007003,1602,Congressional District 2,2,02,17085283.71913808,42,1.000000000000006,100.0000000000006
16007007004,007004,montpelier 4 Voting District,26372198.30522134,16007007004,1602,Congressional District 2,2,02,26372198.305218708,61,0.9999999999999001,99.99999999999001
16007007005,007005,georgetown Voting District,500387906.4162953,16007007005,1602,Congressional District 2,2,02,500387906.41629905,190,1.0000000000000075,100.00000000000075
16007007006,007006,bennington Voting District,288199569.4504918,16007007006,1602,Congressional District 2,2,02,288199569.45048976,84,0.999999999999993,99.9999999999993
16007007007,007007,bailey creek Voting District,10108921.815682538,16007007007,1602,Congressional District 2,2,02,10108921.815681377,9,0.9999999999998852,99.99999999998852
16007007008,007008,paris Voting District,198430586.06410712,16007007008,1602,Congressional District 2,2,02,198430586.06410462,89,0.9999999999999873,99.99999999999874
16007007009,007009,bern Voting District,77592049.23830037,16007007009,1602,Congressional District 2,2,02,77592049.23830114,36,1.00000000000001,100.000000000001
16007007010,007010,dingle Voting District,216281202.277741,16007007010,1602,Congressional District 2,2,02,216281202.27773955,65,0.9999999999999933,99.99999999999933
16007007011,007011,pegram Voting District,309853701.1713582,16007007011,1602,Congressional District 2,2,02,309735566.07930255,22,0.9996187391287918,99.96187391287918
16007007012,007012,fish haven Voting District,70157072.91689047,16007007012,1602,Congressional District 2,2,02,70149809.5793209,32,0.9998964703447907,99.98964703447906
16007007013,007013,st charles Voting District,333537559.8930563,16007007013,1602,Congressional District 2,2,02,333518294.9848404,86,0.9999422406633243,99.99422406633242
16007007014,007014,bloomington Voting District,75688787.1437844,16007007014,1602,Congressional District 2,2,02,75688787.1437868,59,1.0000000000000318,100.00000000000317
16007007015,007015,liberty Voting District,193715711.04562733,16007007015,1602,Congressional District 2,2,02,193715711.04562783,73,1.0000000000000027,100.00000000000027
16007007016,007016,geneva Voting District,324964077.64227074,16007007016,1602,Congressional District 2,2,02,324835205.58161396,99,0.9996034267492216,99.96034267492216
16009009001,009001,benewah Voting District,234603034.78811917,16009009001,1601,Congressional District 1,1,01,234603034.78812644,124,1.000000000000031,100.00000000000311
16009009002,009002,center Voting District,57392293.38122942,16009009002,1601,Congressional District 1,1,01,57392293.38122336,47,0.9999999999998943,99.99999999998943
16009009003,009003,college Voting District,56369886.91982617,16009009003,1601,Congressional District 1,1,01,56369886.91982492,83,0.9999999999999778,99.99999999999778
16009009004,009004,emida Voting District,199940881.3993644,16009009004,1601,Congressional District 1,1,01,199940881.3993612,120,0.9999999999999839,99.9999999999984
16009009005,009005,fernwood Voting District,212290525.48487258,16009009005,1601,Congressional District 1,1,01,212290525.48486975,79,0.9999999999999867,99.99999999999866
16009009006,009006,santa Voting District,145267853.9796215,16009009006,1601,Congressional District 1,1,01,145267853.97962412,80,1.000000000000018,100.0000000000018
16009009007,009007,st joe Voting District,135001005.43303323,16009009007,1601,Congressional District 1,1,01,135001005.43303147,121,0.999999999999987,99.9999999999987
16009009008,009008,st maries Voting District,227816200.63030526,16009009008,1601,Congressional District 1,1,01,227816200.63030294,154,0.9999999999999898,99.99999999999898
16009009009,009009,townsite Voting District,68423866.28916879,16009009009,1601,Congressional District 1,1,01,68423866.28916728,101,0.999999999999978,99.9999999999978
16009009010,009010,plummer Voting District,317149415.35865265,16009009010,1601,Congressional District 1,1,01,317062037.0004791,204,0.9997244883517293,99.97244883517294
16009009011,009011,tensed Voting District,376143494.3360481,16009009011,1601,Congressional District 1,1,01,376040270.513293,141,0.9997255732870316,99.97255732870316
16011011001,011001,blackfoot 1 Voting District,38391125.22324251,16011011001,1602,Congressional District 2,2,02,38391125.22324355,67,1.000000000000027,100.00000000000271
16011011002,011002,blackfoot 2 Voting District,15032251.331424892,16011011002,1602,Congressional District 2,2,02,15032251.331424722,30,0.9999999999999887,99.99999999999886
16011011003,011003,blackfoot 3 Voting District,5794110.710085407,16011011003,1602,Congressional District 2,2,02,5794110.710085689,83,1.0000000000000486,100.00000000000486
16011011004,011004,blackfoot 4 Voting District,24938734.055596154,16011011004,1602,Congressional District 2,2,02,24938734.055597782,97,1.0000000000000653,100.00000000000652
16011011005,011005,blackfoot 5 Voting District,9435986.279803857,16011011005,1602,Congressional District 2,2,02,9435986.279801954,132,0.9999999999997983,99.99999999997982
16011011006,011006,blackfoot 6 Voting District,5887502.953878543,16011011006,1602,Congressional District 2,2,02,5887502.953877695,28,0.9999999999998559,99.99999999998559
16011011007,011007,firth 7 Voting District,1190642568.1746593,16011011007,1602,Congressional District 2,2,02,1190642568.1746674,481,1.0000000000000069,100.00000000000068
16011011008,011008,firth 8 Voting District,62091755.4350743,16011011008,1602,Congressional District 2,2,02,62091755.43507091,112,0.9999999999999454,99.99999999999454
16011011009,011009,groveland 9 Voting District,25518271.16667902,16011011009,1602,Congressional District 2,2,02,25518271.16667999,66,1.000000000000038,100.0000000000038
16011011010,011010,jameston 10 Voting District,37033980.15311755,16011011010,1602,Congressional District 2,2,02,37033980.153116025,46,0.9999999999999588,99.99999999999588
16011011011,011011,moreland 11 Voting District,1032239475.4078627,16011011011,1602,Congressional District 2,2,02,1032239475.4078586,236,0.9999999999999961,99.99999999999962
16011011012,011012,rockford 12 Voting District,96472734.79251583,16011011012,1602,Congressional District 2,2,02,96472734.79251458,71,0.999999999999987,99.9999999999987
16011011013,011013,shelley 13 Voting District,11022238.904182417,16011011013,1602,Congressional District 2,2,02,11022238.904180704,53,0.9999999999998446,99.99999999998445
16011011014,011014,shelley 14 Voting District,25025311.727214247,16011011014,1602,Congressional District 2,2,02,25025311.727214277,107,1.000000000000001,100.00000000000011
16011011015,011015,aberdeen 15 Voting District,373381474.5734152,16011011015,1602,Congressional District 2,2,02,373381474.57342,347,1.0000000000000129,100.0000000000013
16011011016,011016,sterling 16 Voting District,454553205.0604338,16011011016,1602,Congressional District 2,2,02,454553205.0604356,180,1.000000000000004,100.0000000000004
16011011017,011017,riverside 17 Voting District,34905761.992878295,16011011017,1602,Congressional District 2,2,02,34905761.99287915,62,1.0000000000000246,100.00000000000246
16011011018,011018,pingree 18 Voting District,737792180.1434745,16011011018,1602,Congressional District 2,2,02,737792180.1434741,140,0.9999999999999996,99.99999999999996
16011011019,011019,wapello 19 Voting District,43578065.05663748,16011011019,1602,Congressional District 2,2,02,43578065.056634955,56,0.999999999999942,99.9999999999942
16011011020,011020,ft hall 20 Voting District,909877603.8065991,16011011020,1602,Congressional District 2,2,02,909877603.8065971,473,0.9999999999999978,99.99999999999977
16011011021,011021,shelley 21 Voting District,197420527.4408286,16011011021,1602,Congressional District 2,2,02,197420527.44083136,75,1.000000000000014,100.00000000000139
16011011022,011022,groveland 22 Voting District,160155046.64111367,16011011022,1602,Congressional District 2,2,02,160155046.6411152,83,1.0000000000000095,100.00000000000095
16013013001,013001,Voting District 013001,761268909.8230733,16013013001,1602,Congressional District 2,2,02,761268909.8230734,218,1.0000000000000002,100.00000000000003
16013013002,013002,Voting District 013002,1833777.0815929475,16013013002,1602,Congressional District 2,2,02,1833777.0815928346,37,0.9999999999999384,99.99999999999383
16013013003,013003,Voting District 013003,2865823.6307927486,16013013003,1602,Congressional District 2,2,02,2865823.6307925424,49,0.9999999999999281,99.99999999999281
16013013004,013004,Voting District 013004,279747511.09307075,16013013004,1602,Congressional District 2,2,02,279747511.0930698,87,0.9999999999999966,99.99999999999966
16013013005,013005,Voting District 013005,683611141.1753198,16013013005,1602,Congressional District 2,2,02,683611141.1753243,161,1.0000000000000067,100.00000000000067
16013013006,013006,Voting District 013006,311282565.6832388,16013013006,1602,Congressional District 2,2,02,311282565.6832401,180,1.0000000000000042,100.00000000000043
16013013007,013007,Voting District 013007,8609784.331250014,16013013007,1602,Congressional District 2,2,02,8609784.331249785,104,0.9999999999999734,99.99999999999733
16013013008,013008,Voting District 013008,50024692.73380534,16013013008,1602,Congressional District 2,2,02,50024692.73380613,55,1.0000000000000158,100.00000000000158
16013013009,013009,Voting District 013009,688170745.4507262,16013013009,1602,Congressional District 2,2,02,688170745.4507233,182,0.9999999999999959,99.99999999999959
16013013010,013010,Voting District 013010,308526026.6400166,16013013010,1602,Congressional District 2,2,02,308526026.6400138,159,0.9999999999999909,99.99999999999909
16013013011,013011,Voting District 013011,714972158.8788679,16013013011,1602,Congressional District 2,2,02,714972158.8788681,316,1.0000000000000004,100.00000000000004
16013013012,013012,Voting District 013012,2928739672.411363,16013013012,1602,Congressional District 2,2,02,2928739672.4113345,400,0.9999999999999902,99.99999999999902
16013013013,013013,Voting District 013013,25727127.885715555,16013013013,1602,Congressional District 2,2,02,25727127.8857122,64,0.9999999999998695,99.99999999998695
16013013014,013014,Voting District 013014,125816194.8499291,16013013014,1602,Congressional District 2,2,02,125816194.84992892,92,0.9999999999999986,99.99999999999986
16015015030,015030,garden valley Voting District,793889155.9229627,16015015030,1601,Congressional District 1,1,01,793889155.9229599,315,0.9999999999999966,99.99999999999966
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,1601,Congressional District 1,1,01,858076575.9007086,317,0.9995660711235369,99.9566071123537
16015015040,015040,horseshoe bend Voting District,858449081.7462515,16015015040,1602,Congressional District 2,2,02,372505.84555214917,11,0.0004339288764738384,0.04339288764738384
16015015050,015050,idaho city Voting District,569204770.4232777,16015015050,1601,Congressional District 1,1,01,569138930.6271986,244,0.999884330210321,99.9884330210321
16015015050,015050,idaho city Voting District,569204770.4232777,16015015050,1602,Congressional District 2,2,02,65839.796082345,10,0.00011566978968462361,0.011566978968462361
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,1601,Congressional District 1,1,01,1770186315.00409,335,0.9993925251145305,99.93925251145305
16015015060,015060,lowman Voting District,1771262312.3744361,16015015060,1602,Congressional District 2,2,02,1075997.3703442847,16,0.0006074748854684738,0.06074748854684738
16015015070,015070,mores creek Voting District,575741212.7666844,16015015070,1601,Congressional District 1,1,01,575460665.9552711,282,0.9995127206369939,99.95127206369939
16015015070,015070,mores creek Voting District,575741212.7666844,16015015070,1602,Congressional District 2,2,02,280546.8114125803,17,0.0004872793630048335,0.04872793630048335
16015015080,015080,placerville Voting District,369713546.62332964,16015015080,1601,Congressional District 1,1,01,369713546.62332964,168,1.0,100.0
16017017001,017001,Voting District 017001,53989764.92033843,16017017001,1601,Congressional District 1,1,01,53989764.92033955,81,1.0000000000000207,100.00000000000206
16017017002,017002,Voting District 017002,195865596.28336054,16017017002,1601,Congressional District 1,1,01,195865596.28335688,104,0.9999999999999812,99.99999999999812
16017017003,017003,Voting District 017003,126703157.2708959,16017017003,1601,Congressional District 1,1,01,126703157.27089278,79,0.9999999999999755,99.99999999999754
16017017004,017004,Voting District 017004,162785532.4867318,16017017004,1601,Congressional District 1,1,01,162785532.4867321,78,1.0000000000000018,100.00000000000017
16017017005,017005,Voting District 017005,696187672.1597775,16017017005,1601,Congressional District 1,1,01,696047063.6258483,206,0.9997980307041447,99.97980307041448
16017017006,017006,Voting District 017006,75257317.11519739,16017017006,1601,Congressional District 1,1,01,75257317.11519727,42,0.9999999999999984,99.99999999999984
16017017007,017007,Voting District 017007,400363155.6985103,16017017007,1601,Congressional District 1,1,01,400363155.6984993,201,0.9999999999999726,99.99999999999726
16017017009,017009,Voting District 017009,19558724.35305672,16017017009,1601,Congressional District 1,1,01,19558724.353054613,37,0.9999999999998922,99.99999999998921
16017017010,017010,Voting District 017010,40562181.413025394,16017017010,1601,Congressional District 1,1,01,40562181.41302496,118,0.9999999999999893,99.99999999999893
16017017011,017011,Voting District 017011,297887532.6573984,16017017011,1601,Congressional District 1,1,01,297887532.65739435,115,0.9999999999999863,99.99999999999864
16017017012,017012,Voting District 017012,106864506.43519732,16017017012,1601,Congressional District 1,1,01,106864506.43519647,41,0.999999999999992,99.9999999999992
16017017014,017014,Voting District 017014,128663233.02613002,16017017014,1601,Congressional District 1,1,01,128663233.02612837,53,0.9999999999999871,99.9999999999987
16017017015,017015,Voting District 017015,399297575.09487754,16017017015,1601,Congressional District 1,1,01,399297454.896827,126,0.9999996989762572,99.99996989762572
16017017016,017016,Voting District 017016,626067.8992460559,16017017016,1601,Congressional District 1,1,01,626067.8992456698,7,0.9999999999993834,99.99999999993834
16017017017,017017,Voting District 017017,47354062.39182409,16017017017,1601,Congressional District 1,1,01,47354062.39182498,133,1.0000000000000189,100.00000000000189
16017017018,017018,Voting District 017018,83229710.13155898,16017017018,1601,Congressional District 1,1,01,83229710.13155651,53,0.9999999999999702,99.99999999999703
16017017020,017020,Voting District 017020,493809777.41133446,16017017020,1601,Congressional District 1,1,01,493809736.86882913,345,0.9999999178985367,99.99999178985367
16017017021,017021,Voting District 017021,870052.8222517166,16017017021,1601,Congressional District 1,1,01,870052.8222523896,22,1.0000000000007736,100.00000000007736
16017017025,017025,Voting District 017025,116126188.61796932,16017017025,1601,Congressional District 1,1,01,116110694.36015081,124,0.9998665739571504,99.98665739571504
16017017026,017026,Voting District 017026,11960986.95949642,16017017026,1601,Congressional District 1,1,01,11960934.308533767,28,0.9999955981088491,99.9995598108849
16017017027,017027,Voting District 017027,68019220.64537548,16017017027,1601,Congressional District 1,1,01,68019220.64537646,23,1.0000000000000144,100.00000000000145
16017017028,017028,Voting District 017028,444725577.6574283,16017017028,1601,Congressional District 1,1,01,444725577.6574363,347,1.000000000000018,100.0000000000018
16017017029,017029,Voting District 017029,6915727.773418125,16017017029,1601,Congressional District 1,1,01,6915727.773418061,184,0.9999999999999909,99.99999999999909
16017017030,017030,Voting District 017030,250313584.49959454,16017017030,1601,Congressional District 1,1,01,250313584.4995928,69,0.9999999999999931,99.99999999999932
16017017031,017031,Voting District 017031,139420893.13384876,16017017031,1601,Congressional District 1,1,01,139404584.01043484,106,0.9998830223860475,99.98830223860476
16017017032,017032,Voting District 017032,5739155.758183034,16017017032,1601,Congressional District 1,1,01,5739155.758182848,37,0.9999999999999676,99.99999999999676
16017017033,017033,Voting District 017033,226452349.27498794,16017017033,1601,Congressional District 1,1,01,226452331.9569745,112,0.9999999235246908,99.99999235246908
16017017034,017034,Voting District 017034,87672720.12397617,16017017034,1601,Congressional District 1,1,01,87672720.12397917,55,1.0000000000000342,100.00000000000342
16017017035,017035,Voting District 017035,79605072.50139448,16017017035,1601,Congressional District 1,1,01,79605062.21753275,62,0.9999998708139896,99.99998708139896
16017017036,017036,Voting District 017036,204674013.04652545,16017017036,1601,Congressional District 1,1,01,204674013.04652807,154,1.0000000000000129,100.0000000000013
16019019001,019001,Voting District 019001,3683933.8796306583,16019019001,1602,Congressional District 2,2,02,3683933.8796298653,27,0.9999999999997847,99.99999999997847
16019019002,019002,Voting District 019002,1444208.8417673884,16019019002,1602,Congressional District 2,2,02,1444208.84176776,33,1.0000000000002573,100.00000000002574
16019019003,019003,Voting District 019003,2050726.3569264037,16019019003,1602,Congressional District 2,2,02,2050726.3569274754,33,1.0000000000005227,100.00000000005227
16019019004,019004,Voting District 019004,1617262.4087834908,16019019004,1602,Congressional District 2,2,02,1617262.408782581,32,0.9999999999994376,99.99999999994375
16019019005,019005,Voting District 019005,2346374.5159498416,16019019005,1602,Congressional District 2,2,02,2346374.515950054,72,1.0000000000000906,100.00000000000907
16019019006,019006,Voting District 019006,2537470.933249231,16019019006,1602,Congressional District 2,2,02,2537470.9332497185,69,1.000000000000192,100.00000000001921
16019019007,019007,Voting District 019007,640326.3682700123,16019019007,1602,Congressional District 2,2,02,640326.3682699223,34,0.9999999999998594,99.99999999998595
16019019008,019008,Voting District 019008,2174058.184569432,16019019008,1602,Congressional District 2,2,02,2174058.1845695735,104,1.000000000000065,100.00000000000651
16019019009,019009,Voting District 019009,3423354.1866184776,16019019009,1602,Congressional District 2,2,02,3423354.186617648,88,0.9999999999997577,99.99999999997577
16019019010,019010,Voting District 019010,703639.9613064993,16019019010,1602,Congressional District 2,2,02,703639.9613065148,32,1.000000000000022,100.0000000000022
16019019011,019011,Voting District 019011,611293.7310699451,16019019011,1602,Congressional District 2,2,02,611293.7310701283,25,1.0000000000002995,100.00000000002996
16019019012,019012,Voting District 019012,630902.5551271071,16019019012,1602,Congressional District 2,2,02,630902.5551274109,36,1.0000000000004816,100.00000000004816
16019019013,019013,Voting District 019013,7609394.486361611,16019019013,1602,Congressional District 2,2,02,7609394.486360967,136,0.9999999999999154,99.99999999999154
16019019014,019014,Voting District 019014,2251875.047833256,16019019014,1602,Congressional District 2,2,02,2251875.047833045,61,0.9999999999999063,99.99999999999064
16019019015,019015,Voting District 019015,895585.7188018379,16019019015,1602,Congressional District 2,2,02,895585.7188017401,43,0.9999999999998909,99.99999999998909
16019019016,019016,Voting District 019016,1515514.7819082872,16019019016,1602,Congressional District 2,2,02,1515514.7819082914,34,1.0000000000000027,100.00000000000027
16019019017,019017,Voting District 019017,613132.4622639109,16019019017,1602,Congressional District 2,2,02,613132.4622637533,23,0.9999999999997429,99.99999999997429
16019019018,019018,Voting District 019018,467217.707542934,16019019018,1602,Congressional District 2,2,02,467217.7075430302,28,1.0000000000002058,100.00000000002058
16019019019,019019,Voting District 019019,810384.3403914339,16019019019,1602,Congressional District 2,2,02,810384.340391579,31,1.000000000000179,100.00000000001789
16019019020,019020,Voting District 019020,1283350.7306996903,16019019020,1602,Congressional District 2,2,02,1283350.730699986,24,1.0000000000002305,100.00000000002305
16019019021,019021,Voting District 019021,3116644.3549991082,16019019021,1602,Congressional District 2,2,02,3116644.3549992796,47,1.000000000000055,100.00000000000551
16019019022,019022,Voting District 019022,627311.1360636982,16019019022,1602,Congressional District 2,2,02,627311.1360630435,31,0.9999999999989563,99.99999999989562
16019019023,019023,Voting District 019023,611944.7498173881,16019019023,1602,Congressional District 2,2,02,611944.7498180704,22,1.0000000000011149,100.00000000011148
16019019024,019024,Voting District 019024,1393195.545306391,16019019024,1602,Congressional District 2,2,02,1393195.5453057073,36,0.9999999999995092,99.99999999995092
16019019025,019025,Voting District 019025,1130591.194208616,16019019025,1602,Congressional District 2,2,02,1130591.194209067,23,1.0000000000003988,100.00000000003988
16019019026,019026,Voting District 019026,1944695.8847409652,16019019026,1602,Congressional District 2,2,02,1944695.8847409321,35,0.999999999999983,99.9999999999983
16019019027,019027,Voting District 019027,1409452.1255880196,16019019027,1602,Congressional District 2,2,02,1409452.1255885006,27,1.0000000000003413,100.00000000003413
16019019036,019036,Voting District 019036,395969247.97366565,16019019036,1602,Congressional District 2,2,02,395969247.97366184,132,0.9999999999999903,99.99999999999903
16019019037,019037,Voting District 019037,390060533.13918716,16019019037,1602,Congressional District 2,2,02,390060533.13918626,93,0.9999999999999977,99.99999999999977
16019019038,019038,Voting District 019038,27387096.2069057,16019019038,1602,Congressional District 2,2,02,27387096.206903413,47,0.9999999999999165,99.99999999999164
16019019039,019039,Voting District 019039,37996058.301483706,16019019039,1602,Congressional District 2,2,02,37996058.30148116,39,0.9999999999999329,99.99999999999329
16019019040,019040,Voting District 019040,23700050.565841835,16019019040,1602,Congressional District 2,2,02,23700050.56584118,94,0.9999999999999724,99.99999999999723
16019019041,019041,Voting District 019041,45215576.87371099,16019019041,1602,Congressional District 2,2,02,45215576.873710185,126,0.9999999999999822,99.99999999999822
16019019042,019042,Voting District 019042,39976083.70308334,16019019042,1602,Congressional District 2,2,02,39976083.703085,52,1.0000000000000415,100.00000000000415
16019019043,019043,Voting District 019043,23373516.89812153,16019019043,1602,Congressional District 2,2,02,23373516.898123052,65,1.0000000000000653,100.00000000000652
16019019044,019044,Voting District 019044,28272290.62489807,16019019044,1602,Congressional District 2,2,02,28272290.624895338,28,0.9999999999999034,99.99999999999034
16019019045,019045,Voting District 019045,12835434.639256923,16019019045,1602,Congressional District 2,2,02,12835434.639257606,36,1.0000000000000533,100.00000000000533
16019019046,019046,Voting District 019046,3758143.236847388,16019019046,1602,Congressional District 2,2,02,3758143.236846823,30,0.9999999999998496,99.99999999998495
16019019047,019047,Voting District 019047,1304986.783855609,16019019047,1602,Congressional District 2,2,02,1304986.783855357,18,0.9999999999998069,99.99999999998069
16019019048,019048,Voting District 019048,3487251.416447338,16019019048,1602,Congressional District 2,2,02,3487251.4164471147,22,0.9999999999999359,99.99999999999359
16019019049,019049,Voting District 019049,4256314.902071261,16019019049,1602,Congressional District 2,2,02,4256314.902071597,38,1.000000000000079,100.0000000000079
16019019050,019050,Voting District 019050,5640781.171288344,16019019050,1602,Congressional District 2,2,02,5640781.171288208,39,0.9999999999999759,99.99999999999758
16019019051,019051,Voting District 019051,657700105.8372343,16019019051,1602,Congressional District 2,2,02,657700105.8372288,180,0.9999999999999917,99.99999999999916
16019019052,019052,Voting District 019052,72176694.31774153,16019019052,1602,Congressional District 2,2,02,72176694.31774108,41,0.9999999999999938,99.99999999999937
16019019053,019053,Voting District 019053,78110446.17192765,16019019053,1602,Congressional District 2,2,02,78110446.17193232,67,1.00000000000006,100.000000000006
16019019054,019054,Voting District 019054,458029991.6587894,16019019054,1602,Congressional District 2,2,02,458029991.65879065,128,1.0000000000000027,100.00000000000027
16019019055,019055,Voting District 019055,1683926305.6244552,16019019055,1602,Congressional District 2,2,02,1683731421.2884538,342,0.999884267895008,99.98842678950079
16019019056,019056,Voting District 019056,623612670.064184,16019019056,1602,Congressional District 2,2,02,623612670.0641856,126,1.0000000000000027,100.00000000000027
16019019057,019057,Voting District 019057,258063253.08917955,16019019057,1602,Congressional District 2,2,02,258038470.90836903,52,0.9999039685793547,99.99039685793547
16021021001,021001,bonners ferry Voting District,189585837.31500086,16021021001,1601,Congressional District 1,1,01,189585837.31500274,169,1.00000000000001,100.000000000001
16021021002,021002,copeland Voting District,1821167480.7425842,16021021002,1601,Congressional District 1,1,01,1820223735.829684,551,0.99948179125595,99.948179125595
16021021003,021003,kootenai Voting District,296406008.0766901,16021021003,1601,Congressional District 1,1,01,296406008.0767004,132,1.0000000000000349,100.00000000000348
16021021004,021004,moyie Voting District,253317715.56512854,16021021004,1601,Congressional District 1,1,01,253311452.70456356,163,0.9999752766578089,99.9975276657809
16021021005,021005,naples Voting District,608462020.700902,16021021005,1601,Congressional District 1,1,01,608462020.7009044,302,1.000000000000004,100.0000000000004
16021021006,021006,north bonners ferry Voting District,102330215.00041191,16021021006,1601,Congressional District 1,1,01,102330215.00041385,81,1.0000000000000189,100.00000000000189
16021021007,021007,valley view Voting District,38386352.937288046,16021021007,1601,Congressional District 1,1,01,38386352.93728876,58,1.0000000000000187,100.00000000000186
16023023001,023001,howe Voting District,3021994564.2012396,16023023001,1602,Congressional District 2,2,02,3021994564.2012362,279,0.9999999999999989,99.99999999999989
16023023002,023002,moore Voting District,489569249.6720372,16023023002,1602,Congressional District 2,2,02,489569249.67203826,143,1.0000000000000022,100.00000000000023
16023023003,023003,arco 1 Voting District,495344358.19003105,16023023003,1602,Congressional District 2,2,02,495344358.19003654,82,1.000000000000011,100.00000000000111
16023023004,023004,arco 2 Voting District,1778425640.1473882,16023023004,1602,Congressional District 2,2,02,1778425640.1473897,91,1.0000000000000009,100.00000000000009
16025025001,025001,Voting District 025001,1377002368.4205377,16025025001,1602,Congressional District 2,2,02,1377002368.4205382,275,1.0000000000000004,100.00000000000004
16025025002,025002,Voting District 025002,1417465903.0387392,16025025002,1602,Congressional District 2,2,02,1417465903.0387392,321,1.0,100.0
16027027001,027001,Voting District 027001,78490131.17727664,16027027001,1601,Congressional District 1,1,01,78482715.56522128,166,0.9999055217268192,99.99055217268193
16027027003,027003,Voting District 027003,119767217.65243624,16027027003,1601,Congressional District 1,1,01,119767217.65243794,210,1.0000000000000142,100.00000000000142
16027027004,027004,Voting District 027004,872729.5191872339,16027027004,1601,Congressional District 1,1,01,872729.5191878508,61,1.0000000000007068,100.00000000007067
16027027005,027005,Voting District 027005,902395.091263231,16027027005,1601,Congressional District 1,1,01,902395.0912632134,54,0.9999999999999806,99.99999999999805
16027027006,027006,Voting District 027006,924766.4875465776,16027027006,1601,Congressional District 1,1,01,924766.4875470409,45,1.000000000000501,100.0000000000501
16027027007,027007,Voting District 027007,2852467.1742761284,16027027007,1601,Congressional District 1,1,01,2852467.17427482,104,0.9999999999995413,99.99999999995413
16027027008,027008,Voting District 027008,1758522.4201401544,16027027008,1601,Congressional District 1,1,01,1758522.4201405488,49,1.0000000000002243,100.00000000002242
16027027009,027009,Voting District 027009,2574433.963815353,16027027009,1601,Congressional District 1,1,01,2574433.963815372,66,1.0000000000000073,100.00000000000074
