source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,district_num,CD119FP,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16001001048,001048,Voting District 001048,1377405.832299223,16001001048,1602,Congressional District 2,2,02,1377405.8322995398,77,1.00000000000023,100.00000000002301
16001001049,001049,Voting District 001049,836735.1309911001,16001001049,1602,Congressional District 2,2,02,836735.1309908977,35,0.9999999999997581,99.99999999997581
16001001050,001050,Voting District 001050,1615989.0883663609,16001001050,1602,Congressional District 2,2,02,1615989.0883662954,26,0.9999999999999595,99.99999999999595
16001001051,001051,Voting District 001051,821255.5748717703,16001001051,1602,Congressional District 2,2,02,821255.5748719367,30,1.0000000000002025,100.00000000002025
16001001052,001052,Voting District 001052,100177337.1349186,16001001052,1601,Congressional District 1,1,01,100177337.13492018,66,1.0000000000000158,100.00000000000158
16001001053,001053,Voting District 001053,1449241.2032925647,16001001053,1602,Congressional District 2,2,02,1449241.203293196,41,1.0000000000004357,100.00000000004357
16001001054,001054,Voting District 001054,855979.6017401739,16001001054,1602,Congressional District 2,2,02,855979.6017414728,19,1.0000000000015175,100.00000000015174
16001001055,001055,Voting District 001055,576640.962414825,16001001055,1602,Congressional District 2,2,02,576640.9624152825,20,1.0000000000007934,100.00000000007934
16001001056,001056,Voting District 001056,865460.5865142326,16001001056,1602,Congressional District 2,2,02,865460.5865134513,26,0.9999999999990973,99.99999999990973
16001001057,001057,Voting District 001057,654454.3547514437,16001001057,1602,Congressional District 2,2,02,654454.3547510658,19,0.9999999999994226,99.99999999994226
16001001058,001058,Voting District 001058,661837.6945503589,16001001058,1602,Congressional District 2,2,02,661837.6945508906,14,1.0000000000008034,100.00000000008033
16001001059,001059,Voting District 001059,616326.8464451891,16001001059,1602,Congressional District 2,2,02,616326.8464442767,20,0.9999999999985197,99.99999999985198
16001001060,001060,Voting District 001060,541342.7861273786,16001001060,1602,Congressional District 2,2,02,541342.7861280319,18,1.0000000000012068,100.00000000012068
16001001061,001061,Voting District 001061,891681.0850772896,16001001061,1602,Congressional District 2,2,02,891681.0850773293,18,1.0000000000000446,100.00000000000446
16001001062,001062,Voting District 001062,1161465.4580395964,16001001062,1602,Congressional District 2,2,02,1161465.4580397564,39,1.0000000000001377,100.00000000001377
16001001063,001063,Voting District 001063,1292894.0991805983,16001001063,1602,Congressional District 2,2,02,1292894.0991805599,27,0.9999999999999702,99.99999999999703
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,1601,Congressional District 1,1,01,7243.269910108893,4,6.112438970514063e-05,0.006112438970514063
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,1602,Congressional District 2,2,02,118493243.11612922,90,0.9999388756103068,99.99388756103068
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,1601,Congressional District 1,1,01,65206.60148522884,3,0.014881885340616066,1.4881885340616066
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,1602,Congressional District 2,2,02,4316402.3138353545,62,0.9851181146592797,98.51181146592796
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,1601,Congressional District 1,1,01,2622899.4433229566,14,0.3318749699960259,33.18749699960259
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,1602,Congressional District 2,2,02,5280376.4299808135,37,0.6681250300039921,66.81250300039922
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,1601,Congressional District 1,1,01,75507612.19804692,68,0.44443124480854257,44.44312448085426
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,1602,Congressional District 2,2,02,94389561.05442008,67,0.5555687551914523,55.55687551914523
16001001068,001068,Voting District 001068,24618739.869107082,16001001068,1601,Congressional District 1,1,01,24618738.4062368,143,0.9999999405789943,99.99999405789943
16001001068,001068,Voting District 001068,24618739.869107082,16001001068,1602,Congressional District 2,2,02,1.4628705037678802,3,5.942101470447595e-08,5.942101470447595e-06
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,1601,Congressional District 1,1,01,85817985.43104815,93,0.8822656057752513,88.22656057752512
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,1602,Congressional District 2,2,02,11452025.854995845,78,0.11773439422473687,11.773439422473688
16001001070,001070,Voting District 001070,123416860.00785252,16001001070,1601,Congressional District 1,1,01,123416860.00785369,125,1.0000000000000093,100.00000000000094
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,1601,Congressional District 1,1,01,5087957.794184238,110,0.9999999999999089,99.99999999999089
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,1602,Congressional District 2,2,02,7.7376671720798e-08,1,1.520780534171017e-14,1.520780534171017e-12
16001001072,001072,Voting District 001072,3449596.154760065,16001001072,1601,Congressional District 1,1,01,3449596.1547600897,24,1.000000000000007,100.00000000000071
16001001073,001073,Voting District 001073,2634011.921107413,16001001073,1601,Congressional District 1,1,01,2634011.921106709,68,0.9999999999997329,99.99999999997328
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,1601,Congressional District 1,1,01,54331800.76011249,53,0.999999999999978,99.9999999999978
16001001075,001075,Voting District 001075,1068660.7790433734,16001001075,1602,Congressional District 2,2,02,1068660.779042789,30,0.9999999999994531,99.99999999994532
16001001076,001076,Voting District 001076,963789.445468784,16001001076,1602,Congressional District 2,2,02,963789.4454692523,25,1.0000000000004858,100.00000000004859
16001001077,001077,Voting District 001077,4616088.324582446,16001001077,1601,Congressional District 1,1,01,4616088.324583543,68,1.0000000000002376,100.00000000002376
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,1601,Congressional District 1,1,01,8721449.103209587,40,0.9999999999999558,99.99999999999558
16001001079,001079,Voting District 001079,2332859.794431381,16001001079,1602,Congressional District 2,2,02,2332859.794431398,28,1.0000000000000073,100.00000000000074
16001001080,001080,Voting District 001080,1219591.6514598893,16001001080,1602,Congressional District 2,2,02,1219591.6514607812,39,1.0000000000007314,100.00000000007314
16001001081,001081,Voting District 001081,2269125.713889498,16001001081,1602,Congressional District 2,2,02,2269125.7138886275,43,0.9999999999996164,99.99999999996164
16001001082,001082,Voting District 001082,1991995.0262462548,16001001082,1602,Congressional District 2,2,02,1991995.0262450313,30,0.9999999999993858,99.99999999993858
16001001083,001083,Voting District 001083,5244615.484690985,16001001083,1601,Congressional District 1,1,01,5244615.484690086,70,0.9999999999998287,99.99999999998288
16001001084,001084,Voting District 001084,1889922.1734567003,16001001084,1602,Congressional District 2,2,02,1889922.173457284,44,1.0000000000003089,100.00000000003088
16001001085,001085,Voting District 001085,2211904.418987776,16001001085,1601,Congressional District 1,1,01,2211904.418986551,42,0.9999999999994461,99.9999999999446
16001001086,001086,Voting District 001086,2609961.802936506,16001001086,1602,Congressional District 2,2,02,2609961.8029373228,51,1.0000000000003129,100.00000000003129
16001001087,001087,Voting District 001087,3970389.752649309,16001001087,1602,Congressional District 2,2,02,3970389.7526485687,70,0.9999999999998135,99.99999999998136
16001001088,001088,Voting District 001088,3854189.493970965,16001001088,1601,Congressional District 1,1,01,3005077.5840129107,55,0.7796911876579229,77.96911876579229
16001001088,001088,Voting District 001088,3854189.493970965,16001001088,1602,Congressional District 2,2,02,849111.9099553598,9,0.22030881234137795,22.030881234137794
16001001089,001089,Voting District 001089,3719294.279677023,16001001089,1601,Congressional District 1,1,01,2619847.2903036135,44,0.7043936546293176,70.43936546293176
16001001089,001089,Voting District 001089,3719294.279677023,16001001089,1602,Congressional District 2,2,02,1099446.9893736667,14,0.29560634537075153,29.560634537075153
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,1601,Congressional District 1,1,01,23753243.209458746,71,1.0000000000000178,100.00000000000178
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,1601,Congressional District 1,1,01,51915437.12371504,147,1.0000000000000087,100.00000000000087
16001001092,001092,Voting District 001092,54895666.710813664,16001001092,1601,Congressional District 1,1,01,54895666.7108145,135,1.000000000000015,100.0000000000015
16001001093,001093,Voting District 001093,4910400.33255941,16001001093,1601,Congressional District 1,1,01,4910400.332559453,33,1.0000000000000089,100.00000000000088
16001001094,001094,Voting District 001094,3768139.0458333357,16001001094,1601,Congressional District 1,1,01,3768139.045832761,39,0.9999999999998475,99.99999999998475
16001001095,001095,Voting District 001095,2454628.9662189623,16001001095,1601,Congressional District 1,1,01,2454628.9662190927,77,1.000000000000053,100.0000000000053
16001001096,001096,Voting District 001096,3292114.0332835796,16001001096,1601,Congressional District 1,1,01,3292114.0332835224,65,0.9999999999999826,99.99999999999825
16001001097,001097,Voting District 001097,1309473.760763689,16001001097,1601,Congressional District 1,1,01,1309473.76076334,39,0.9999999999997334,99.99999999997334
16001001098,001098,Voting District 001098,2627699.531870038,16001001098,1601,Congressional District 1,1,01,2627699.5318700424,54,1.0000000000000018,100.00000000000017
16001001099,001099,Voting District 001099,2649074.225202262,16001001099,1601,Congressional District 1,1,01,2649074.2188696377,39,0.9999999976094953,99.99999976094954
16001001099,001099,Voting District 001099,2649074.225202262,16001001099,1602,Congressional District 2,2,02,0.0063333142684314225,1,2.3907651239737767e-09,2.3907651239737767e-07
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,1601,Congressional District 1,1,01,14861.47733776428,12,0.0019114491401511877,0.19114491401511877
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,1602,Congressional District 2,2,02,7760117.7390003,61,0.9980885508597458,99.80885508597459
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,1601,Congressional District 1,1,01,1.9228361468464512,2,4.2251828766289744e-07,4.2251828766289746e-05
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,1602,Congressional District 2,2,02,4550892.566209647,62,0.9999995774815532,99.99995774815532
16001001102,001102,Voting District 001102,5247095.787216916,16001001102,1601,Congressional District 1,1,01,1.7658112342884384e-07,3,3.3653116045457846e-14,3.3653116045457844e-12
16001001102,001102,Voting District 001102,5247095.787216916,16001001102,1602,Congressional District 2,2,02,5247095.787216297,82,0.9999999999998821,99.9999999999882
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,1601,Congressional District 1,1,01,5180569.205516755,53,0.9999877859397458,99.99877859397458
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,1602,Congressional District 2,2,02,63.27655834346119,6,1.2214060457368841e-05,0.001221406045736884
16001001104,001104,Voting District 001104,481945.98066590977,16001001104,1602,Congressional District 2,2,02,481945.9806657535,19,0.9999999999996757,99.99999999996757
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,1601,Congressional District 1,1,01,18287637.605651863,103,0.999578882793107,99.95788827931071
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,1602,Congressional District 2,2,02,7704.483358264058,9,0.00042111720681579863,0.04211172068157986
16001001106,001106,Voting District 001106,3866455.9536088104,16001001106,1602,Congressional District 2,2,02,3866455.9536090964,44,1.000000000000074,100.00000000000739
16001001107,001107,Voting District 001107,1966609.7156525566,16001001107,1602,Congressional District 2,2,02,1966609.715652103,40,0.9999999999997694,99.99999999997694
16001001108,001108,Voting District 001108,4103746.23163561,16001001108,1602,Congressional District 2,2,02,4103746.2316363817,18,1.000000000000188,100.0000000000188
16001001109,001109,Voting District 001109,5242800.531094732,16001001109,1601,Congressional District 1,1,01,5242800.53109414,25,0.9999999999998872,99.99999999998872
16001001110,001110,Voting District 001110,2126349.317682691,16001001110,1602,Congressional District 2,2,02,2126349.3176833233,37,1.0000000000002973,100.00000000002973
16001001111,001111,Voting District 001111,4544044.542022335,16001001111,1602,Congressional District 2,2,02,4544044.542024428,45,1.0000000000004605,100.00000000004606
16001001112,001112,Voting District 001112,8070719.925222658,16001001112,1601,Congressional District 1,1,01,8070719.925223393,39,1.0000000000000913,100.00000000000912
16001001113,001113,Voting District 001113,593651.828001216,16001001113,1602,Congressional District 2,2,02,593651.8280006725,20,0.9999999999990844,99.99999999990844
16001001114,001114,Voting District 001114,1179472.3118583856,16001001114,1602,Congressional District 2,2,02,1179472.3118582724,21,0.9999999999999041,99.99999999999041
16001001115,001115,Voting District 001115,3402343.620196872,16001001115,1602,Congressional District 2,2,02,3402343.6201969073,13,1.0000000000000104,100.00000000000104
16001001116,001116,Voting District 001116,1328714562.4933124,16001001116,1601,Congressional District 1,1,01,1328329721.3003738,1100,0.9997103657897627,99.97103657897627
16001001116,001116,Voting District 001116,1328714562.4933124,16001001116,1602,Congressional District 2,2,02,384841.1929397193,30,0.00028963421023817993,0.028963421023817992
16001001117,001117,Voting District 001117,2422559.650328153,16001001117,1602,Congressional District 2,2,02,2422559.6503278534,45,0.9999999999998764,99.99999999998764
16001001118,001118,Voting District 001118,1288635.5290788633,16001001118,1602,Congressional District 2,2,02,1288635.529080941,33,1.0000000000016125,100.00000000016125
16001001119,001119,Voting District 001119,1000648.394390592,16001001119,1602,Congressional District 2,2,02,1000648.3943914875,45,1.0000000000008948,100.00000000008949
16001001120,001120,Voting District 001120,1348893.621756656,16001001120,1602,Congressional District 2,2,02,1348893.6217576629,36,1.0000000000007463,100.00000000007464
16001001121,001121,Voting District 001121,1164700.5049920066,16001001121,1602,Congressional District 2,2,02,1164700.5049916792,32,0.9999999999997189,99.99999999997189
16001001122,001122,Voting District 001122,10160200.83948337,16001001122,1601,Congressional District 1,1,01,1.2924742198478119e-08,2,1.2720951487741774e-15,1.2720951487741774e-13
16001001122,001122,Voting District 001122,10160200.83948337,16001001122,1602,Congressional District 2,2,02,10160200.839484883,102,1.000000000000149,100.0000000000149
16001001123,001123,Voting District 001123,1326277.1045727078,16001001123,1602,Congressional District 2,2,02,1326277.1045724289,45,0.9999999999997897,99.99999999997897
16001001124,001124,Voting District 001124,773190.0706589239,16001001124,1602,Congressional District 2,2,02,773190.0706579402,19,0.9999999999987277,99.99999999987277
16001001125,001125,Voting District 001125,4089863.145131232,16001001125,1601,Congressional District 1,1,01,20994.04881548752,8,0.00513319103121576,0.5133191031215759
16001001125,001125,Voting District 001125,4089863.145131232,16001001125,1602,Congressional District 2,2,02,4068869.096316106,56,0.9948668089688726,99.48668089688726
16001001126,001126,Voting District 001126,1057750.7081703243,16001001126,1602,Congressional District 2,2,02,1057750.708170848,15,1.000000000000495,100.0000000000495
16001001127,001127,Voting District 001127,1364044.9888773963,16001001127,1602,Congressional District 2,2,02,1364044.9888768212,11,0.9999999999995783,99.99999999995784
16001001128,001128,Voting District 001128,1498904.8703015293,16001001128,1602,Congressional District 2,2,02,1498904.8703008648,26,0.9999999999995567,99.99999999995566
16001001129,001129,Voting District 001129,1680620.983641568,16001001129,1602,Congressional District 2,2,02,1680620.9836429649,30,1.0000000000008311,100.0000000000831
16001001130,001130,Voting District 001130,8443244.334123254,16001001130,1602,Congressional District 2,2,02,8443244.334123313,27,1.000000000000007,100.00000000000071
16001001131,001131,Voting District 001131,170885664.0425365,16001001131,1601,Congressional District 1,1,01,22343.419578735615,9,0.00013075069640232627,0.013075069640232627
16001001131,001131,Voting District 001131,170885664.0425365,16001001131,1602,Congressional District 2,2,02,170863320.62295413,110,0.9998692493035765,99.98692493035765
16003003001,003001,Voting District 003001,588912421.7123603,16003003001,1601,Congressional District 1,1,01,588912421.7123652,132,1.0000000000000082,100.00000000000082
16003003002,003002,Voting District 003002,529049873.07890654,16003003002,1601,Congressional District 1,1,01,529049873.07890296,167,0.9999999999999932,99.99999999999932
16003003003,003003,Voting District 003003,554373606.1535423,16003003003,1601,Congressional District 1,1,01,554373606.153543,205,1.0000000000000013,100.00000000000013
16003003004,003004,Voting District 003004,863339268.926531,16003003004,1601,Congressional District 1,1,01,863339126.8678538,113,0.999999835454401,99.9999835454401
16003003005,003005,Voting District 003005,703308671.658692,16003003005,1601,Congressional District 1,1,01,703308671.6586841,432,0.9999999999999888,99.99999999999888
16003003006,003006,Voting District 003006,308688753.75786674,16003003006,1601,Congressional District 1,1,01,308688753.7578641,207,0.9999999999999915,99.99999999999915
16005005001,005001,poc 1 Voting District,3342535.6660253177,16005005001,1602,Congressional District 2,2,02,3342535.6660249517,10,0.9999999999998905,99.99999999998906
16005005002,005002,poc 2 Voting District,2786305.68454337,16005005002,1602,Congressional District 2,2,02,2786305.684544519,28,1.0000000000004126,100.00000000004125
16005005003,005003,poc 3 Voting District,661434.2285787001,16005005003,1602,Congressional District 2,2,02,661434.2285806154,10,1.0000000000028957,100.00000000028957
16005005004,005004,poc 4 Voting District,5900142.680855341,16005005004,1602,Congressional District 2,2,02,5900142.680855043,49,0.9999999999999495,99.99999999999496
16005005005,005005,poc 5 Voting District,2014635.9523956056,16005005005,1602,Congressional District 2,2,02,2014635.952394681,29,0.999999999999541,99.9999999999541
16005005006,005006,poc 6 Voting District,1031728.0326485484,16005005006,1602,Congressional District 2,2,02,1031728.0326485554,84,1.0000000000000067,100.00000000000067
16005005007,005007,poc 7 Voting District,20568887.802056752,16005005007,1602,Congressional District 2,2,02,20568887.802058503,16,1.000000000000085,100.0000000000085
16005005008,005008,poc 8 Voting District,871129.3579153988,16005005008,1602,Congressional District 2,2,02,871129.3579156258,58,1.0000000000002607,100.00000000002606
16005005009,005009,poc 9 Voting District,14458232.207288558,16005005009,1602,Congressional District 2,2,02,14458232.207289284,37,1.0000000000000502,100.00000000000502
16005005010,005010,poc 10 Voting District,3994839.90709149,16005005010,1602,Congressional District 2,2,02,3994839.907091491,24,1.0000000000000002,100.00000000000003
16005005011,005011,poc 11 Voting District,1523535.5232422748,16005005011,1602,Congressional District 2,2,02,1523535.5232423022,16,1.000000000000018,100.0000000000018
16005005012,005012,poc 12 Voting District,1280516.1482014298,16005005012,1602,Congressional District 2,2,02,1280516.1482013413,18,0.9999999999999309,99.9999999999931
16005005013,005013,poc 13 Voting District,1335087.0350009217,16005005013,1602,Congressional District 2,2,02,1335087.0350008472,36,0.9999999999999442,99.99999999999442
16005005014,005014,poc 14 Voting District,1967000.6296141227,16005005014,1602,Congressional District 2,2,02,1967000.6296137539,35,0.9999999999998125,99.99999999998124
16005005015,005015,poc 15 Voting District,1032966.4488074324,16005005015,1602,Congressional District 2,2,02,1032966.4488081795,31,1.0000000000007232,100.00000000007232
16005005016,005016,poc 16 Voting District,1740411.5894482485,16005005016,1602,Congressional District 2,2,02,1740411.5894483775,11,1.0000000000000742,100.00000000000742
16005005017,005017,poc 17 Voting District,581853.2876605458,16005005017,1602,Congressional District 2,2,02,581853.2876609148,22,1.0000000000006342,100.00000000006341
16005005018,005018,poc 18 Voting District,1606846.2388079984,16005005018,1602,Congressional District 2,2,02,1606846.2388079122,14,0.9999999999999464,99.99999999999464
16005005019,005019,poc 19 Voting District,563611.2024216531,16005005019,1602,Congressional District 2,2,02,563611.2024215251,17,0.999999999999773,99.99999999997729
16005005020,005020,poc 20 Voting District,560285.862611877,16005005020,1602,Congressional District 2,2,02,560285.8626120335,27,1.0000000000002793,100.00000000002794
16005005021,005021,poc 21 Voting District,723499.3683045239,16005005021,1602,Congressional District 2,2,02,723499.3683043945,14,0.9999999999998213,99.99999999998212
16005005022,005022,poc 22 Voting District,484570.90842688066,16005005022,1602,Congressional District 2,2,02,484570.9084265567,25,0.9999999999993314,99.99999999993314
16005005023,005023,poc 23 Voting District,1050396.833148654,16005005023,1602,Congressional District 2,2,02,1050396.8331489437,21,1.0000000000002758,100.00000000002758
16005005024,005024,poc 24 Voting District,443376.51552750194,16005005024,1602,Congressional District 2,2,02,443376.51552792505,39,1.0000000000009543,100.00000000009544
16005005025,005025,poc 25 Voting District,1674315.8461805813,16005005025,1602,Congressional District 2,2,02,1674315.8461800062,83,0.9999999999996565,99.99999999996565
16005005026,005026,poc 26 Voting District,647576.3813761056,16005005026,1602,Congressional District 2,2,02,647576.3813759502,58,0.99999999999976,99.999999999976
16005005027,005027,poc 27 Voting District,1973507.821360478,16005005027,1602,Congressional District 2,2,02,1973507.8213612498,10,1.000000000000391,100.00000000003911
16005005028,005028,poc 28 Voting District,3318834.3399548093,16005005028,1602,Congressional District 2,2,02,3318834.3399539045,43,0.9999999999997273,99.99999999997273
16005005029,005029,poc 29 Voting District,587542.819941804,16005005029,1602,Congressional District 2,2,02,587542.8199419967,34,1.000000000000328,100.0000000000328
16005005030,005030,poc 30 Voting District,717785.3163748323,16005005030,1602,Congressional District 2,2,02,717785.3163747042,13,0.9999999999998216,99.99999999998217
16005005036,005036,poc 36 Voting District,4299906.02758081,16005005036,1602,Congressional District 2,2,02,4299906.027581283,17,1.0000000000001101,100.00000000001101
