source_vtd_geoid,source_vtd_code,source_vtd_name,source_vtd_area_m2,precinct_key,target_id,target_name,district_num,SLDLST,intersection_area_m2,source_blocks,area_weight,source_area_share_pct
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16017,State House District 17,17,017,2060893.9536021086,30,0.11910385435172893,11.910385435172893
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16018,State House District 18,18,018,15242430.346369,49,0.8808954972026705,88.08954972026704
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16022,State House District 22,22,022,11.220270355634021,5,6.48445517484626e-07,6.484455174846261e-05
16001001012,001012,Voting District 001012,17303335.520242903,16001001012,16023,State House District 23,23,023,8.579435559768361e-07,2,4.958255331598588e-14,4.958255331598588e-12
16001001013,001013,Voting District 001013,714639.8706646541,16001001013,16017,State House District 17,17,017,714639.8706644798,35,0.9999999999997561,99.99999999997561
16001001014,001014,Voting District 001014,997042.776351764,16001001014,16017,State House District 17,17,017,997042.7763518308,41,1.000000000000067,100.00000000000671
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16015,State House District 15,15,015,1302861.198263986,28,0.7263115152545232,72.63115152545232
16001001015,001015,Voting District 001015,1793804.9595804922,16001001015,16016,State House District 16,16,016,490943.76131570234,11,0.27368848474502866,27.368848474502865
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16015,State House District 15,15,015,3676517.159685066,48,0.9999999685797469,99.9999968579747
16001001016,001016,Voting District 001016,3676517.275202169,16001001016,16017,State House District 17,17,017,0.11551810483822579,2,3.142052551130024e-08,3.142052551130024e-06
16001001017,001017,Voting District 001017,2480770.66656564,16001001017,16015,State House District 15,15,015,1125747.7290057044,23,0.4537895195948044,45.37895195948044
16001001017,001017,Voting District 001017,2480770.66656564,16001001017,16016,State House District 16,16,016,1355022.9375581024,27,0.5462104804044567,54.62104804044567
16001001018,001018,Voting District 001018,800244.411733974,16001001018,16019,State House District 19,19,019,800244.4117339477,51,0.9999999999999671,99.99999999999672
16001001019,001019,Voting District 001019,400674.8312773585,16001001019,16019,State House District 19,19,019,400674.831277193,41,0.9999999999995869,99.99999999995869
16001001020,001020,Voting District 001020,2582843.762359653,16001001020,16016,State House District 16,16,016,2582843.7623598324,47,1.0000000000000695,100.00000000000695
16001001021,001021,Voting District 001021,496897.3725124216,16001001021,16019,State House District 19,19,019,496897.372512632,50,1.0000000000004234,100.00000000004235
16001001022,001022,Voting District 001022,604721.0639164562,16001001022,16016,State House District 16,16,016,1172.7565736193023,1,0.0019393347505112237,0.19393347505112238
16001001022,001022,Voting District 001022,604721.0639164562,16001001022,16019,State House District 19,19,019,603548.307342732,48,0.9980606652493152,99.80606652493152
16001001023,001023,Voting District 001023,1075099.1722664163,16001001023,16016,State House District 16,16,016,1.018981014228981,1,9.478018777382811e-07,9.478018777382811e-05
16001001023,001023,Voting District 001023,1075099.1722664163,16001001023,16017,State House District 17,17,017,300.4518260584698,3,0.00027946428925722954,0.027946428925722955
16001001023,001023,Voting District 001023,1075099.1722664163,16001001023,16019,State House District 19,19,019,1074797.701459559,69,0.9997195879090653,99.97195879090654
16001001024,001024,Voting District 001024,1018095.5825505424,16001001024,16016,State House District 16,16,016,6.670235912003761e-10,2,6.551679455570787e-16,6.551679455570787e-14
16001001024,001024,Voting District 001024,1018095.5825505424,16001001024,16019,State House District 19,19,019,1018095.5825502933,58,0.9999999999997553,99.99999999997553
16001001025,001025,Voting District 001025,2333586.3980743224,16001001025,16019,State House District 19,19,019,2333586.3980750893,21,1.0000000000003286,100.00000000003286
16001001026,001026,Voting District 001026,1296983.1254100243,16001001026,16018,State House District 18,18,018,1296981.819984885,31,0.9999989934910379,99.9998993491038
16001001026,001026,Voting District 001026,1296983.1254100243,16001001026,16019,State House District 19,19,019,1.3054250670202239,3,1.0065089062801266e-06,0.00010065089062801266
16001001027,001027,Voting District 001027,1273299.1249209389,16001001027,16018,State House District 18,18,018,1273299.124922271,28,1.000000000001046,100.0000000001046
16001001028,001028,Voting District 001028,686524.5345482352,16001001028,16016,State House District 16,16,016,686521.389454361,52,0.9999954188179505,99.99954188179505
16001001028,001028,Voting District 001028,686524.5345482352,16001001028,16019,State House District 19,19,019,3.14509354848181,2,4.581181575034935e-06,0.0004581181575034935
16001001029,001029,Voting District 001029,54962738.28197838,16001001029,16010,State House District 10,10,010,7674771.145496111,18,0.13963589488794767,13.963589488794767
16001001029,001029,Voting District 001029,54962738.28197838,16001001029,16013,State House District 13,13,013,1.855329145669213,3,3.3756126489745015e-08,3.3756126489745017e-06
16001001029,001029,Voting District 001029,54962738.28197838,16001001029,16014,State House District 14,14,014,16284795.556757644,31,0.2962879227961834,29.628792279618338
16001001029,001029,Voting District 001029,54962738.28197838,16001001029,16020,State House District 20,20,020,31003167.00205468,33,0.5640760990290806,56.407609902908064
16001001029,001029,Voting District 001029,54962738.28197838,16001001029,16021,State House District 21,21,021,2.722343529473704,10,4.953071143411949e-08,4.9530711434119495e-06
16001001030,001030,Voting District 001030,30801102.035728466,16001001030,16008,State House District 8,8,008,28975.202848383087,5,0.0009407196799248486,0.09407196799248486
16001001030,001030,Voting District 001030,30801102.035728466,16001001030,16019,State House District 19,19,019,30772126.832880717,16,0.9990592803200957,99.90592803200957
16001001031,001031,Voting District 001031,740314.4953663142,16001001031,16019,State House District 19,19,019,740314.4953664269,71,1.0000000000001523,100.00000000001523
16001001032,001032,Voting District 001032,1620869.4844669066,16001001032,16016,State House District 16,16,016,1162507.4790775746,38,0.7172122679944929,71.72122679944928
16001001032,001032,Voting District 001032,1620869.4844669066,16001001032,16019,State House District 19,19,019,458362.00538943254,21,0.2827877320055691,28.278773200556913
16001001033,001033,Voting District 001033,985684.326716183,16001001033,16018,State House District 18,18,018,985684.3267168769,47,1.000000000000704,100.00000000007041
16001001034,001034,Voting District 001034,838369.2683992027,16001001034,16016,State House District 16,16,016,835414.1009344137,32,0.9964751004406069,99.6475100440607
16001001034,001034,Voting District 001034,838369.2683992027,16001001034,16019,State House District 19,19,019,2955.1674654093763,6,0.003524899560133002,0.3524899560133002
16001001035,001035,Voting District 001035,2557489.705451923,16001001035,16017,State House District 17,17,017,242517.2041565086,8,0.09482626797657215,9.482626797657215
16001001035,001035,Voting District 001035,2557489.705451923,16001001035,16018,State House District 18,18,018,2314972.501295858,23,0.9051737320236013,90.51737320236013
16001001036,001036,Voting District 001036,1953252.3070419997,16001001036,16015,State House District 15,15,015,709472.411057435,12,0.3632261989398892,36.32261989398892
16001001036,001036,Voting District 001036,1953252.3070419997,16001001036,16017,State House District 17,17,017,1243779.8959849135,31,0.6367738010602894,63.677380106028934
16001001037,001037,Voting District 001037,1070910.0071285286,16001001037,16017,State House District 17,17,017,743628.463006452,39,0.6943893119463614,69.43893119463614
16001001037,001037,Voting District 001037,1070910.0071285286,16001001037,16018,State House District 18,18,018,327281.5441211901,14,0.3056106880528108,30.561068805281078
16001001038,001038,Voting District 001038,5987700.646111984,16001001038,16016,State House District 16,16,016,5987700.646098146,148,0.999999999997689,99.9999999997689
16001001038,001038,Voting District 001038,5987700.646111984,16001001038,16017,State House District 17,17,017,1.2809402604290908e-05,1,2.139285739444654e-12,2.1392857394446542e-10
16001001038,001038,Voting District 001038,5987700.646111984,16001001038,16019,State House District 19,19,019,5.2420904039438e-08,2,8.754763662655157e-15,8.754763662655157e-13
16001001039,001039,Voting District 001039,1714957.4972370635,16001001039,16017,State House District 17,17,017,1714957.4972367985,42,0.9999999999998455,99.99999999998454
16001001040,001040,Voting District 001040,959518.8694848968,16001001040,16017,State House District 17,17,017,959518.8694844891,31,0.9999999999995751,99.99999999995751
16001001041,001041,Voting District 001041,350507.2300008568,16001001041,16019,State House District 19,19,019,350507.23000058497,33,0.9999999999992245,99.99999999992245
16001001042,001042,Voting District 001042,11533674.553702597,16001001042,16016,State House District 16,16,016,3.113488217201159e-07,5,2.699476392111005e-14,2.6994763921110053e-12
16001001042,001042,Voting District 001042,11533674.553702597,16001001042,16019,State House District 19,19,019,11533674.553701853,22,0.9999999999999356,99.99999999999356
16001001043,001043,Voting District 001043,803770.5729143481,16001001043,16017,State House District 17,17,017,803770.5729141118,20,0.999999999999706,99.9999999999706
16001001044,001044,Voting District 001044,975966.8068046612,16001001044,16017,State House District 17,17,017,975966.8068045476,30,0.9999999999998835,99.99999999998835
16001001045,001045,Voting District 001045,972046.9061598438,16001001045,16017,State House District 17,17,017,972046.9061603231,35,1.0000000000004932,100.00000000004931
16001001046,001046,Voting District 001046,2630239.1107798447,16001001046,16022,State House District 22,22,022,2630239.1107788505,17,0.999999999999622,99.9999999999622
16001001047,001047,Voting District 001047,2584778.194076557,16001001047,16015,State House District 15,15,015,0.019076097880612902,2,7.3801682188161855e-09,7.380168218816186e-07
16001001047,001047,Voting District 001047,2584778.194076557,16001001047,16020,State House District 20,20,020,2584778.175000742,44,0.9999999926199412,99.99999926199412
16001001047,001047,Voting District 001047,2584778.194076557,16001001047,16021,State House District 21,21,021,4.480017992952029e-08,2,1.7332311156209553e-14,1.7332311156209552e-12
16001001048,001048,Voting District 001048,1377405.832299223,16001001048,16016,State House District 16,16,016,34278.527199744036,13,0.024886294508078926,2.4886294508078928
16001001048,001048,Voting District 001048,1377405.832299223,16001001048,16017,State House District 17,17,017,1335564.737121471,71,0.9696232626604252,96.96232626604252
16001001048,001048,Voting District 001048,1377405.832299223,16001001048,16019,State House District 19,19,019,7562.567978320589,4,0.005490442831722904,0.5490442831722904
16001001049,001049,Voting District 001049,836735.1309911001,16001001049,16016,State House District 16,16,016,836735.1309908977,35,0.9999999999997581,99.99999999997581
16001001050,001050,Voting District 001050,1615989.0883663609,16001001050,16016,State House District 16,16,016,1615024.3691700632,26,0.9994030162683382,99.94030162683381
16001001050,001050,Voting District 001050,1615989.0883663609,16001001050,16019,State House District 19,19,019,964.7191962369426,5,0.0005969837316242021,0.059698373162420215
16001001051,001051,Voting District 001051,821255.5748717703,16001001051,16017,State House District 17,17,017,821255.5748719367,30,1.0000000000002025,100.00000000002025
16001001052,001052,Voting District 001052,100177337.1349186,16001001052,16010,State House District 10,10,010,326.12290002209284,7,3.2554558680559783e-06,0.0003255455868055978
16001001052,001052,Voting District 001052,100177337.1349186,16001001052,16014,State House District 14,14,014,100177011.01202017,66,0.9999967445441479,99.99967445441479
16001001053,001053,Voting District 001053,1449241.2032925647,16001001053,16017,State House District 17,17,017,1449241.203293196,41,1.0000000000004357,100.00000000004357
16001001054,001054,Voting District 001054,855979.6017401739,16001001054,16016,State House District 16,16,016,855979.6017414728,19,1.0000000000015175,100.00000000015174
16001001055,001055,Voting District 001055,576640.962414825,16001001055,16015,State House District 15,15,015,1.191561754951904,2,2.0663841673022117e-06,0.00020663841673022117
16001001055,001055,Voting District 001055,576640.962414825,16001001055,16016,State House District 16,16,016,576639.7708535243,20,0.9999979336166205,99.99979336166204
16001001056,001056,Voting District 001056,865460.5865142326,16001001056,16017,State House District 17,17,017,865460.5865134513,26,0.9999999999990973,99.99999999990973
16001001057,001057,Voting District 001057,654454.3547514437,16001001057,16017,State House District 17,17,017,654454.3547510658,19,0.9999999999994226,99.99999999994226
16001001058,001058,Voting District 001058,661837.6945503589,16001001058,16016,State House District 16,16,016,661837.6945508906,14,1.0000000000008034,100.00000000008033
16001001059,001059,Voting District 001059,616326.8464451891,16001001059,16016,State House District 16,16,016,616326.8464442767,20,0.9999999999985197,99.99999999985198
16001001060,001060,Voting District 001060,541342.7861273786,16001001060,16017,State House District 17,17,017,541342.7861280319,18,1.0000000000012068,100.00000000012068
16001001061,001061,Voting District 001061,891681.0850772896,16001001061,16018,State House District 18,18,018,891681.0850773293,18,1.0000000000000446,100.00000000000446
16001001062,001062,Voting District 001062,1161465.4580395964,16001001062,16017,State House District 17,17,017,607124.9710736945,24,0.5227232259652758,52.27232259652757
16001001062,001062,Voting District 001062,1161465.4580395964,16001001062,16018,State House District 18,18,018,554340.4869660622,18,0.47727677403486224,47.727677403486226
16001001063,001063,Voting District 001063,1292894.0991805983,16001001063,16015,State House District 15,15,015,1292894.0991805599,27,0.9999999999999702,99.99999999999703
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,16008,State House District 8,8,008,7243.269910108893,4,6.112438970514063e-05,0.006112438970514063
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,16018,State House District 18,18,018,77660203.05337825,66,0.6553576733886589,65.5357673388659
16001001064,001064,Voting District 001064,118500486.38603792,16001001064,16019,State House District 19,19,019,40833040.06275098,39,0.344581202221648,34.4581202221648
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,16014,State House District 14,14,014,1313996.6872851197,24,0.29988908473563375,29.988908473563374
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,16016,State House District 16,16,016,3017823.7640384138,46,0.6887478600579984,68.87478600579983
16001001065,001065,Voting District 001065,4381608.91532104,16001001065,16019,State House District 19,19,019,49788.463997044404,7,0.01136305520626238,1.136305520626238
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,16017,State House District 17,17,017,2643561.1143948403,31,0.3344892873250814,33.448928732508136
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,16021,State House District 21,21,021,2636818.0170245143,9,0.33363608449141796,33.36360844914179
16001001066,001066,Voting District 001066,7903275.873303628,16001001066,16022,State House District 22,22,022,2622896.741884415,14,0.33187462818351865,33.18746281835187
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16008,State House District 8,8,008,87213.33459021663,7,0.0005133301097400677,0.05133301097400677
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16014,State House District 14,14,014,75420398.86345671,61,0.44391791469880254,44.39179146988025
16001001067,001067,Voting District 001067,169897173.25246787,16001001067,16019,State House District 19,19,019,94389561.05442008,67,0.5555687551914523,55.55687551914523
16001001068,001068,Voting District 001068,24618739.869107082,16001001068,16021,State House District 21,21,021,6465881.694329976,110,0.2626406440259646,26.26406440259646
16001001068,001068,Voting District 001068,24618739.869107082,16001001068,16022,State House District 22,22,022,18152858.174777333,45,0.7373593559740446,73.73593559740445
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,16017,State House District 17,17,017,22130.212589148872,5,0.00022751321087102397,0.022751321087102396
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,16018,State House District 18,18,018,86504862.5381781,148,0.8893271563811213,88.93271563811213
16001001069,001069,Voting District 001069,97270011.28604515,16001001069,16023,State House District 23,23,023,10743018.535276849,13,0.11044533040799695,11.044533040799696
16001001070,001070,Voting District 001070,123416860.00785252,16001001070,16023,State House District 23,23,023,123416860.00785369,125,1.0000000000000093,100.00000000000094
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,16015,State House District 15,15,015,7.7376671720798e-08,1,1.520780534171017e-14,1.520780534171017e-12
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,16020,State House District 20,20,020,36.84827047854541,8,7.2422516005658035e-06,0.0007242251600565804
16001001071,001071,Voting District 001071,5087957.7941847015,16001001071,16021,State House District 21,21,021,5087920.945913757,110,0.9999927577483079,99.99927577483079
16001001072,001072,Voting District 001072,3449596.154760065,16001001072,16014,State House District 14,14,014,3449596.1547600897,24,1.000000000000007,100.00000000000071
16001001073,001073,Voting District 001073,2634011.921107413,16001001073,16020,State House District 20,20,020,2.8403612828217604,2,1.078340329465021e-06,0.0001078340329465021
16001001073,001073,Voting District 001073,2634011.921107413,16001001073,16021,State House District 21,21,021,2634009.0807454237,68,0.9999989216594024,99.99989216594024
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,16010,State House District 10,10,010,52784396.581557564,52,0.9715193651432937,97.15193651432938
16001001074,001074,Voting District 001074,54331800.76011368,16001001074,16014,State House District 14,14,014,1547404.1785548974,10,0.02848063485668388,2.848063485668388
16001001075,001075,Voting District 001075,1068660.7790433734,16001001075,16015,State House District 15,15,015,1050438.1243716455,28,0.9829481393636995,98.29481393636995
16001001075,001075,Voting District 001075,1068660.7790433734,16001001075,16016,State House District 16,16,016,18222.654671143682,5,0.017051860635753795,1.7051860635753795
16001001076,001076,Voting District 001076,963789.445468784,16001001076,16014,State House District 14,14,014,1.569310104799797,1,1.6282706893895168e-06,0.00016282706893895168
16001001076,001076,Voting District 001076,963789.445468784,16001001076,16015,State House District 15,15,015,963787.876159141,25,0.9999983717297898,99.99983717297897
16001001077,001077,Voting District 001077,4616088.324582446,16001001077,16021,State House District 21,21,021,4616088.324583543,68,1.0000000000002376,100.00000000002376
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,16013,State House District 13,13,013,11.638476617709046,2,1.3344659218873899e-06,0.00013344659218873897
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,16021,State House District 21,21,021,8721429.76059784,40,0.9999977821790962,99.99977821790962
16001001078,001078,Voting District 001078,8721449.103209972,16001001078,16022,State House District 22,22,022,7.704135128908092,1,8.833549376642636e-07,8.833549376642636e-05
16001001079,001079,Voting District 001079,2332859.794431381,16001001079,16014,State House District 14,14,014,2518.6074022274283,1,0.0010796222765892033,0.10796222765892033
16001001079,001079,Voting District 001079,2332859.794431381,16001001079,16015,State House District 15,15,015,2330341.187029149,28,0.9989203777234088,99.89203777234088
16001001080,001080,Voting District 001080,1219591.6514598893,16001001080,16017,State House District 17,17,017,2934.6161985127274,5,0.0024062285068940084,0.24062285068940084
16001001080,001080,Voting District 001080,1219591.6514598893,16001001080,16018,State House District 18,18,018,1216657.035219318,38,0.9975937714586203,99.75937714586203
16001001080,001080,Voting District 001080,1219591.6514598893,16001001080,16019,State House District 19,19,019,4.2952938844277675e-05,1,3.52191151791353e-11,3.52191151791353e-09
16001001081,001081,Voting District 001081,2269125.713889498,16001001081,16016,State House District 16,16,016,2.4414692976177914,2,1.0759515361680337e-06,0.00010759515361680336
16001001081,001081,Voting District 001081,2269125.713889498,16001001081,16017,State House District 17,17,017,2269123.2724193297,43,0.9999989240480802,99.99989240480802
16001001082,001082,Voting District 001082,1991995.0262462548,16001001082,16016,State House District 16,16,016,1991995.0262450313,30,0.9999999999993858,99.99999999993858
16001001083,001083,Voting District 001083,5244615.484690985,16001001083,16020,State House District 20,20,020,31.678900607572295,6,6.040271341157975e-06,0.0006040271341157975
16001001083,001083,Voting District 001083,5244615.484690985,16001001083,16021,State House District 21,21,021,5244583.805789476,70,0.999993959728487,99.9993959728487
16001001084,001084,Voting District 001084,1889922.1734567003,16001001084,16017,State House District 17,17,017,1889922.173457284,44,1.0000000000003089,100.00000000003088
16001001085,001085,Voting District 001085,2211904.418987776,16001001085,16018,State House District 18,18,018,3.369515777507104e-11,1,1.523355054848654e-17,1.523355054848654e-15
16001001085,001085,Voting District 001085,2211904.418987776,16001001085,16022,State House District 22,22,022,2211904.418986551,42,0.9999999999994461,99.9999999999446
16001001086,001086,Voting District 001086,2609961.802936506,16001001086,16015,State House District 15,15,015,2609961.8029373228,51,1.0000000000003129,100.00000000003129
16001001087,001087,Voting District 001087,3970389.752649309,16001001087,16015,State House District 15,15,015,3970385.3872769442,70,0.9999989005179247,99.99989005179248
16001001087,001087,Voting District 001087,3970389.752649309,16001001087,16017,State House District 17,17,017,4.365371626067608,1,1.0994818891910399e-06,0.00010994818891910399
16001001088,001088,Voting District 001088,3854189.493970965,16001001088,16014,State House District 14,14,014,3854189.493968271,58,0.9999999999993011,99.99999999993011
16001001089,001089,Voting District 001089,3719294.279677023,16001001089,16014,State House District 14,14,014,2619847.2903036573,44,0.7043936546293293,70.43936546293294
16001001089,001089,Voting District 001089,3719294.279677023,16001001089,16019,State House District 19,19,019,1099446.9893736232,14,0.2956063453707398,29.56063453707398
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,16013,State House District 13,13,013,12.61753515582752,5,5.311921005719056e-07,5.311921005719056e-05
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,16021,State House District 21,21,021,6442542.405264134,30,0.2712279055307602,27.12279055307602
16001001090,001090,Voting District 001090,23753243.209458325,16001001090,16022,State House District 22,22,022,17310688.186659455,48,0.7287715632771569,72.87715632771568
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,16013,State House District 13,13,013,2.9642419929304196,4,5.7097506197754335e-08,5.709750619775434e-06
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,16022,State House District 22,22,022,25941192.074815795,28,0.4996816652626439,49.96816652626439
16001001091,001091,Voting District 001091,51915437.123714596,16001001091,16023,State House District 23,23,023,25974242.084657263,127,0.5003182776398586,50.03182776398586
16001001092,001092,Voting District 001092,54895666.710813664,16001001092,16023,State House District 23,23,023,54895666.7108145,135,1.000000000000015,100.0000000000015
16001001093,001093,Voting District 001093,4910400.33255941,16001001093,16022,State House District 22,22,022,4910400.332559453,33,1.0000000000000089,100.00000000000088
16001001094,001094,Voting District 001094,3768139.0458333357,16001001094,16015,State House District 15,15,015,6429.219059441044,8,0.001706205365895462,0.1706205365895462
16001001094,001094,Voting District 001094,3768139.0458333357,16001001094,16021,State House District 21,21,021,3761709.8267733194,39,0.9982937946339518,99.82937946339518
16001001095,001095,Voting District 001095,2454628.9662189623,16001001095,16020,State House District 20,20,020,2454613.374934163,77,0.9999936482111904,99.99936482111904
16001001095,001095,Voting District 001095,2454628.9662189623,16001001095,16021,State House District 21,21,021,15.591284891151787,8,6.35178884699961e-06,0.000635178884699961
16001001096,001096,Voting District 001096,3292114.0332835796,16001001096,16021,State House District 21,21,021,3292114.0332835224,65,0.9999999999999826,99.99999999999825
16001001097,001097,Voting District 001097,1309473.760763689,16001001097,16021,State House District 21,21,021,1309473.76076334,39,0.9999999999997334,99.99999999997334
16001001098,001098,Voting District 001098,2627699.531870038,16001001098,16020,State House District 20,20,020,70.73656735589633,9,2.6919579844639122e-05,0.0026919579844639123
16001001098,001098,Voting District 001098,2627699.531870038,16001001098,16021,State House District 21,21,021,2627628.79530267,54,0.9999730804201509,99.99730804201509
16001001099,001099,Voting District 001099,2649074.225202262,16001001099,16017,State House District 17,17,017,0.0063333142684314225,1,2.3907651239737767e-09,2.3907651239737767e-07
16001001099,001099,Voting District 001099,2649074.225202262,16001001099,16022,State House District 22,22,022,2649074.2188696377,39,0.9999999976094953,99.99999976094954
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,16015,State House District 15,15,015,7763897.321159267,61,0.9985746720510441,99.85746720510441
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,16020,State House District 20,20,020,10824.519755072306,6,0.001392224911974675,0.13922249119746752
16001001100,001100,Voting District 001100,7774979.216338865,16001001100,16021,State House District 21,21,021,257.3754237312056,5,3.310303687890761e-05,0.0033103036878907605
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,16015,State House District 15,15,015,91.95964130236088,4,2.0206937674274194e-05,0.0020206937674274194
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,16017,State House District 17,17,017,3286599.214662513,48,0.7221875221614084,72.21875221614084
16001001101,001101,Voting District 001101,4550894.489046518,16001001101,16021,State House District 21,21,021,1264203.3147419784,20,0.2777922709007583,27.779227090075832
16001001102,001102,Voting District 001102,5247095.787216916,16001001102,16017,State House District 17,17,017,5247095.787216297,82,0.9999999999998821,99.9999999999882
16001001102,001102,Voting District 001102,5247095.787216916,16001001102,16022,State House District 22,22,022,1.7658112342884384e-07,3,3.3653116045457846e-14,3.3653116045457844e-12
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,16017,State House District 17,17,017,63.27655834346119,6,1.2214060457368841e-05,0.001221406045736884
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,16018,State House District 18,18,018,2.212698694363247,4,4.2710975967115925e-07,4.2710975967115924e-05
16001001103,001103,Voting District 001103,5180632.482074046,16001001103,16022,State House District 22,22,022,5180566.992818063,53,0.9999873588299867,99.99873588299867
16001001104,001104,Voting District 001104,481945.98066590977,16001001104,16015,State House District 15,15,015,481945.9806657535,19,0.9999999999996757,99.99999999996757
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,16014,State House District 14,14,014,8053741.590077397,53,0.4402072150875275,44.02072150875275
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,16015,State House District 15,15,015,63.92851732471613,2,3.494250996438737e-06,0.0003494250996438737
16001001105,001105,Voting District 001105,18295342.08901154,16001001105,16020,State House District 20,20,020,10241536.570415407,58,0.559789290661399,55.978929066139905
16001001106,001106,Voting District 001106,3866455.9536088104,16001001106,16016,State House District 16,16,016,1.9682552605476094,2,5.09059273961342e-07,5.0905927396134206e-05
16001001106,001106,Voting District 001106,3866455.9536088104,16001001106,16019,State House District 19,19,019,3866453.9853538442,44,0.9999994909408022,99.99994909408022
16001001107,001107,Voting District 001107,1966609.7156525566,16001001107,16016,State House District 16,16,016,1966067.060966338,40,0.9997240658978243,99.97240658978242
16001001107,001107,Voting District 001107,1966609.7156525566,16001001107,16019,State House District 19,19,019,542.6546857570089,6,0.0002759341019409875,0.027593410194098746
16001001108,001108,Voting District 001108,4103746.23163561,16001001108,16019,State House District 19,19,019,4103746.2316363817,18,1.000000000000188,100.0000000000188
