precinct_key,district_num,target_id,target_name,area_weight
16001001012,1,1601,Congressional District 1,41.65334791046871
16001001029,1,1601,Congressional District 1,64.99999999946422
16001001046,1,1601,Congressional District 1,17.0000000003
16001001047,1,1601,Congressional District 1,44.00000000009466
16001001052,1,1601,Congressional District 1,66.00000000029293
16001001065,1,1601,Congressional District 1,0.4061308229
16001001066,1,1601,Congressional District 1,9.999999999874676
16001001067,1,1601,Congressional District 1,49.9999999997
16001001068,1,1601,Congressional District 1,142.99999999929884
16001001069,1,1601,Congressional District 1,88.0000000001
16001001070,1,1601,Congressional District 1,125.0
16001001071,1,1601,Congressional District 1,110.0000000003021
16001001072,1,1601,Congressional District 1,23.999999999899998
16001001073,1,1601,Congressional District 1,67.9999999997
16001001074,1,1601,Congressional District 1,53.000000001165255
16001001077,1,1601,Congressional District 1,67.9999999999
16001001078,1,1601,Congressional District 1,39.999999999799996
16001001083,1,1601,Congressional District 1,70.0
16001001085,1,1601,Congressional District 1,41.999999999799996
16001001088,1,1601,Congressional District 1,51.35039072392899
16001001089,1,1601,Congressional District 1,40.000000001047916
16001001090,1,1601,Congressional District 1,71.00000000078246
16001001091,1,1601,Congressional District 1,146.9999999998596
16001001092,1,1601,Congressional District 1,135.00000000025742
16001001093,1,1601,Congressional District 1,33.0
16001001094,1,1601,Congressional District 1,39.000000000298996
16001001095,1,1601,Congressional District 1,77.0
16001001096,1,1601,Congressional District 1,65.0
16001001097,1,1601,Congressional District 1,39.0
16001001098,1,1601,Congressional District 1,53.9999999999
16001001099,1,1601,Congressional District 1,39.0000000003
16001001103,1,1601,Congressional District 1,53.0000000003
16001001105,1,1601,Congressional District 1,103.00000000105778
16001001109,1,1601,Congressional District 1,25.000000000118117
16001001112,1,1601,Congressional District 1,38.99999999986794
16001001116,1,1601,Congressional District 1,1099.849079238316
16001001131,1,1601,Congressional District 1,0.0302292264
16003003001,1,1601,Congressional District 1,132.00000000028487
16003003002,1,1601,Congressional District 1,166.9999999996015
16003003003,1,1601,Congressional District 1,204.99999999946013
16003003004,1,1601,Congressional District 1,113.00000000029091
16003003005,1,1601,Congressional District 1,431.99999999919083
16003003006,1,1601,Congressional District 1,207.00000000076125
16009009001,1,1601,Congressional District 1,123.9999999998
16009009002,1,1601,Congressional District 1,46.9999999996
16009009003,1,1601,Congressional District 1,83.0000000001
16009009004,1,1601,Congressional District 1,120.0000000001
16009009005,1,1601,Congressional District 1,78.9999999999
16009009006,1,1601,Congressional District 1,79.9999999997
16009009007,1,1601,Congressional District 1,121.00000000019033
16009009008,1,1601,Congressional District 1,154.00000000011835
16009009009,1,1601,Congressional District 1,101.0
16009009010,1,1601,Congressional District 1,203.0096378388
16009009011,1,1601,Congressional District 1,134.99972557940316
16015015030,1,1601,Congressional District 1,314.99999999737497
16015015040,1,1601,Congressional District 1,314.5921456532872
16015015050,1,1601,Congressional District 1,244.00000000027325
16015015060,1,1601,Congressional District 1,335.00000000099715
16015015070,1,1601,Congressional District 1,281.9999999989732
16015015080,1,1601,Congressional District 1,167.99999999979474
16017017001,1,1601,Congressional District 1,81.0000000001
16017017002,1,1601,Congressional District 1,103.99999999983136
16017017003,1,1601,Congressional District 1,78.99999999990347
16017017004,1,1601,Congressional District 1,78.0000000002
16017017005,1,1601,Congressional District 1,205.9929885048
16017017006,1,1601,Congressional District 1,42.0000000001
16017017007,1,1601,Congressional District 1,201.0
16017017009,1,1601,Congressional District 1,36.9999999999
16017017010,1,1601,Congressional District 1,118.0000000003
16017017011,1,1601,Congressional District 1,115.0
16017017012,1,1601,Congressional District 1,41.00000000009541
16017017014,1,1601,Congressional District 1,53.0000000001
