precinct_key,district_num,target_id,target_name,area_weight
16001001006,1,1601,Congressional District 1,0.0008352615422427835
16001001012,1,1601,Congressional District 1,0.8622829511346313
16001001029,1,1601,Congressional District 1,1.0000000000000488
16001001030,1,1601,Congressional District 1,0.0009407196799248486
16001001046,1,1601,Congressional District 1,0.999999999999622
16001001047,1,1601,Congressional District 1,0.9999999926199485
16001001052,1,1601,Congressional District 1,1.0000000000000158
16001001064,1,1601,Congressional District 1,6.112438970514063e-05
16001001065,1,1601,Congressional District 1,0.014881885340616066
16001001066,1,1601,Congressional District 1,0.3318749699960259
16001001067,1,1601,Congressional District 1,0.44443124480854257
16001001068,1,1601,Congressional District 1,0.9999999405789943
16001001069,1,1601,Congressional District 1,0.8822656057752513
16001001070,1,1601,Congressional District 1,1.0000000000000093
16001001071,1,1601,Congressional District 1,0.9999999999999089
16001001072,1,1601,Congressional District 1,1.000000000000007
16001001073,1,1601,Congressional District 1,0.9999999999997329
16001001074,1,1601,Congressional District 1,0.999999999999978
16001001077,1,1601,Congressional District 1,1.0000000000002376
16001001078,1,1601,Congressional District 1,0.9999999999999558
16001001083,1,1601,Congressional District 1,0.9999999999998287
16001001085,1,1601,Congressional District 1,0.9999999999994461
16001001088,1,1601,Congressional District 1,0.7796911876579229
16001001089,1,1601,Congressional District 1,0.7043936546293176
16001001090,1,1601,Congressional District 1,1.0000000000000178
16001001091,1,1601,Congressional District 1,1.0000000000000087
16001001092,1,1601,Congressional District 1,1.000000000000015
16001001093,1,1601,Congressional District 1,1.0000000000000089
16001001094,1,1601,Congressional District 1,0.9999999999998475
16001001095,1,1601,Congressional District 1,1.000000000000053
16001001096,1,1601,Congressional District 1,0.9999999999999826
16001001097,1,1601,Congressional District 1,0.9999999999997334
16001001098,1,1601,Congressional District 1,1.0000000000000018
16001001099,1,1601,Congressional District 1,0.9999999976094953
16001001100,1,1601,Congressional District 1,0.0019114491401511877
16001001101,1,1601,Congressional District 1,4.2251828766289744e-07
16001001102,1,1601,Congressional District 1,3.3653116045457846e-14
16001001103,1,1601,Congressional District 1,0.9999877859397458
16001001105,1,1601,Congressional District 1,0.999578882793107
16001001109,1,1601,Congressional District 1,0.9999999999998872
16001001112,1,1601,Congressional District 1,1.0000000000000913
16001001116,1,1601,Congressional District 1,0.9997103657897627
16001001122,1,1601,Congressional District 1,1.2720951487741774e-15
16001001125,1,1601,Congressional District 1,0.00513319103121576
16001001131,1,1601,Congressional District 1,0.00013075069640232627
16003003001,1,1601,Congressional District 1,1.0000000000000082
16003003002,1,1601,Congressional District 1,0.9999999999999932
16003003003,1,1601,Congressional District 1,1.0000000000000013
16003003004,1,1601,Congressional District 1,0.999999835454401
16003003005,1,1601,Congressional District 1,0.9999999999999888
16003003006,1,1601,Congressional District 1,0.9999999999999915
16009009001,1,1601,Congressional District 1,1.000000000000031
16009009002,1,1601,Congressional District 1,0.9999999999998943
16009009003,1,1601,Congressional District 1,0.9999999999999778
16009009004,1,1601,Congressional District 1,0.9999999999999839
16009009005,1,1601,Congressional District 1,0.9999999999999867
16009009006,1,1601,Congressional District 1,1.000000000000018
16009009007,1,1601,Congressional District 1,0.999999999999987
16009009008,1,1601,Congressional District 1,0.9999999999999898
16009009009,1,1601,Congressional District 1,0.999999999999978
16009009010,1,1601,Congressional District 1,0.9997244883517293
16009009011,1,1601,Congressional District 1,0.9997255732870316
16015015030,1,1601,Congressional District 1,0.9999999999999966
16015015040,1,1601,Congressional District 1,0.9995660711235369
16015015050,1,1601,Congressional District 1,0.999884330210321
16015015060,1,1601,Congressional District 1,0.9993925251145305
16015015070,1,1601,Congressional District 1,0.9995127206369939
16015015080,1,1601,Congressional District 1,1.0
16017017001,1,1601,Congressional District 1,1.0000000000000207
16017017002,1,1601,Congressional District 1,0.9999999999999812
16017017003,1,1601,Congressional District 1,0.9999999999999755
16017017004,1,1601,Congressional District 1,1.0000000000000018
16017017005,1,1601,Congressional District 1,0.9997980307041447
16017017006,1,1601,Congressional District 1,0.9999999999999984
16017017007,1,1601,Congressional District 1,0.9999999999999726
16017017009,1,1601,Congressional District 1,0.9999999999998922
16017017010,1,1601,Congressional District 1,0.9999999999999893
16017017011,1,1601,Congressional District 1,0.9999999999999863
16017017012,1,1601,Congressional District 1,0.999999999999992
16017017014,1,1601,Congressional District 1,0.9999999999999871
