precinct_key,precinct_norm,COUNTYFP20,prec_id,district_num,target_id,target_name,area_weight,population_weight,housing_weight,block_weight,crosswalk_basis
16001011401,ADA - 011401,001,011401,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011402,ADA - 011402,001,011402,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011403,ADA - 011403,001,011403,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011404,ADA - 011404,001,011404,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011405,ADA - 011405,001,011405,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011406,ADA - 011406,001,011406,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011407,ADA - 011407,001,011407,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011408,ADA - 011408,001,011408,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011409,ADA - 011409,001,011409,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011410,ADA - 011410,001,011410,1,1601,Congressional District 1,0.997103555917686,0.997103555917686,0.9967713375602802,0.8447413896231032,population
16001011411,ADA - 011411,001,011411,1,1601,Congressional District 1,0.9772099163766146,0.9772099163766146,0.9739234298066145,0.7191975624672471,population
16001011412,ADA - 011412,001,011412,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011413,ADA - 011413,001,011413,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011414,ADA - 011414,001,011414,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011415,ADA - 011415,001,011415,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011416,ADA - 011416,001,011416,1,1601,Congressional District 1,0.08563579215606322,0.08563579215606322,0.10684452207684851,0.2760666686139848,population
16001011417,ADA - 011417,001,011417,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011418,ADA - 011418,001,011418,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011419,ADA - 011419,001,011419,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001011803,ADA - 011803,001,011803,1,1601,Congressional District 1,0.9042141889087602,0.9042141889087602,0.9032236495756267,0.6543091208537983,population
16001011804,ADA - 011804,001,011804,1,1601,Congressional District 1,0.9174332547488244,0.9174332547488244,0.8672741674470885,0.3684404200382285,population
16001012001,ADA - 012001,001,012001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012002,ADA - 012002,001,012002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012003,ADA - 012003,001,012003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012004,ADA - 012004,001,012004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012005,ADA - 012005,001,012005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012006,ADA - 012006,001,012006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012007,ADA - 012007,001,012007,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012008,ADA - 012008,001,012008,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012009,ADA - 012009,001,012009,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012010,ADA - 012010,001,012010,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012012,ADA - 012012,001,012012,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012013,ADA - 012013,001,012013,1,1601,Congressional District 1,0.5344016527214397,0.5344016527214397,0.5548447595037682,0.6092165345665195,population
16001012101,ADA - 012101,001,012101,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012102,ADA - 012102,001,012102,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012106,ADA - 012106,001,012106,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012107,ADA - 012107,001,012107,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012108,ADA - 012108,001,012108,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012109,ADA - 012109,001,012109,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012110,ADA - 012110,001,012110,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012111,ADA - 012111,001,012111,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012112,ADA - 012112,001,012112,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012113,ADA - 012113,001,012113,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012114,ADA - 012114,001,012114,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012115,ADA - 012115,001,012115,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012116,ADA - 012116,001,012116,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012201,ADA - 012201,001,012201,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012202,ADA - 012202,001,012202,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012203,ADA - 012203,001,012203,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012204,ADA - 012204,001,012204,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012205,ADA - 012205,001,012205,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012206,ADA - 012206,001,012206,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012207,ADA - 012207,001,012207,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012208,ADA - 012208,001,012208,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012209,ADA - 012209,001,012209,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012210,ADA - 012210,001,012210,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012211,ADA - 012211,001,012211,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012212,ADA - 012212,001,012212,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012213,ADA - 012213,001,012213,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16001012214,ADA - 012214,001,012214,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039001,ADAMS - 039001,003,039001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039002,ADAMS - 039002,003,039002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039003,ADAMS - 039003,003,039003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039004,ADAMS - 039004,003,039004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039005,ADAMS - 039005,003,039005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16003039006,ADAMS - 039006,003,039006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095001,BENEWAH - 095001,009,095001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095002,BENEWAH - 095002,009,095002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095003,BENEWAH - 095003,009,095003,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095004,BENEWAH - 095004,009,095004,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095005,BENEWAH - 095005,009,095005,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095006,BENEWAH - 095006,009,095006,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095007,BENEWAH - 095007,009,095007,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095008,BENEWAH - 095008,009,095008,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095009,BENEWAH - 095009,009,095009,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095010,BENEWAH - 095010,009,095010,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16009095011,BENEWAH - 095011,009,095011,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015158030,BOISE - 158030,015,158030,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015158040,BOISE - 158040,015,158040,1,1601,Congressional District 1,0.9996628184880604,0.9996628184880604,0.9998659603373554,0.9997179899558516,population
16015158050,BOISE - 158050,015,158050,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015158060,BOISE - 158060,015,158060,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015158070,BOISE - 158070,015,158070,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16015158080,BOISE - 158080,015,158080,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017171001,BONNER - 171001,017,171001,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
16017171002,BONNER - 171002,017,171002,1,1601,Congressional District 1,1.0,1.0,1.0,1.0,population
