source_vtd_geoid,source_vtd_code,source_countyfp00,source_vtd_name,precinct_key,target_id,target_name,district_num,CD119FP,nhgis_weight,source_blocks,target_blocks,allocated_pop2000,allocated_housing2000,crosswalk_method,source_block_weight_sum,source_block_weight_avg,source_vtd_pop2000,source_vtd_housing2000,population_weight,housing_weight,block_weight,effective_weight,crosswalk_basis
16001001011,001011,001,Voting District 001011,16001001011,1602,Congressional District 2,2,02,58.0,58,56,1161.0,798.0,nhgis_block_weight_chain_2000_2010_2020,58.0,1.0,1161.0,798.0,1.0,1.0,1.0,1.0,population
16001001012,001012,001,Voting District 001012,16001001012,1601,Congressional District 1,1,01,41.65334791046871,42,43,1912.868934584193,713.5143798267485,nhgis_block_weight_chain_2000_2010_2020,41.65334791046871,0.9917463788206836,2119.0000000583823,792.0000000232955,0.9027224797222699,0.9009019947042444,0.5950478272860206,0.9027224797222699,population
16001001012,001012,001,Voting District 001012,16001001012,1602,Congressional District 2,2,02,28.34665209028294,31,15,206.13106547418928,78.485620196547,nhgis_block_weight_chain_2000_2010_2020,28.34665209028294,0.914408131944611,2119.0000000583823,792.0000000232955,0.09727752027773007,0.09909800529575565,0.4049521727139794,0.09727752027773007,population
16001001013,001013,001,Voting District 001013,16001001013,1602,Congressional District 2,2,02,34.9999999999,35,37,1533.9999999771,674.9999999882,nhgis_block_weight_chain_2000_2010_2020,34.9999999999,0.9999999999971428,1533.9999999771,674.9999999882,1.0,1.0,1.0,1.0,population
16001001014,001014,001,Voting District 001014,16001001014,1602,Congressional District 2,2,02,40.9999999999,41,44,3009.9999999903002,1293.9999999955,nhgis_block_weight_chain_2000_2010_2020,40.9999999999,0.999999999997561,3009.9999999903002,1293.9999999955,1.0,1.0,1.0,1.0,population
16001001015,001015,001,Voting District 001015,16001001015,1602,Congressional District 2,2,02,34.0,34,25,2926.0,1178.0,nhgis_block_weight_chain_2000_2010_2020,34.0,1.0,2926.0,1178.0,1.0,1.0,1.0,1.0,population
16001001016,001016,001,Voting District 001016,16001001016,1602,Congressional District 2,2,02,48.0,48,44,4448.0,1652.0,nhgis_block_weight_chain_2000_2010_2020,48.0,1.0,4448.0,1652.0,1.0,1.0,1.0,1.0,population
16001001017,001017,001,Voting District 001017,16001001017,1602,Congressional District 2,2,02,44.0000000001,44,36,2467.0000000084,1105.0000000037999,nhgis_block_weight_chain_2000_2010_2020,44.0000000001,1.0000000000022728,2467.0000000084,1105.0000000037999,1.0,1.0,1.0,1.0,population
16001001018,001018,001,Voting District 001018,16001001018,1602,Congressional District 2,2,02,51.0,51,53,1716.0,816.0,nhgis_block_weight_chain_2000_2010_2020,51.0,1.0,1716.0,816.0,1.0,1.0,1.0,1.0,population
16001001019,001019,001,Voting District 001019,16001001019,1602,Congressional District 2,2,02,41.0,41,41,1261.0,720.0,nhgis_block_weight_chain_2000_2010_2020,41.0,1.0,1261.0,720.0,1.0,1.0,1.0,1.0,population
16001001020,001020,001,Voting District 001020,16001001020,1602,Congressional District 2,2,02,47.0000000001,47,39,3449.0000000186,1592.0000000072,nhgis_block_weight_chain_2000_2010_2020,47.0000000001,1.0000000000021276,3449.0000000186,1592.0000000072,1.0,1.0,1.0,1.0,population
16001001021,001021,001,Voting District 001021,16001001021,1602,Congressional District 2,2,02,50.0,50,50,1407.0,775.0,nhgis_block_weight_chain_2000_2010_2020,50.0,1.0,1407.0,775.0,1.0,1.0,1.0,1.0,population
16001001022,001022,001,Voting District 001022,16001001022,1602,Congressional District 2,2,02,48.0,48,52,1361.0,638.0,nhgis_block_weight_chain_2000_2010_2020,48.0,1.0,1361.0,638.0,1.0,1.0,1.0,1.0,population
16001001023,001023,001,Voting District 001023,16001001023,1602,Congressional District 2,2,02,69.0,69,66,1296.0,687.0,nhgis_block_weight_chain_2000_2010_2020,69.0,1.0,1296.0,687.0,1.0,1.0,1.0,1.0,population
16001001024,001024,001,Voting District 001024,16001001024,1602,Congressional District 2,2,02,58.00000000005116,58,57,1875.0000000162602,891.000000007744,nhgis_block_weight_chain_2000_2010_2020,58.00000000005116,1.000000000000882,1875.0000000162602,891.000000007744,1.0,1.0,1.0,1.0,population
16001001025,001025,001,Voting District 001025,16001001025,1602,Congressional District 2,2,02,21.0,21,18,1933.0,886.0,nhgis_block_weight_chain_2000_2010_2020,21.0,1.0,1933.0,886.0,1.0,1.0,1.0,1.0,population
16001001026,001026,001,Voting District 001026,16001001026,1602,Congressional District 2,2,02,31.000000000100002,31,38,2001.0000000337,1245.0000000206,nhgis_block_weight_chain_2000_2010_2020,31.000000000100002,1.0000000000032259,2001.0000000337,1245.0000000206,1.0,1.0,1.0,1.0,population
16001001027,001027,001,Voting District 001027,16001001027,1602,Congressional District 2,2,02,28.0,28,32,2804.0,1080.0,nhgis_block_weight_chain_2000_2010_2020,28.0,1.0,2804.0,1080.0,1.0,1.0,1.0,1.0,population
16001001028,001028,001,Voting District 001028,16001001028,1602,Congressional District 2,2,02,52.0,52,51,1084.0,536.0,nhgis_block_weight_chain_2000_2010_2020,52.0,1.0,1084.0,536.0,1.0,1.0,1.0,1.0,population
16001001029,001029,001,Voting District 001029,16001001029,1601,Congressional District 1,1,01,64.99999999946422,65,461,1784.999999939442,632.999999979685,nhgis_block_weight_chain_2000_2010_2020,64.99999999946422,0.9999999999917573,1784.999999939442,632.999999979685,1.0,1.0,1.0,1.0,population
16001001030,001030,001,Voting District 001030,16001001030,1602,Congressional District 2,2,02,16.0,16,21,1249.0,514.0,nhgis_block_weight_chain_2000_2010_2020,16.0,1.0,1249.0,514.0,1.0,1.0,1.0,1.0,population
16001001031,001031,001,Voting District 001031,16001001031,1602,Congressional District 2,2,02,71.0,71,71,1831.0,893.0,nhgis_block_weight_chain_2000_2010_2020,71.0,1.0,1831.0,893.0,1.0,1.0,1.0,1.0,population
16001001032,001032,001,Voting District 001032,16001001032,1602,Congressional District 2,2,02,51.00000000008706,51,56,2552.000000062597,1281.0000000356079,nhgis_block_weight_chain_2000_2010_2020,51.00000000008706,1.000000000001707,2552.000000062597,1281.0000000356079,1.0,1.0,1.0,1.0,population
16001001033,001033,001,Voting District 001033,16001001033,1602,Congressional District 2,2,02,47.0,47,43,1507.0,678.0,nhgis_block_weight_chain_2000_2010_2020,47.0,1.0,1507.0,678.0,1.0,1.0,1.0,1.0,population
16001001034,001034,001,Voting District 001034,16001001034,1602,Congressional District 2,2,02,32.0,32,29,1820.0,739.0,nhgis_block_weight_chain_2000_2010_2020,32.0,1.0,1820.0,739.0,1.0,1.0,1.0,1.0,population
16001001035,001035,001,Voting District 001035,16001001035,1602,Congressional District 2,2,02,29.0,29,36,1850.9999999664,913.9999999866,nhgis_block_weight_chain_2000_2010_2020,29.0,1.0,1850.9999999664,913.9999999866,1.0,1.0,1.0,1.0,population
16001001036,001036,001,Voting District 001036,16001001036,1602,Congressional District 2,2,02,36.9999999999,37,31,1921.9999999989,762.0000000001,nhgis_block_weight_chain_2000_2010_2020,36.9999999999,0.9999999999972973,1921.9999999989,762.0000000001,1.0,1.0,1.0,1.0,population
16001001037,001037,001,Voting District 001037,16001001037,1602,Congressional District 2,2,02,50.0,50,45,1383.0,657.0,nhgis_block_weight_chain_2000_2010_2020,50.0,1.0,1383.0,657.0,1.0,1.0,1.0,1.0,population
16001001038,001038,001,Voting District 001038,16001001038,1602,Congressional District 2,2,02,148.00000000023442,148,108,4649.000000031369,1988.0000000212344,nhgis_block_weight_chain_2000_2010_2020,148.00000000023442,1.0000000000015838,4649.000000031369,1988.0000000212344,1.0,1.0,1.0,1.0,population
16001001039,001039,001,Voting District 001039,16001001039,1602,Congressional District 2,2,02,42.0,42,43,2996.0,1367.0,nhgis_block_weight_chain_2000_2010_2020,42.0,1.0,2996.0,1367.0,1.0,1.0,1.0,1.0,population
16001001040,001040,001,Voting District 001040,16001001040,1602,Congressional District 2,2,02,31.0,31,21,1624.0,748.0,nhgis_block_weight_chain_2000_2010_2020,31.0,1.0,1624.0,748.0,1.0,1.0,1.0,1.0,population
16001001041,001041,001,Voting District 001041,16001001041,1602,Congressional District 2,2,02,33.0,33,33,858.0,444.0,nhgis_block_weight_chain_2000_2010_2020,33.0,1.0,858.0,444.0,1.0,1.0,1.0,1.0,population
16001001042,001042,001,Voting District 001042,16001001042,1602,Congressional District 2,2,02,21.999999999117385,22,18,1330.9999999200425,518.9999999678322,nhgis_block_weight_chain_2000_2010_2020,21.999999999117385,0.9999999999598811,1330.9999999200425,518.9999999678322,1.0,1.0,1.0,1.0,population
16001001043,001043,001,Voting District 001043,16001001043,1602,Congressional District 2,2,02,20.0,20,11,1723.0,766.0,nhgis_block_weight_chain_2000_2010_2020,20.0,1.0,1723.0,766.0,1.0,1.0,1.0,1.0,population
16001001044,001044,001,Voting District 001044,16001001044,1602,Congressional District 2,2,02,30.0,30,28,1701.0,712.0,nhgis_block_weight_chain_2000_2010_2020,30.0,1.0,1701.0,712.0,1.0,1.0,1.0,1.0,population
16001001045,001045,001,Voting District 001045,16001001045,1602,Congressional District 2,2,02,35.0,35,33,1691.0,733.0,nhgis_block_weight_chain_2000_2010_2020,35.0,1.0,1691.0,733.0,1.0,1.0,1.0,1.0,population
16001001046,001046,001,Voting District 001046,16001001046,1601,Congressional District 1,1,01,17.0000000003,17,30,745.0000000254,262.0000000088,nhgis_block_weight_chain_2000_2010_2020,17.0000000003,1.000000000017647,745.0000000254,262.0000000088,1.0,1.0,1.0,1.0,population
16001001047,001047,001,Voting District 001047,16001001047,1601,Congressional District 1,1,01,44.00000000009466,44,60,2205.9999999912966,758.9999999983918,nhgis_block_weight_chain_2000_2010_2020,44.00000000009466,1.0000000000021514,2205.9999999912966,758.9999999983918,1.0,1.0,1.0,1.0,population
16001001048,001048,001,Voting District 001048,16001001048,1602,Congressional District 2,2,02,77.0,77,67,1450.0,648.0,nhgis_block_weight_chain_2000_2010_2020,77.0,1.0,1450.0,648.0,1.0,1.0,1.0,1.0,population
16001001049,001049,001,Voting District 001049,16001001049,1602,Congressional District 2,2,02,35.0,35,34,1704.0,701.0,nhgis_block_weight_chain_2000_2010_2020,35.0,1.0,1704.0,701.0,1.0,1.0,1.0,1.0,population
16001001050,001050,001,Voting District 001050,16001001050,1602,Congressional District 2,2,02,26.000000000100002,26,20,2432.0000000394,946.0000000150001,nhgis_block_weight_chain_2000_2010_2020,26.000000000100002,1.0000000000038463,2432.0000000394,946.0000000150001,1.0,1.0,1.0,1.0,population
16001001051,001051,001,Voting District 001051,16001001051,1602,Congressional District 2,2,02,30.0,30,25,1536.0,716.0,nhgis_block_weight_chain_2000_2010_2020,30.0,1.0,1536.0,716.0,1.0,1.0,1.0,1.0,population
16001001052,001052,001,Voting District 001052,16001001052,1601,Congressional District 1,1,01,66.00000000029293,66,222,2991.000000002026,972.0000000025638,nhgis_block_weight_chain_2000_2010_2020,66.00000000029293,1.0000000000044382,2991.000000002026,972.0000000025638,1.0,1.0,1.0,1.0,population
16001001053,001053,001,Voting District 001053,16001001053,1602,Congressional District 2,2,02,40.9999999999,41,25,2587.9999999807,1168.9999999926,nhgis_block_weight_chain_2000_2010_2020,40.9999999999,0.999999999997561,2587.9999999807,1168.9999999926,1.0,1.0,1.0,1.0,population
16001001054,001054,001,Voting District 001054,16001001054,1602,Congressional District 2,2,02,19.000000000100002,19,12,1253.0000000344,451.000000012,nhgis_block_weight_chain_2000_2010_2020,19.000000000100002,1.0000000000052633,1253.0000000344,451.000000012,1.0,1.0,1.0,1.0,population
16001001055,001055,001,Voting District 001055,16001001055,1602,Congressional District 2,2,02,20.0,20,21,1078.0,362.0,nhgis_block_weight_chain_2000_2010_2020,20.0,1.0,1078.0,362.0,1.0,1.0,1.0,1.0,population
16001001056,001056,001,Voting District 001056,16001001056,1602,Congressional District 2,2,02,26.0,26,23,1819.0,713.0,nhgis_block_weight_chain_2000_2010_2020,26.0,1.0,1819.0,713.0,1.0,1.0,1.0,1.0,population
16001001057,001057,001,Voting District 001057,16001001057,1602,Congressional District 2,2,02,19.0,19,19,981.0,410.0,nhgis_block_weight_chain_2000_2010_2020,19.0,1.0,981.0,410.0,1.0,1.0,1.0,1.0,population
16001001058,001058,001,Voting District 001058,16001001058,1602,Congressional District 2,2,02,13.9999999999,14,14,1046.9999999546,440.9999999803,nhgis_block_weight_chain_2000_2010_2020,13.9999999999,0.9999999999928572,1046.9999999546,440.9999999803,1.0,1.0,1.0,1.0,population
16001001059,001059,001,Voting District 001059,16001001059,1602,Congressional District 2,2,02,19.999999999899998,20,19,1342.9999999924,527.9999999967999,nhgis_block_weight_chain_2000_2010_2020,19.999999999899998,0.9999999999949999,1342.9999999924,527.9999999967999,1.0,1.0,1.0,1.0,population
16001001060,001060,001,Voting District 001060,16001001060,1602,Congressional District 2,2,02,18.0,18,18,1154.0,433.0,nhgis_block_weight_chain_2000_2010_2020,18.0,1.0,1154.0,433.0,1.0,1.0,1.0,1.0,population
16001001061,001061,001,Voting District 001061,16001001061,1602,Congressional District 2,2,02,17.9999999999,18,21,1671.9999999879,722.999999995,nhgis_block_weight_chain_2000_2010_2020,17.9999999999,0.9999999999944446,1671.9999999879,722.999999995,1.0,1.0,1.0,1.0,population
16001001062,001062,001,Voting District 001062,16001001062,1602,Congressional District 2,2,02,39.0,39,24,2144.0,899.0,nhgis_block_weight_chain_2000_2010_2020,39.0,1.0,2144.0,899.0,1.0,1.0,1.0,1.0,population
16001001063,001063,001,Voting District 001063,16001001063,1602,Congressional District 2,2,02,27.0,27,21,2445.0,815.0,nhgis_block_weight_chain_2000_2010_2020,27.0,1.0,2445.0,815.0,1.0,1.0,1.0,1.0,population
16001001064,001064,001,Voting District 001064,16001001064,1602,Congressional District 2,2,02,89.99999999920891,90,147,1999.0000000684493,807.0000000247305,nhgis_block_weight_chain_2000_2010_2020,89.99999999920891,0.9999999999912101,1999.0000000684493,807.0000000247305,1.0,1.0,1.0,1.0,population
16001001065,001065,001,Voting District 001065,16001001065,1601,Congressional District 1,1,01,0.4061308229,1,2,3.2490465832,0.8122616458,nhgis_block_weight_chain_2000_2010_2020,0.4061308229,0.4061308229,2090.9999999571346,941.99999998179,0.0015538242865933073,0.0008622735093584947,0.006550497143544412,0.0015538242865933073,population
16001001065,001065,001,Voting District 001065,16001001065,1602,Congressional District 2,2,02,61.59386917713762,62,64,2087.7509533739344,941.1877383359899,nhgis_block_weight_chain_2000_2010_2020,61.59386917713762,0.9934495028570584,2090.9999999571346,941.99999998179,0.9984461757134065,0.9991377264906415,0.9934495028564555,0.9984461757134065,population
16001001066,001066,001,Voting District 001066,16001001066,1601,Congressional District 1,1,01,9.999999999874676,10,37,339.99999999187673,99.9999999977708,nhgis_block_weight_chain_2000_2010_2020,9.999999999874676,0.9999999999874676,2225.9999999499482,710.9999999829653,0.15274034141937182,0.1406469760902485,0.22222222222210325,0.15274034141937182,population
16001001066,001066,001,Voting District 001066,16001001066,1602,Congressional District 2,2,02,34.99999999958546,35,82,1885.9999999580716,610.9999999851944,nhgis_block_weight_chain_2000_2010_2020,34.99999999958546,0.999999999988156,2225.9999999499482,710.9999999829653,0.8472596585806282,0.8593530239097514,0.7777777777778968,0.8472596585806282,population
16001001067,001067,001,Voting District 001067,16001001067,1601,Congressional District 1,1,01,49.9999999997,50,42,2419.9999999885,793.9999999944,nhgis_block_weight_chain_2000_2010_2020,49.9999999997,0.999999999994,4037.999999976919,1383.9999999910858,0.5993065874200922,0.5736994219649668,0.4504504504532155,0.5993065874200922,population
16001001067,001067,001,Voting District 001067,16001001067,1602,Congressional District 2,2,02,60.99999999895263,61,113,1617.9999999884192,589.9999999966858,nhgis_block_weight_chain_2000_2010_2020,60.99999999895263,0.9999999999828301,4037.999999976919,1383.9999999910858,0.40069341257990776,0.4263005780350332,0.5495495495467845,0.40069341257990776,population
16001001068,001068,001,Voting District 001068,16001001068,1601,Congressional District 1,1,01,142.99999999929884,143,280,4508.999999989246,1574.9999999992544,nhgis_block_weight_chain_2000_2010_2020,142.99999999929884,0.9999999999950968,4508.999999989246,1574.9999999992544,1.0,1.0,1.0,1.0,population
16001001069,001069,001,Voting District 001069,16001001069,1601,Congressional District 1,1,01,88.0000000001,88,43,3112.0000000026,240.0000000013,nhgis_block_weight_chain_2000_2010_2020,88.0000000001,1.0000000000011364,3160.0000000026,273.0000000013,0.984810126582291,0.8791208791214548,0.5751633986934641,0.984810126582291,population
16001001069,001069,001,Voting District 001069,16001001069,1602,Congressional District 2,2,02,64.9999999999,65,61,48.0,33.0,nhgis_block_weight_chain_2000_2010_2020,64.9999999999,0.9999999999984616,3160.0000000026,273.0000000013,0.015189873417709021,0.12087912087854526,0.42483660130653594,0.015189873417709021,population
16001001070,001070,001,Voting District 001070,16001001070,1601,Congressional District 1,1,01,125.0,125,57,145.0,53.0,nhgis_block_weight_chain_2000_2010_2020,125.0,1.0,145.0,53.0,1.0,1.0,1.0,1.0,population
16001001071,001071,001,Voting District 001071,16001001071,1601,Congressional District 1,1,01,110.0000000003021,110,86,2634.9999999987376,1113.9999999994147,nhgis_block_weight_chain_2000_2010_2020,110.0000000003021,1.0000000000027462,2634.9999999987376,1113.9999999994147,1.0,1.0,1.0,1.0,population
16001001072,001072,001,Voting District 001072,16001001072,1601,Congressional District 1,1,01,23.999999999899998,24,17,1704.9999999730999,640.9999999905,nhgis_block_weight_chain_2000_2010_2020,23.999999999899998,0.9999999999958332,1704.9999999730999,640.9999999905,1.0,1.0,1.0,1.0,population
16001001073,001073,001,Voting District 001073,16001001073,1601,Congressional District 1,1,01,67.9999999997,68,77,4747.999999814,1538.9999999427,nhgis_block_weight_chain_2000_2010_2020,67.9999999997,0.9999999999955882,4747.999999814,1538.9999999427,1.0,1.0,1.0,1.0,population
16001001074,001074,001,Voting District 001074,16001001074,1601,Congressional District 1,1,01,53.000000001165255,53,191,2802.0000000845193,1044.000000030675,nhgis_block_weight_chain_2000_2010_2020,53.000000001165255,1.000000000021986,2802.0000000845193,1044.000000030675,1.0,1.0,1.0,1.0,population
16001001075,001075,001,Voting District 001075,16001001075,1602,Congressional District 2,2,02,30.0,30,24,1947.0,652.0,nhgis_block_weight_chain_2000_2010_2020,30.0,1.0,1947.0,652.0,1.0,1.0,1.0,1.0,population
16001001076,001076,001,Voting District 001076,16001001076,1602,Congressional District 2,2,02,24.999999999899998,25,22,1705.9999999881,575.9999999958,nhgis_block_weight_chain_2000_2010_2020,24.999999999899998,0.999999999996,1705.9999999881,575.9999999958,1.0,1.0,1.0,1.0,population
16001001077,001077,001,Voting District 001077,16001001077,1601,Congressional District 1,1,01,67.9999999999,68,52,2892.9999999985,932.9999999994,nhgis_block_weight_chain_2000_2010_2020,67.9999999999,0.9999999999985294,2892.9999999985,932.9999999994,1.0,1.0,1.0,1.0,population
16001001078,001078,001,Voting District 001078,16001001078,1601,Congressional District 1,1,01,39.999999999799996,40,68,1315.9999999945,415.9999999978,nhgis_block_weight_chain_2000_2010_2020,39.999999999799996,0.9999999999949999,1315.9999999945,415.9999999978,1.0,1.0,1.0,1.0,population
16001001079,001079,001,Voting District 001079,16001001079,1602,Congressional District 2,2,02,28.0000000001,28,24,3052.0000001094,889.0000000307,nhgis_block_weight_chain_2000_2010_2020,28.0000000001,1.0000000000035714,3052.0000001094,889.0000000307,1.0,1.0,1.0,1.0,population
16001001080,001080,001,Voting District 001080,16001001080,1602,Congressional District 2,2,02,39.0,39,40,2633.0,939.0,nhgis_block_weight_chain_2000_2010_2020,39.0,1.0,2633.0,939.0,1.0,1.0,1.0,1.0,population
16001001081,001081,001,Voting District 001081,16001001081,1602,Congressional District 2,2,02,43.0,43,32,3399.0,881.0,nhgis_block_weight_chain_2000_2010_2020,43.0,1.0,3399.0,881.0,1.0,1.0,1.0,1.0,population
16001001082,001082,001,Voting District 001082,16001001082,1602,Congressional District 2,2,02,30.000000000100002,30,26,3629.0000000210002,1484.0000000073999,nhgis_block_weight_chain_2000_2010_2020,30.000000000100002,1.0000000000033333,3629.0000000210002,1484.0000000073999,1.0,1.0,1.0,1.0,population
16001001083,001083,001,Voting District 001083,16001001083,1601,Congressional District 1,1,01,70.0,70,99,2606.9999999754,1000.9999999904,nhgis_block_weight_chain_2000_2010_2020,70.0,1.0,2606.9999999754,1000.9999999904,1.0,1.0,1.0,1.0,population
16001001084,001084,001,Voting District 001084,16001001084,1602,Congressional District 2,2,02,44.0,44,33,2480.0,1085.0,nhgis_block_weight_chain_2000_2010_2020,44.0,1.0,2480.0,1085.0,1.0,1.0,1.0,1.0,population
16001001085,001085,001,Voting District 001085,16001001085,1601,Congressional District 1,1,01,41.999999999799996,42,43,2119.9999999967,748.9999999987,nhgis_block_weight_chain_2000_2010_2020,41.999999999799996,0.999999999995238,2119.9999999967,748.9999999987,1.0,1.0,1.0,1.0,population
16001001086,001086,001,Voting District 001086,16001001086,1602,Congressional District 2,2,02,51.0,51,48,3913.0,1550.0,nhgis_block_weight_chain_2000_2010_2020,51.0,1.0,3913.0,1550.0,1.0,1.0,1.0,1.0,population
16001001087,001087,001,Voting District 001087,16001001087,1602,Congressional District 2,2,02,70.00000000029945,70,70,4151.000000039948,1593.0000000131201,nhgis_block_weight_chain_2000_2010_2020,70.00000000029945,1.000000000004278,4151.000000039948,1593.0000000131201,1.0,1.0,1.0,1.0,population
16001001088,001088,001,Voting District 001088,16001001088,1601,Congressional District 1,1,01,51.35039072392899,53,51,3201.4250719149713,1253.0393165356934,nhgis_block_weight_chain_2000_2010_2020,51.35039072392899,0.9688752966779054,3207.9999999817715,1255.9999999928934,0.9979504588320333,0.9976427679480758,0.8853515642113355,0.9979504588320333,population
16001001088,001088,001,Voting District 001088,16001001088,1602,Congressional District 2,2,02,6.6496092757000005,7,13,6.5749280668,2.9606834572,nhgis_block_weight_chain_2000_2010_2020,6.6496092757000005,0.9499441822428573,3207.9999999817715,1255.9999999928934,0.0020495411679667583,0.0023572320519241654,0.11464843578866442,0.0020495411679667583,population
16001001089,001089,001,Voting District 001089,16001001089,1601,Congressional District 1,1,01,40.000000001047916,40,48,2108.000000035718,782.0000000132696,nhgis_block_weight_chain_2000_2010_2020,40.000000001047916,1.000000000026198,2388.000000038418,923.0000000142696,0.8827470686774727,0.8472372697737593,0.7692307692339404,0.8827470686774727,population
16001001089,001089,001,Voting District 001089,16001001089,1602,Congressional District 2,2,02,12.0000000001,12,13,280.0000000027,141.00000000100002,nhgis_block_weight_chain_2000_2010_2020,12.0000000001,1.0000000000083333,2388.000000038418,923.0000000142696,0.11725293132252738,0.15276273022624068,0.23076923076605954,0.11725293132252738,population
16001001090,001090,001,Voting District 001090,16001001090,1601,Congressional District 1,1,01,71.00000000078246,71,93,2879.0000000436567,939.0000000134439,nhgis_block_weight_chain_2000_2010_2020,71.00000000078246,1.0000000000110205,2879.0000000436567,939.0000000134439,1.0,1.0,1.0,1.0,population
16001001091,001091,001,Voting District 001091,16001001091,1601,Congressional District 1,1,01,146.9999999998596,147,336,6656.000000036955,2258.0000000093455,nhgis_block_weight_chain_2000_2010_2020,146.9999999998596,0.9999999999990449,6656.000000036955,2258.0000000093455,1.0,1.0,1.0,1.0,population
16001001092,001092,001,Voting District 001092,16001001092,1601,Congressional District 1,1,01,135.00000000025742,135,128,1757.0000000127661,562.0000000038256,nhgis_block_weight_chain_2000_2010_2020,135.00000000025742,1.0000000000019067,1757.0000000127661,562.0000000038256,1.0,1.0,1.0,1.0,population
16001001093,001093,001,Voting District 001093,16001001093,1601,Congressional District 1,1,01,33.0,33,54,1792.9999999894,593.999999997,nhgis_block_weight_chain_2000_2010_2020,33.0,1.0,1792.9999999894,593.999999997,1.0,1.0,1.0,1.0,population
16001001094,001094,001,Voting District 001094,16001001094,1601,Congressional District 1,1,01,39.000000000298996,39,52,711.0000000353123,234.00000001137886,nhgis_block_weight_chain_2000_2010_2020,39.000000000298996,1.0000000000076665,711.0000000353123,234.00000001137886,1.0,1.0,1.0,1.0,population
16001001095,001095,001,Voting District 001095,16001001095,1601,Congressional District 1,1,01,77.0,77,76,4736.0000000045,1694.9999999961,nhgis_block_weight_chain_2000_2010_2020,77.0,1.0,4736.0000000045,1694.9999999961,1.0,1.0,1.0,1.0,population
16001001096,001096,001,Voting District 001096,16001001096,1601,Congressional District 1,1,01,65.0,65,58,3678.9999999479,1338.9999999812,nhgis_block_weight_chain_2000_2010_2020,65.0,1.0,3678.9999999479,1338.9999999812,1.0,1.0,1.0,1.0,population
16001001097,001097,001,Voting District 001097,16001001097,1601,Congressional District 1,1,01,39.0,39,39,2330.0,835.0,nhgis_block_weight_chain_2000_2010_2020,39.0,1.0,2330.0,835.0,1.0,1.0,1.0,1.0,population
16001001098,001098,001,Voting District 001098,16001001098,1601,Congressional District 1,1,01,53.9999999999,54,67,3890.999999987,1440.9999999959,nhgis_block_weight_chain_2000_2010_2020,53.9999999999,0.9999999999981481,3890.999999987,1440.9999999959,1.0,1.0,1.0,1.0,population
