precinct_key,precinct_norm,COUNTYFP20,prec_id,district_num,target_id,target_name,area_weight,population_weight,housing_weight,block_weight,crosswalk_basis
16035357004,CLEARWATER - 357004,035,357004,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357005,CLEARWATER - 357005,035,357005,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357006,CLEARWATER - 357006,035,357006,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357007,CLEARWATER - 357007,035,357007,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357008,CLEARWATER - 357008,035,357008,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357009,CLEARWATER - 357009,035,357009,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357010,CLEARWATER - 357010,035,357010,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357011,CLEARWATER - 357011,035,357011,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357012,CLEARWATER - 357012,035,357012,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357013,CLEARWATER - 357013,035,357013,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16035357014,CLEARWATER - 357014,035,357014,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552001,KOOTENAI - 552001,055,552001,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552002,KOOTENAI - 552002,055,552002,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552003,KOOTENAI - 552003,055,552003,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552004,KOOTENAI - 552004,055,552004,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552061,KOOTENAI - 552061,055,552061,2,16002,State House District 2,0.8025818925838034,0.8025818925838034,0.7955240607619228,0.8783650708878595,population
16055552067,KOOTENAI - 552067,055,552067,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552068,KOOTENAI - 552068,055,552068,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552070,KOOTENAI - 552070,055,552070,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055554057,KOOTENAI - 554057,055,554057,2,16002,State House District 2,0.003183729803404586,0.003183729803404586,0.00294130992739931,0.0014204219598027898,population
16079797001,SHOSHONE - 797001,079,797001,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797002,SHOSHONE - 797002,079,797002,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797003,SHOSHONE - 797003,079,797003,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797004,SHOSHONE - 797004,079,797004,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797005,SHOSHONE - 797005,079,797005,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797006,SHOSHONE - 797006,079,797006,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797007,SHOSHONE - 797007,079,797007,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797008,SHOSHONE - 797008,079,797008,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797009,SHOSHONE - 797009,079,797009,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797010,SHOSHONE - 797010,079,797010,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797011,SHOSHONE - 797011,079,797011,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797012,SHOSHONE - 797012,079,797012,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16079797013,SHOSHONE - 797013,079,797013,2,16002,State House District 2,1.0,1.0,1.0,1.0,population
16055552005,KOOTENAI - 552005,055,552005,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552006,KOOTENAI - 552006,055,552006,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552007,KOOTENAI - 552007,055,552007,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552012,KOOTENAI - 552012,055,552012,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552013,KOOTENAI - 552013,055,552013,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552014,KOOTENAI - 552014,055,552014,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552015,KOOTENAI - 552015,055,552015,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552016,KOOTENAI - 552016,055,552016,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552017,KOOTENAI - 552017,055,552017,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552018,KOOTENAI - 552018,055,552018,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552019,KOOTENAI - 552019,055,552019,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552020,KOOTENAI - 552020,055,552020,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552021,KOOTENAI - 552021,055,552021,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055552022,KOOTENAI - 552022,055,552022,3,16003,State House District 3,0.9798930096822553,0.9798930096822553,0.982936506886523,0.973354948543004,population
16055552041,KOOTENAI - 552041,055,552041,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055553008,KOOTENAI - 553008,055,553008,3,16003,State House District 3,0.42648083622918653,0.42648083622918653,0.39483394833173313,0.6271186440624603,population
16055553009,KOOTENAI - 553009,055,553009,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055553010,KOOTENAI - 553010,055,553010,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055553011,KOOTENAI - 553011,055,553011,3,16003,State House District 3,1.0,1.0,1.0,1.0,population
16055553023,KOOTENAI - 553023,055,553023,3,16003,State House District 3,0.1013435736633659,0.1013435736633659,0.09983997916940353,0.12225081330147665,population
16055554039,KOOTENAI - 554039,055,554039,3,16003,State House District 3,0.1848222118788779,0.1848222118788779,0.18699722367601945,0.42901035857576436,population
16055554040,KOOTENAI - 554040,055,554040,3,16003,State House District 3,0.28930868033622237,0.28930868033622237,0.28840686925038933,0.44916355900746513,population
16055552022,KOOTENAI - 552022,055,552022,4,16004,State House District 4,0.020106990317744634,0.020106990317744634,0.017063493113477022,0.026645051456996034,population
16055552061,KOOTENAI - 552061,055,552061,4,16004,State House District 4,0.19741810741619661,0.19741810741619661,0.20447593923807722,0.12163492911214038,population
16055554037,KOOTENAI - 554037,055,554037,4,16004,State House District 4,0.0001544667015233551,0.0001544667015233551,0.000426551736818376,0.057592837033807506,population
16055554038,KOOTENAI - 554038,055,554038,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554039,KOOTENAI - 554039,055,554039,4,16004,State House District 4,0.8151777881211221,0.8151777881211221,0.8130027763239804,0.5709896414242357,population
16055554040,KOOTENAI - 554040,055,554040,4,16004,State House District 4,0.7106913196637776,0.7106913196637776,0.7115931307496107,0.5508364409925348,population
16055554042,KOOTENAI - 554042,055,554042,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554043,KOOTENAI - 554043,055,554043,4,16004,State House District 4,0.8099049463531159,0.8099049463531159,0.7651832448251441,0.3935474972125854,population
16055554044,KOOTENAI - 554044,055,554044,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554045,KOOTENAI - 554045,055,554045,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554046,KOOTENAI - 554046,055,554046,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554047,KOOTENAI - 554047,055,554047,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554048,KOOTENAI - 554048,055,554048,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554049,KOOTENAI - 554049,055,554049,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554050,KOOTENAI - 554050,055,554050,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554051,KOOTENAI - 554051,055,554051,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554052,KOOTENAI - 554052,055,554052,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554053,KOOTENAI - 554053,055,554053,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554054,KOOTENAI - 554054,055,554054,4,16004,State House District 4,0.9956385778198922,0.9956385778198922,0.9011847334510206,0.9533591477476379,population
16055554055,KOOTENAI - 554055,055,554055,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554056,KOOTENAI - 554056,055,554056,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554057,KOOTENAI - 554057,055,554057,4,16004,State House District 4,0.9968162701965955,0.9968162701965955,0.9970586900726006,0.9985795780401971,population
16055554058,KOOTENAI - 554058,055,554058,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554059,KOOTENAI - 554059,055,554059,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554060,KOOTENAI - 554060,055,554060,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055554062,KOOTENAI - 554062,055,554062,4,16004,State House District 4,1.0,1.0,1.0,1.0,population
16055553008,KOOTENAI - 553008,055,553008,5,16005,State House District 5,0.5735191637708136,0.5735191637708136,0.605166051668267,0.37288135593753974,population
16055553023,KOOTENAI - 553023,055,553023,5,16005,State House District 5,0.8986564263366341,0.8986564263366341,0.9001600208305964,0.8777491866985233,population
16055553024,KOOTENAI - 553024,055,553024,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553025,KOOTENAI - 553025,055,553025,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553026,KOOTENAI - 553026,055,553026,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553027,KOOTENAI - 553027,055,553027,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553028,KOOTENAI - 553028,055,553028,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553029,KOOTENAI - 553029,055,553029,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553030,KOOTENAI - 553030,055,553030,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553031,KOOTENAI - 553031,055,553031,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553032,KOOTENAI - 553032,055,553032,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553033,KOOTENAI - 553033,055,553033,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553034,KOOTENAI - 553034,055,553034,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553035,KOOTENAI - 553035,055,553035,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553036,KOOTENAI - 553036,055,553036,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553063,KOOTENAI - 553063,055,553063,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553064,KOOTENAI - 553064,055,553064,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553065,KOOTENAI - 553065,055,553065,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553066,KOOTENAI - 553066,055,553066,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055553069,KOOTENAI - 553069,055,553069,5,16005,State House District 5,1.0,1.0,1.0,1.0,population
16055554037,KOOTENAI - 554037,055,554037,5,16005,State House District 5,0.9998455332984767,0.9998455332984767,0.9995734482631816,0.9424071629661925,population
16055554043,KOOTENAI - 554043,055,554043,5,16005,State House District 5,0.1900950536468841,0.1900950536468841,0.2348167551748558,0.6064525027874146,population
16055554054,KOOTENAI - 554054,055,554054,5,16005,State House District 5,0.004361422180107775,0.004361422180107775,0.0988152665489794,0.046640852252362135,population
16057575001,LATAH - 575001,057,575001,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575002,LATAH - 575002,057,575002,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575003,LATAH - 575003,057,575003,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575004,LATAH - 575004,057,575004,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575005,LATAH - 575005,057,575005,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575006,LATAH - 575006,057,575006,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575007,LATAH - 575007,057,575007,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575008,LATAH - 575008,057,575008,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575009,LATAH - 575009,057,575009,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575010,LATAH - 575010,057,575010,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575011,LATAH - 575011,057,575011,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575012,LATAH - 575012,057,575012,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575013,LATAH - 575013,057,575013,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575014,LATAH - 575014,057,575014,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575015,LATAH - 575015,057,575015,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575016,LATAH - 575016,057,575016,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575017,LATAH - 575017,057,575017,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575018,LATAH - 575018,057,575018,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575019,LATAH - 575019,057,575019,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575020,LATAH - 575020,057,575020,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575021,LATAH - 575021,057,575021,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575022,LATAH - 575022,057,575022,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575023,LATAH - 575023,057,575023,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575024,LATAH - 575024,057,575024,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575025,LATAH - 575025,057,575025,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575026,LATAH - 575026,057,575026,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575027,LATAH - 575027,057,575027,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575028,LATAH - 575028,057,575028,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575029,LATAH - 575029,057,575029,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575030,LATAH - 575030,057,575030,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575031,LATAH - 575031,057,575031,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16057575032,LATAH - 575032,057,575032,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616001,LEWIS - 616001,061,616001,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616002,LEWIS - 616002,061,616002,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616003,LEWIS - 616003,061,616003,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616004,LEWIS - 616004,061,616004,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616005,LEWIS - 616005,061,616005,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616006,LEWIS - 616006,061,616006,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616007,LEWIS - 616007,061,616007,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16061616008,LEWIS - 616008,061,616008,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696019,NEZ PERCE - 696019,069,696019,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696021,NEZ PERCE - 696021,069,696021,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696023,NEZ PERCE - 696023,069,696023,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696024,NEZ PERCE - 696024,069,696024,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696026,NEZ PERCE - 696026,069,696026,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696027,NEZ PERCE - 696027,069,696027,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696028,NEZ PERCE - 696028,069,696028,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696029,NEZ PERCE - 696029,069,696029,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696030,NEZ PERCE - 696030,069,696030,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696031,NEZ PERCE - 696031,069,696031,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16069696032,NEZ PERCE - 696032,069,696032,6,16006,State House District 6,1.0,1.0,1.0,1.0,population
16003039001,ADAMS - 039001,003,039001,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16003039002,ADAMS - 039002,003,039002,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16003039003,ADAMS - 039003,003,039003,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16003039004,ADAMS - 039004,003,039004,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16003039005,ADAMS - 039005,003,039005,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16003039006,ADAMS - 039006,003,039006,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497001,IDAHO - 497001,049,497001,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497002,IDAHO - 497002,049,497002,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497003,IDAHO - 497003,049,497003,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497004,IDAHO - 497004,049,497004,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497005,IDAHO - 497005,049,497005,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497006,IDAHO - 497006,049,497006,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497007,IDAHO - 497007,049,497007,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497008,IDAHO - 497008,049,497008,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497009,IDAHO - 497009,049,497009,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497010,IDAHO - 497010,049,497010,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497011,IDAHO - 497011,049,497011,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497012,IDAHO - 497012,049,497012,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497013,IDAHO - 497013,049,497013,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497014,IDAHO - 497014,049,497014,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497015,IDAHO - 497015,049,497015,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497016,IDAHO - 497016,049,497016,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497017,IDAHO - 497017,049,497017,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497018,IDAHO - 497018,049,497018,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497019,IDAHO - 497019,049,497019,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497020,IDAHO - 497020,049,497020,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497021,IDAHO - 497021,049,497021,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497022,IDAHO - 497022,049,497022,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497023,IDAHO - 497023,049,497023,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497024,IDAHO - 497024,049,497024,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497025,IDAHO - 497025,049,497025,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497026,IDAHO - 497026,049,497026,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16049497027,IDAHO - 497027,049,497027,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696001,NEZ PERCE - 696001,069,696001,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696002,NEZ PERCE - 696002,069,696002,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696003,NEZ PERCE - 696003,069,696003,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696004,NEZ PERCE - 696004,069,696004,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696005,NEZ PERCE - 696005,069,696005,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696006,NEZ PERCE - 696006,069,696006,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696007,NEZ PERCE - 696007,069,696007,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696008,NEZ PERCE - 696008,069,696008,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696009,NEZ PERCE - 696009,069,696009,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696010,NEZ PERCE - 696010,069,696010,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696011,NEZ PERCE - 696011,069,696011,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696012,NEZ PERCE - 696012,069,696012,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696013,NEZ PERCE - 696013,069,696013,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696014,NEZ PERCE - 696014,069,696014,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696015,NEZ PERCE - 696015,069,696015,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696016,NEZ PERCE - 696016,069,696016,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696017,NEZ PERCE - 696017,069,696017,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696018,NEZ PERCE - 696018,069,696018,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696020,NEZ PERCE - 696020,069,696020,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696022,NEZ PERCE - 696022,069,696022,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16069696025,NEZ PERCE - 696025,069,696025,7,16007,State House District 7,1.0,1.0,1.0,1.0,population
16015158030,BOISE - 158030,015,158030,8,16008,State House District 8,1.0,1.0,1.0,1.0,population
16015158040,BOISE - 158040,015,158040,8,16008,State House District 8,0.9996628184880604,0.9996628184880604,0.9998659603373554,0.9997179899558516,population
