GEOID20,precinct_norm,COUNTYFP20,prec_id,target_id,target_name,district_num,nhgis_weight,source_blocks,target_blocks,allocated_pop2000,allocated_housing2000,crosswalk_method,source_vtd20_pop2000,source_vtd20_housing2000,source_vtd20_block_weight,population_weight,housing_weight,block_weight,effective_weight,crosswalk_basis
16001011419,ADA - 011419,001,011419,1601,Congressional District 1,1,41.66525076914544,44,39,2616.529583412725,840.2815388943627,nhgis_block_weight_chain_2000_2010_2020,2616.529583412725,840.2815388943627,41.66525076914544,1.0,1.0,1.0,1.0,population
16001011501,ADA - 011501,001,011501,1602,Congressional District 2,2,31.999999999899998,32,30,2801.9999999874,1025.9999999958,nhgis_block_weight_chain_2000_2010_2020,2801.9999999874,1025.9999999958,31.999999999899998,1.0,1.0,1.0,1.0,population
16001011502,ADA - 011502,001,011502,1602,Congressional District 2,2,28.8109002062,30,25,3122.5785753477,910.8791769416,nhgis_block_weight_chain_2000_2010_2020,3122.5785753477,910.8791769416,28.8109002062,1.0,1.0,1.0,1.0,population
16001011503,ADA - 011503,001,011503,1602,Congressional District 2,2,40.176086627,41,34,2377.3953984162,799.1078099181,nhgis_block_weight_chain_2000_2010_2020,2377.3953984162,799.1078099181,40.176086627,1.0,1.0,1.0,1.0,population
16001011504,ADA - 011504,001,011504,1602,Congressional District 2,2,34.80366104605089,38,55,2285.8264503515225,750.7092883603044,nhgis_block_weight_chain_2000_2010_2020,2285.8264503515225,750.7092883603044,34.80366104605089,1.0,1.0,1.0,1.0,population
16001011505,ADA - 011505,001,011505,1602,Congressional District 2,2,27.0,27,21,2445.0,815.0,nhgis_block_weight_chain_2000_2010_2020,2445.0,815.0,27.0,1.0,1.0,1.0,1.0,population
16001011506,ADA - 011506,001,011506,1602,Congressional District 2,2,35.0,35,26,2841.0,957.0,nhgis_block_weight_chain_2000_2010_2020,2841.0,957.0,35.0,1.0,1.0,1.0,1.0,population
16001011507,ADA - 011507,001,011507,1602,Congressional District 2,2,45.0000000001,45,33,3503.0000000055,1149.0000000019,nhgis_block_weight_chain_2000_2010_2020,3503.0000000055,1149.0000000019,45.0000000001,1.0,1.0,1.0,1.0,population
16001011508,ADA - 011508,001,011508,1602,Congressional District 2,2,35.0,35,30,2886.0,1034.0,nhgis_block_weight_chain_2000_2010_2020,2886.0,1034.0,35.0,1.0,1.0,1.0,1.0,population
16001011509,ADA - 011509,001,011509,1602,Congressional District 2,2,51.0,51,48,3913.0,1550.0,nhgis_block_weight_chain_2000_2010_2020,3913.0,1550.0,51.0,1.0,1.0,1.0,1.0,population
16001011510,ADA - 011510,001,011510,1602,Congressional District 2,2,37.0,37,38,2877.0,1097.0,nhgis_block_weight_chain_2000_2010_2020,2877.0,1097.0,37.0,1.0,1.0,1.0,1.0,population
16001011511,ADA - 011511,001,011511,1602,Congressional District 2,2,26.0,26,21,1868.0,792.0,nhgis_block_weight_chain_2000_2010_2020,1868.0,792.0,26.0,1.0,1.0,1.0,1.0,population
16001011512,ADA - 011512,001,011512,1602,Congressional District 2,2,32.0,32,36,2027.0,905.0,nhgis_block_weight_chain_2000_2010_2020,2027.0,905.0,32.0,1.0,1.0,1.0,1.0,population
16001011513,ADA - 011513,001,011513,1602,Congressional District 2,2,24.0,24,21,2257.0,834.0,nhgis_block_weight_chain_2000_2010_2020,2257.0,834.0,24.0,1.0,1.0,1.0,1.0,population
16001011514,ADA - 011514,001,011514,1602,Congressional District 2,2,38.182192707099446,42,36,2130.0621614345473,690.0721220808202,nhgis_block_weight_chain_2000_2010_2020,2130.0621614345473,690.0721220808202,38.182192707099446,1.0,1.0,1.0,1.0,population
16001011515,ADA - 011515,001,011515,1602,Congressional District 2,2,26.0212411259,29,18,1479.647186434,533.7602195089,nhgis_block_weight_chain_2000_2010_2020,1479.647186434,533.7602195089,26.0212411259,1.0,1.0,1.0,1.0,population
16001011601,ADA - 011601,001,011601,1602,Congressional District 2,2,42.26651185273762,55,42,2004.3525849354344,903.6451070871899,nhgis_block_weight_chain_2000_2010_2020,2004.3525849354344,903.6451070871899,42.26651185273762,1.0,1.0,1.0,1.0,population
16001011602,ADA - 011602,001,011602,1602,Congressional District 2,2,38.069358885233065,44,30,3291.139877176769,1561.858109376709,nhgis_block_weight_chain_2000_2010_2020,3291.139877176769,1561.858109376709,38.069358885233065,1.0,1.0,1.0,1.0,population
16001011603,ADA - 011603,001,011603,1602,Congressional District 2,2,40.0,40,37,4032.0,1592.0,nhgis_block_weight_chain_2000_2010_2020,4032.0,1592.0,40.0,1.0,1.0,1.0,1.0,population
16001011604,ADA - 011604,001,011604,1602,Congressional District 2,2,26.000000000100002,26,20,2432.0000000394,946.0000000150001,nhgis_block_weight_chain_2000_2010_2020,2432.0000000394,946.0000000150001,26.000000000100002,1.0,1.0,1.0,1.0,population
16001011605,ADA - 011605,001,011605,1602,Congressional District 2,2,45.0,45,43,2772.0,1133.0,nhgis_block_weight_chain_2000_2010_2020,2772.0,1133.0,45.0,1.0,1.0,1.0,1.0,population
16001011606,ADA - 011606,001,011606,1602,Congressional District 2,2,92.1293916024,93,87,2880.0325621256,1383.9211653816,nhgis_block_weight_chain_2000_2010_2020,2880.0325621256,1383.9211653816,92.1293916024,1.0,1.0,1.0,1.0,population
16001011607,ADA - 011607,001,011607,1602,Congressional District 2,2,49.04011801186289,50,43,3437.996373174766,1517.9984899688516,nhgis_block_weight_chain_2000_2010_2020,3437.996373174766,1517.9984899688516,49.04011801186289,1.0,1.0,1.0,1.0,population
16001011608,ADA - 011608,001,011608,1602,Congressional District 2,2,151.28902216302347,163,102,4284.020818454382,1738.724908234331,nhgis_block_weight_chain_2000_2010_2020,4284.020818454382,1738.724908234331,151.28902216302347,1.0,1.0,1.0,1.0,population
16001011609,ADA - 011609,001,011609,1602,Congressional District 2,2,51.15775664370134,53,48,2611.241822610641,904.9700970670831,nhgis_block_weight_chain_2000_2010_2020,2611.241822610641,904.9700970670831,51.15775664370134,1.0,1.0,1.0,1.0,population
16001011610,ADA - 011610,001,011610,1602,Congressional District 2,2,50.85525652319866,53,38,3595.7842037439586,1288.042916107117,nhgis_block_weight_chain_2000_2010_2020,3595.7842037439586,1288.042916107117,50.85525652319866,1.0,1.0,1.0,1.0,population
16001011611,ADA - 011611,001,011611,1602,Congressional District 2,2,28.000000000100002,28,20,2783.0000000344003,994.000000012,nhgis_block_weight_chain_2000_2010_2020,2783.0000000344003,994.000000012,28.000000000100002,1.0,1.0,1.0,1.0,population
16001011612,ADA - 011612,001,011612,1602,Congressional District 2,2,30.0,30,29,2161.0,1034.0,nhgis_block_weight_chain_2000_2010_2020,2161.0,1034.0,30.0,1.0,1.0,1.0,1.0,population
16001011613,ADA - 011613,001,011613,1602,Congressional District 2,2,32.999999999799996,33,32,2389.999999947,968.9999999771,nhgis_block_weight_chain_2000_2010_2020,2389.999999947,968.9999999771,32.999999999799996,1.0,1.0,1.0,1.0,population
16001011614,ADA - 011614,001,011614,1602,Congressional District 2,2,26.000000000100002,26,21,2550.0000000347,1349.0000000183,nhgis_block_weight_chain_2000_2010_2020,2550.0000000347,1349.0000000183,26.000000000100002,1.0,1.0,1.0,1.0,population
16001011615,ADA - 011615,001,011615,1602,Congressional District 2,2,73.79656078109997,74,75,3526.000000001056,1655.0000000019354,nhgis_block_weight_chain_2000_2010_2020,3526.000000001056,1655.0000000019354,73.79656078109997,1.0,1.0,1.0,1.0,population
16001011701,ADA - 011701,001,011701,1602,Congressional District 2,2,53.0738341108,55,48,2651.505951831,1209.2407389988,nhgis_block_weight_chain_2000_2010_2020,2651.505951831,1209.2407389988,53.0738341108,1.0,1.0,1.0,1.0,population
16001011702,ADA - 011702,001,011702,1602,Congressional District 2,2,49.9398185958,52,41,2924.1018183346,1144.1107470466,nhgis_block_weight_chain_2000_2010_2020,2924.1018183346,1144.1107470466,49.9398185958,1.0,1.0,1.0,1.0,population
16001011703,ADA - 011703,001,011703,1602,Congressional District 2,2,48.0,48,45,4290.0000000128,1584.0000000034,nhgis_block_weight_chain_2000_2010_2020,4290.0000000128,1584.0000000034,48.0,1.0,1.0,1.0,1.0,population
16001011704,ADA - 011704,001,011704,1602,Congressional District 2,2,91.2359980907,94,77,2830.0,975.0,nhgis_block_weight_chain_2000_2010_2020,2830.0,975.0,91.2359980907,1.0,1.0,1.0,1.0,population
16001011705,ADA - 011705,001,011705,1602,Congressional District 2,2,42.0,42,38,3184.0,1600.0,nhgis_block_weight_chain_2000_2010_2020,3184.0,1600.0,42.0,1.0,1.0,1.0,1.0,population
16001011706,ADA - 011706,001,011706,1602,Congressional District 2,2,50.0,50,36,3259.0,1482.0,nhgis_block_weight_chain_2000_2010_2020,3259.0,1482.0,50.0,1.0,1.0,1.0,1.0,population
16001011707,ADA - 011707,001,011707,1602,Congressional District 2,2,42.0,42,34,2305.0,982.0,nhgis_block_weight_chain_2000_2010_2020,2305.0,982.0,42.0,1.0,1.0,1.0,1.0,population
16001011708,ADA - 011708,001,011708,1602,Congressional District 2,2,52.0,52,38,2596.0,1498.0,nhgis_block_weight_chain_2000_2010_2020,2596.0,1498.0,52.0,1.0,1.0,1.0,1.0,population
16001011709,ADA - 011709,001,011709,1602,Congressional District 2,2,61.005577182262165,63,57,2361.104093781211,1063.0644390074162,nhgis_block_weight_chain_2000_2010_2020,2361.104093781211,1063.0644390074162,61.005577182262165,1.0,1.0,1.0,1.0,population
16001011710,ADA - 011710,001,011710,1602,Congressional District 2,2,47.04491867793784,48,45,2797.895906218789,1023.9355609925838,nhgis_block_weight_chain_2000_2010_2020,2797.895906218789,1023.9355609925838,47.04491867793784,1.0,1.0,1.0,1.0,population
16001011711,ADA - 011711,001,011711,1602,Congressional District 2,2,65.0,65,59,1969.0,936.0,nhgis_block_weight_chain_2000_2010_2020,1969.0,936.0,65.0,1.0,1.0,1.0,1.0,population
16001011712,ADA - 011712,001,011712,1602,Congressional District 2,2,40.0,40,36,2479.0,990.0,nhgis_block_weight_chain_2000_2010_2020,2479.0,990.0,40.0,1.0,1.0,1.0,1.0,population
16001011713,ADA - 011713,001,011713,1602,Congressional District 2,2,57.9999999999,58,37,3320.9999999807,1358.9999999926,nhgis_block_weight_chain_2000_2010_2020,3320.9999999807,1358.9999999926,57.9999999999,1.0,1.0,1.0,1.0,population
16001011714,ADA - 011714,001,011714,1602,Congressional District 2,2,54.9999999999,55,52,3213.9999999771,1357.9999999882,nhgis_block_weight_chain_2000_2010_2020,3213.9999999771,1357.9999999882,54.9999999999,1.0,1.0,1.0,1.0,population
16001011715,ADA - 011715,001,011715,1602,Congressional District 2,2,57.9999999999,58,60,3645.9999999903002,1594.9999999955,nhgis_block_weight_chain_2000_2010_2020,3645.9999999903002,1594.9999999955,57.9999999999,1.0,1.0,1.0,1.0,population
16001011801,ADA - 011801,001,011801,1602,Congressional District 2,2,56.3265629077,58,47,2363.9767742181,812.965292323,nhgis_block_weight_chain_2000_2010_2020,2363.9767742181,812.965292323,56.3265629077,1.0,1.0,1.0,1.0,population
16001011802,ADA - 011802,001,011802,1602,Congressional District 2,2,47.6385432598,49,32,2857.7682692046,971.923002132,nhgis_block_weight_chain_2000_2010_2020,2857.7682692046,971.923002132,47.6385432598,1.0,1.0,1.0,1.0,population
16001011803,ADA - 011803,001,011803,1601,Congressional District 1,1,53.653347910568705,54,47,1945.868934586793,732.5143798280485,nhgis_block_weight_chain_2000_2010_2020,2152.0000000609825,811.0000000245955,82.00000000085164,0.9042141889087602,0.9032236495756267,0.6543091208537983,0.9042141889087602,population
16001011803,ADA - 011803,001,011803,1602,Congressional District 2,2,28.34665209028294,31,15,206.13106547418928,78.485620196547,nhgis_block_weight_chain_2000_2010_2020,2152.0000000609825,811.0000000245955,82.00000000085164,0.09578581109123979,0.0967763504243733,0.34569087914620167,0.09578581109123979,population
16001011804,ADA - 011804,001,011804,1601,Congressional District 1,1,37.919822709201284,40,27,533.3478520193523,215.63283480888668,nhgis_block_weight_chain_2000_2010_2020,581.3478520193523,248.63283480888668,102.91982270910128,0.9174332547488244,0.8672741674470885,0.3684404200382285,0.9174332547488244,population
16001011804,ADA - 011804,001,011804,1602,Congressional District 2,2,64.9999999999,65,61,48.0,33.0,nhgis_block_weight_chain_2000_2010_2020,581.3478520193523,248.63283480888668,102.91982270910128,0.0825667452511756,0.1327258325529115,0.6315595799617715,0.0825667452511756,population
16001011805,ADA - 011805,001,011805,1602,Congressional District 2,2,61.5676014079,62,61,3250.0000000337,1822.0000000206,nhgis_block_weight_chain_2000_2010_2020,3250.0000000337,1822.0000000206,61.5676014079,1.0,1.0,1.0,1.0,population
16001011806,ADA - 011806,001,011806,1602,Congressional District 2,2,27.340035971006603,32,17,1721.4049718434096,871.3929884077182,nhgis_block_weight_chain_2000_2010_2020,1721.4049718434096,871.3929884077182,27.340035971006603,1.0,1.0,1.0,1.0,population
16001011807,ADA - 011807,001,011807,1602,Congressional District 2,2,64.0875492368,65,52,3333.2026710816,1443.0993660688,nhgis_block_weight_chain_2000_2010_2020,3333.2026710816,1443.0993660688,64.0875492368,1.0,1.0,1.0,1.0,population
16001011808,ADA - 011808,001,011808,1602,Congressional District 2,2,40.9999999999,41,42,2754.9999999879,1202.999999995,nhgis_block_weight_chain_2000_2010_2020,2754.9999999879,1202.999999995,40.9999999999,1.0,1.0,1.0,1.0,population
16001011809,ADA - 011809,001,011809,1602,Congressional District 2,2,33.5090909091,34,27,3180.9454545469,1437.5636363642,nhgis_block_weight_chain_2000_2010_2020,3180.9454545469,1437.5636363642,33.5090909091,1.0,1.0,1.0,1.0,population
16001011810,ADA - 011810,001,011810,1602,Congressional District 2,2,27.9565462011,30,25,2172.895947271,836.8417870956,nhgis_block_weight_chain_2000_2010_2020,2172.895947271,836.8417870956,27.9565462011,1.0,1.0,1.0,1.0,population
16001011811,ADA - 011811,001,011811,1602,Congressional District 2,2,35.720192744393394,43,25,2190.3093532789903,746.3312205888817,nhgis_block_weight_chain_2000_2010_2020,2190.3093532789903,746.3312205888817,35.720192744393394,1.0,1.0,1.0,1.0,population
16001011812,ADA - 011812,001,011812,1602,Congressional District 2,2,39.9124507631,40,41,2410.7973288644002,1118.9006339057,nhgis_block_weight_chain_2000_2010_2020,2410.7973288644002,1118.9006339057,39.9124507631,1.0,1.0,1.0,1.0,population
16001011813,ADA - 011813,001,011813,1602,Congressional District 2,2,21.0000000001,21,21,2551.0000000446,1050.0000000158,nhgis_block_weight_chain_2000_2010_2020,2551.0000000446,1050.0000000158,21.0000000001,1.0,1.0,1.0,1.0,population
16001011814,ADA - 011814,001,011814,1602,Congressional District 2,2,21.706171972699998,22,28,2658.7255150598,1021.7554073317,nhgis_block_weight_chain_2000_2010_2020,2658.7255150598,1021.7554073317,21.706171972699998,1.0,1.0,1.0,1.0,population
16001011815,ADA - 011815,001,011815,1602,Congressional District 2,2,29.3102303557,31,17,2712.9087395855,935.4999668342,nhgis_block_weight_chain_2000_2010_2020,2712.9087395855,935.4999668342,29.3102303557,1.0,1.0,1.0,1.0,population
16001011816,ADA - 011816,001,011816,1602,Congressional District 2,2,12.3435578095,15,12,1279.4090338465999,475.4753352288,nhgis_block_weight_chain_2000_2010_2020,1279.4090338465999,475.4753352288,12.3435578095,1.0,1.0,1.0,1.0,population
16001011817,ADA - 011817,001,011817,1602,Congressional District 2,2,74.68090903482296,78,121,837.1816207805125,391.28306992092644,nhgis_block_weight_chain_2000_2010_2020,837.1816207805125,391.28306992092644,74.68090903482296,1.0,1.0,1.0,1.0,population
16001011818,ADA - 011818,001,011818,1602,Congressional District 2,2,70.31598260819644,73,96,2334.6822262573323,919.9944686067643,nhgis_block_weight_chain_2000_2010_2020,2334.6822262573323,919.9944686067643,70.31598260819644,1.0,1.0,1.0,1.0,population
16001011901,ADA - 011901,001,011901,1602,Congressional District 2,2,31.50766603559082,45,88,286.60087091286783,132.84096857713652,nhgis_block_weight_chain_2000_2010_2020,286.60087091286783,132.84096857713652,31.50766603559082,1.0,1.0,1.0,1.0,population
16001011902,ADA - 011902,001,011902,1602,Congressional District 2,2,50.477594501869184,57,29,1696.2566655223095,658.9220078511783,nhgis_block_weight_chain_2000_2010_2020,1696.2566655223095,658.9220078511783,50.477594501869184,1.0,1.0,1.0,1.0,population
16001011903,ADA - 011903,001,011903,1602,Congressional District 2,2,17.958299900325134,18,19,807.7012097483802,303.9293193980355,nhgis_block_weight_chain_2000_2010_2020,807.7012097483802,303.9293193980355,17.958299900325134,1.0,1.0,1.0,1.0,population
16001011904,ADA - 011904,001,011904,1602,Congressional District 2,2,30.9516835397993,35,38,1647.6735241223992,633.6287596271842,nhgis_block_weight_chain_2000_2010_2020,1647.6735241223992,633.6287596271842,30.9516835397993,1.0,1.0,1.0,1.0,population
16001011905,ADA - 011905,001,011905,1602,Congressional District 2,2,34.0151537575,35,32,2218.3030751485,831.1515375742,nhgis_block_weight_chain_2000_2010_2020,2218.3030751485,831.1515375742,34.0151537575,1.0,1.0,1.0,1.0,population
16001011906,ADA - 011906,001,011906,1602,Congressional District 2,2,30.228611941531426,34,30,2712.5467855366587,1144.4977626831765,nhgis_block_weight_chain_2000_2010_2020,2712.5467855366587,1144.4977626831765,30.228611941531426,1.0,1.0,1.0,1.0,population
16001011907,ADA - 011907,001,011907,1602,Congressional District 2,2,34.909555482217385,35,27,2421.5839880425424,924.2024493527322,nhgis_block_weight_chain_2000_2010_2020,2421.5839880425424,924.2024493527322,34.909555482217385,1.0,1.0,1.0,1.0,population
16001011908,ADA - 011908,001,011908,1602,Congressional District 2,2,33.821760643509826,39,29,1353.019842091262,580.3125063565494,nhgis_block_weight_chain_2000_2010_2020,1353.019842091262,580.3125063565494,33.821760643509826,1.0,1.0,1.0,1.0,population
16001011909,ADA - 011909,001,011909,1602,Congressional District 2,2,26.7713868051,28,20,2058.1090996805,972.9054538164,nhgis_block_weight_chain_2000_2010_2020,2058.1090996805,972.9054538164,26.7713868051,1.0,1.0,1.0,1.0,population
16001011910,ADA - 011910,001,011910,1602,Congressional District 2,2,66.45366340674515,69,59,3322.894749878042,1502.5414187776692,nhgis_block_weight_chain_2000_2010_2020,3322.894749878042,1502.5414187776692,66.45366340674515,1.0,1.0,1.0,1.0,population
16001011911,ADA - 011911,001,011911,1602,Congressional District 2,2,69.0000000001,69,68,2089.0000000209,1007.0000000096001,nhgis_block_weight_chain_2000_2010_2020,2089.0000000209,1007.0000000096001,69.0000000001,1.0,1.0,1.0,1.0,population
16001011912,ADA - 011912,001,011912,1602,Congressional District 2,2,72.6774083588,73,73,1781.2252346576,876.6126173288,nhgis_block_weight_chain_2000_2010_2020,1781.2252346576,876.6126173288,72.6774083588,1.0,1.0,1.0,1.0,population
16001011913,ADA - 011913,001,011913,1602,Congressional District 2,2,79.0,79,79,2136.0,1081.0,nhgis_block_weight_chain_2000_2010_2020,2136.0,1081.0,79.0,1.0,1.0,1.0,1.0,population
16001011914,ADA - 011914,001,011914,1602,Congressional District 2,2,74.0,74,74,1932.0,1188.0,nhgis_block_weight_chain_2000_2010_2020,1932.0,1188.0,74.0,1.0,1.0,1.0,1.0,population
16001011915,ADA - 011915,001,011915,1602,Congressional District 2,2,116.47271246908706,118,114,2614.9674379369967,1483.078834654008,nhgis_block_weight_chain_2000_2010_2020,2614.9674379369967,1483.078834654008,116.47271246908706,1.0,1.0,1.0,1.0,population
16001011916,ADA - 011916,001,011916,1602,Congressional District 2,2,152.06375531031907,154,146,1509.0,1024.0,nhgis_block_weight_chain_2000_2010_2020,1509.0,1024.0,152.06375531031907,1.0,1.0,1.0,1.0,population
16001011917,ADA - 011917,001,011917,1602,Congressional District 2,2,39.579368817526095,42,35,1775.1991044564,1061.9528962436,nhgis_block_weight_chain_2000_2010_2020,1775.1991044564,1061.9528962436,39.579368817526095,1.0,1.0,1.0,1.0,population
16001011918,ADA - 011918,001,011918,1602,Congressional District 2,2,47.135421118514245,64,50,2702.533288564252,1136.1690564769751,nhgis_block_weight_chain_2000_2010_2020,2702.533288564252,1136.1690564769751,47.135421118514245,1.0,1.0,1.0,1.0,population
16001011919,ADA - 011919,001,011919,1602,Congressional District 2,2,63.45727536677146,68,50,2198.6146542212377,998.6802354827533,nhgis_block_weight_chain_2000_2010_2020,2198.6146542212377,998.6802354827533,63.45727536677146,1.0,1.0,1.0,1.0,population
16001011920,ADA - 011920,001,011920,1602,Congressional District 2,2,19.779471877904076,24,24,1056.2953401501074,387.48828332630814,nhgis_block_weight_chain_2000_2010_2020,1056.2953401501074,387.48828332630814,19.779471877904076,1.0,1.0,1.0,1.0,population
16001012001,ADA - 012001,001,012001,1601,Congressional District 1,1,4.000000000194253,4,69,122.00000000099595,41.999999999870596,nhgis_block_weight_chain_2000_2010_2020,122.00000000099595,41.999999999870596,4.000000000194253,1.0,1.0,1.0,1.0,population
16001012002,ADA - 012002,001,012002,1601,Congressional District 1,1,21.0000000001913,21,56,1864.999999994902,711.9999999977642,nhgis_block_weight_chain_2000_2010_2020,1864.999999994902,711.9999999977642,21.0000000001913,1.0,1.0,1.0,1.0,population
16001012003,ADA - 012003,001,012003,1601,Congressional District 1,1,5.000000000270852,5,50,45.000000007095,16.000000002328942,nhgis_block_weight_chain_2000_2010_2020,45.000000007095,16.000000002328942,5.000000000270852,1.0,1.0,1.0,1.0,population
16001012004,ADA - 012004,001,012004,1601,Congressional District 1,1,1.0000000000067764,1,72,68.0000000004609,26.000000000176225,nhgis_block_weight_chain_2000_2010_2020,68.0000000004609,26.000000000176225,1.0000000000067764,1.0,1.0,1.0,1.0,population
16001012005,ADA - 012005,001,012005,1601,Congressional District 1,1,3.000000000405085,3,81,177.00000006602914,61.00000002227978,nhgis_block_weight_chain_2000_2010_2020,177.00000006602914,61.00000002227978,3.000000000405085,1.0,1.0,1.0,1.0,population
16001012006,ADA - 012006,001,012006,1601,Congressional District 1,1,23.999999999767144,24,58,1364.9999999781357,410.9999999928343,nhgis_block_weight_chain_2000_2010_2020,1364.9999999781357,410.9999999928343,23.999999999767144,1.0,1.0,1.0,1.0,population
