source_vtd_geoid,source_vtd_code,source_countyfp00,source_vtd_name,precinct_key,target_id,target_name,COUNTYFP20,prec_id,nhgis_weight,source_blocks,target_blocks,allocated_pop2000,allocated_housing2000,crosswalk_method,source_block_weight_sum,source_block_weight_avg,source_vtd_pop2000,source_vtd_housing2000,population_weight,housing_weight,block_weight,effective_weight,crosswalk_basis
16001001006,001006,001,Voting District 001006,16001001006,16001011902,ADA - 011902,001,011902,31.997192768572,32,20,1296.994385537144,501.997192768572,nhgis_block_weight_chain_2000_2010_2020,31.997192768572,0.999912274017875,1296.9999999999968,501.9999999999984,0.9999956711928659,0.9999944079055251,0.9999122740179248,0.9999956711928659,population
16001001007,001007,001,Voting District 001007,16001001007,16001011708,ADA - 011708,001,011708,33.0,33,25,1576.0,1020.0,nhgis_block_weight_chain_2000_2010_2020,33.0,1.0,1576.0,1020.0,1.0,1.0,1.0,1.0,population
16001001008,001008,001,Voting District 001008,16001001008,16001011615,ADA - 011615,001,011615,38.79656078109996,39,41,1822.000000001056,954.0000000019354,nhgis_block_weight_chain_2000_2010_2020,38.79656078109996,0.9947836097717939,1822.000000001056,954.0000000019354,1.0,1.0,0.9947836097717948,1.0,population
16001001008,001008,001,Voting District 001008,16001001008,16001011704,ADA - 011704,001,011704,0.2034392189,2,3,0.0,0.0,nhgis_block_weight_chain_2000_2010_2020,0.2034392189,0.10171960945,1822.000000001056,954.0000000019354,0.0,0.0,0.005216390228205133,0.0,population
16001001009,001009,001,Voting District 001009,16001001009,16001011810,ADA - 011810,001,011810,9.9999999999,10,12,1104.9999999666,424.9999999873,nhgis_block_weight_chain_2000_2010_2020,9.9999999999,0.99999999999,2157.9999999665997,801.9999999873,0.5120481927635322,0.529925187024975,0.37037037036803844,0.5120481927635322,population
16001001009,001009,001,Voting District 001009,16001001009,16001011811,ADA - 011811,001,011811,17.0,17,16,1053.0,377.0,nhgis_block_weight_chain_2000_2010_2020,17.0,1.0,2157.9999999665997,801.9999999873,0.4879518072364679,0.47007481297502485,0.6296296296319617,0.4879518072364679,population
16001001010,001010,001,Voting District 001010,16001001010,16001011713,ADA - 011713,001,011713,3.0,3,3,254.0,89.0,nhgis_block_weight_chain_2000_2010_2020,3.0,1.0,1319.0,517.0,0.19257012888551933,0.172147001934236,0.14285714285714285,0.19257012888551933,population
16001001010,001010,001,Voting District 001010,16001001010,16001011714,ADA - 011714,001,011714,16.0,16,13,921.0,334.0,nhgis_block_weight_chain_2000_2010_2020,16.0,1.0,1319.0,517.0,0.6982562547384382,0.6460348162475822,0.7619047619047619,0.6982562547384382,population
16001001010,001010,001,Voting District 001010,16001001010,16001011715,ADA - 011715,001,011715,2.0,2,2,144.0,94.0,nhgis_block_weight_chain_2000_2010_2020,2.0,1.0,1319.0,517.0,0.10917361637604246,0.18181818181818182,0.09523809523809523,0.10917361637604246,population
16001001011,001011,001,Voting District 001011,16001001011,16001011913,ADA - 011913,001,011913,14.0,14,12,296.0,194.0,nhgis_block_weight_chain_2000_2010_2020,14.0,1.0,1161.0,798.0,0.2549526270456503,0.24310776942355888,0.2413793103448276,0.2549526270456503,population
16001001011,001011,001,Voting District 001011,16001001011,16001011914,ADA - 011914,001,011914,34.0,34,34,775.0,534.0,nhgis_block_weight_chain_2000_2010_2020,34.0,1.0,1161.0,798.0,0.6675279931093885,0.6691729323308271,0.5862068965517241,0.6675279931093885,population
16001001011,001011,001,Voting District 001011,16001001011,16001011916,ADA - 011916,001,011916,10.0,10,10,90.0,70.0,nhgis_block_weight_chain_2000_2010_2020,10.0,1.0,1161.0,798.0,0.07751937984496124,0.08771929824561403,0.1724137931034483,0.07751937984496124,population
16001001012,001012,001,Voting District 001012,16001001012,16001011803,ADA - 011803,001,011803,70.00000000075164,70,58,2119.0000000583823,792.0000000232955,nhgis_block_weight_chain_2000_2010_2020,70.00000000075164,1.0000000000107376,2119.0000000583823,792.0000000232955,1.0,1.0,1.0,1.0,population
16001001013,001013,001,Voting District 001013,16001001013,16001011714,ADA - 011714,001,011714,19.999999999899998,20,22,1041.9999999771,467.9999999882,nhgis_block_weight_chain_2000_2010_2020,19.999999999899998,0.9999999999949999,1533.9999999771,674.9999999882,0.6792698826549253,0.6933333333279723,0.5714285714273469,0.6792698826549253,population
16001001013,001013,001,Voting District 001013,16001001013,16001011715,ADA - 011715,001,011715,15.0,15,15,492.0,207.0,nhgis_block_weight_chain_2000_2010_2020,15.0,1.0,1533.9999999771,674.9999999882,0.3207301173450748,0.30666666667202763,0.42857142857265307,0.3207301173450748,population
16001001014,001014,001,Voting District 001014,16001001014,16001011715,ADA - 011715,001,011715,40.9999999999,41,44,3009.9999999903002,1293.9999999955,nhgis_block_weight_chain_2000_2010_2020,40.9999999999,0.999999999997561,3009.9999999903002,1293.9999999955,1.0,1.0,1.0,1.0,population
16001001015,001015,001,Voting District 001015,16001001015,16001011511,ADA - 011511,001,011511,26.0,26,21,1868.0,792.0,nhgis_block_weight_chain_2000_2010_2020,26.0,1.0,2926.0,1178.0,0.6384142173615858,0.6723259762308998,0.7647058823529411,0.6384142173615858,population
16001001015,001015,001,Voting District 001015,16001001015,16001011610,ADA - 011610,001,011610,8.0,8,4,1058.0,386.0,nhgis_block_weight_chain_2000_2010_2020,8.0,1.0,2926.0,1178.0,0.36158578263841423,0.32767402376910015,0.23529411764705882,0.36158578263841423,population
16001001016,001016,001,Voting District 001016,16001001016,16001011510,ADA - 011510,001,011510,18.0,18,21,1720.0,652.0,nhgis_block_weight_chain_2000_2010_2020,18.0,1.0,4448.0,1652.0,0.38669064748201437,0.3946731234866828,0.375,0.38669064748201437,population
16001001016,001016,001,Voting District 001016,16001001016,16001011513,ADA - 011513,001,011513,8.0,8,8,1256.0,469.0,nhgis_block_weight_chain_2000_2010_2020,8.0,1.0,4448.0,1652.0,0.2823741007194245,0.2838983050847458,0.16666666666666666,0.2823741007194245,population
16001001016,001016,001,Voting District 001016,16001001016,16001011515,ADA - 011515,001,011515,22.0,22,15,1472.0,531.0,nhgis_block_weight_chain_2000_2010_2020,22.0,1.0,4448.0,1652.0,0.33093525179856115,0.32142857142857145,0.4583333333333333,0.33093525179856115,population
16001001017,001017,001,Voting District 001017,16001001017,16001011513,ADA - 011513,001,011513,16.0,16,13,1001.0,365.0,nhgis_block_weight_chain_2000_2010_2020,16.0,1.0,2467.0000000084,1105.0000000037999,0.40575597892038573,0.3303167420803121,0.3636363636355372,0.40575597892038573,population
16001001017,001017,001,Voting District 001017,16001001017,16001011515,ADA - 011515,001,011515,4.0,4,3,6.0,2.0,nhgis_block_weight_chain_2000_2010_2020,4.0,1.0,2467.0000000084,1105.0000000037999,0.0024321037697525617,0.0018099547511249976,0.0909090909088843,0.0024321037697525617,population
16001001017,001017,001,Voting District 001017,16001001017,16001011701,ADA - 011701,001,011701,24.000000000100002,24,20,1460.0000000084,738.0000000038,nhgis_block_weight_chain_2000_2010_2020,24.000000000100002,1.0000000000041667,2467.0000000084,1105.0000000037999,0.5918119173098617,0.6678733031685631,0.5454545454555785,0.5918119173098617,population
16001001018,001018,001,Voting District 001018,16001001018,16001011917,ADA - 011917,001,011917,15.0,15,15,388.0,185.0,nhgis_block_weight_chain_2000_2010_2020,15.0,1.0,1716.0,816.0,0.2261072261072261,0.2267156862745098,0.29411764705882354,0.2261072261072261,population
16001001018,001018,001,Voting District 001018,16001001018,16001011918,ADA - 011918,001,011918,0.34375,1,1,7.5625,3.4375,nhgis_block_weight_chain_2000_2010_2020,0.34375,0.34375,1716.0,816.0,0.004407051282051282,0.004212622549019608,0.006740196078431373,0.004407051282051282,population
16001001018,001018,001,Voting District 001018,16001001018,16001011919,ADA - 011919,001,011919,35.2388930092,36,35,1297.9002224968,616.085182753,nhgis_block_weight_chain_2000_2010_2020,35.2388930092,0.9788581391444444,1716.0,816.0,0.7563521110121213,0.7550063514129902,0.6909586864549019,0.7563521110121213,population
16001001018,001018,001,Voting District 001018,16001001018,16001011920,ADA - 011920,001,011920,0.4173569908,2,2,22.5372775032,11.477317247,nhgis_block_weight_chain_2000_2010_2020,0.4173569908,0.2086784954,1716.0,816.0,0.013133611598601398,0.014065339763480393,0.008183470407843138,0.013133611598601398,population
16001001019,001019,001,Voting District 001019,16001001019,16001011910,ADA - 011910,001,011910,26.0,26,26,870.0,517.0,nhgis_block_weight_chain_2000_2010_2020,26.0,1.0,1261.0,720.0,0.689928628072958,0.7180555555555556,0.6341463414634146,0.689928628072958,population
16001001019,001019,001,Voting District 001019,16001001019,16001011912,ADA - 011912,001,011912,9.0,9,9,248.0,123.0,nhgis_block_weight_chain_2000_2010_2020,9.0,1.0,1261.0,720.0,0.19666931007137192,0.17083333333333334,0.21951219512195122,0.19666931007137192,population
16001001019,001019,001,Voting District 001019,16001001019,16001011914,ADA - 011914,001,011914,6.0,6,6,143.0,80.0,nhgis_block_weight_chain_2000_2010_2020,6.0,1.0,1261.0,720.0,0.1134020618556701,0.1111111111111111,0.14634146341463414,0.1134020618556701,population
16001001020,001020,001,Voting District 001020,16001001020,16001011602,ADA - 011602,001,011602,28.002185144099087,29,18,2297.0208617897183,1091.943069734869,nhgis_block_weight_chain_2000_2010_2020,28.002185144099087,0.9655925911758306,3449.0000000186,1592.0000000072,0.6659961907153756,0.6858938880213131,0.5957911732774364,0.6659961907153756,population
16001001020,001020,001,Voting District 001020,16001001020,16001011605,ADA - 011605,001,011605,13.0,13,14,952.0,394.0,nhgis_block_weight_chain_2000_2010_2020,13.0,1.0,3449.0000000186,1592.0000000072,0.2760220353710832,0.24748743718481037,0.27659574468026255,0.2760220353710832,population
16001001020,001020,001,Voting District 001020,16001001020,16001011606,ADA - 011606,001,011606,4.0,4,3,194.0,104.0,nhgis_block_weight_chain_2000_2010_2020,4.0,1.0,3449.0000000186,1592.0000000072,0.056248187880241746,0.06532663316553369,0.08510638297854232,0.056248187880241746,population
16001001020,001020,001,Voting District 001020,16001001020,16001011608,ADA - 011608,001,011608,1.9978148560009126,8,4,5.979138228881714,2.0569302723310265,nhgis_block_weight_chain_2000_2010_2020,1.9978148560009126,0.24972685700011407,3449.0000000186,1592.0000000072,0.0017335860332993534,0.0012920416283427913,0.042506699063758764,0.0017335860332993534,population
16001001021,001021,001,Voting District 001021,16001001021,16001011912,ADA - 011912,001,011912,15.0,15,15,380.0,192.0,nhgis_block_weight_chain_2000_2010_2020,15.0,1.0,1407.0,775.0,0.27007818052594174,0.24774193548387097,0.3,0.27007818052594174,population
16001001021,001021,001,Voting District 001021,16001001021,16001011913,ADA - 011913,001,011913,1.0,1,1,13.0,9.0,nhgis_block_weight_chain_2000_2010_2020,1.0,1.0,1407.0,775.0,0.00923951670220327,0.011612903225806452,0.02,0.00923951670220327,population
16001001021,001021,001,Voting District 001021,16001001021,16001011914,ADA - 011914,001,011914,34.0,34,34,1014.0,574.0,nhgis_block_weight_chain_2000_2010_2020,34.0,1.0,1407.0,775.0,0.720682302771855,0.7406451612903225,0.68,0.720682302771855,population
16001001022,001022,001,Voting District 001022,16001001022,16001011911,ADA - 011911,001,011911,14.0,14,16,298.0,141.0,nhgis_block_weight_chain_2000_2010_2020,14.0,1.0,1361.0,638.0,0.21895664952240998,0.22100313479623823,0.2916666666666667,0.21895664952240998,population
16001001022,001022,001,Voting District 001022,16001001022,16001011913,ADA - 011913,001,011913,34.0,34,36,1063.0,497.0,nhgis_block_weight_chain_2000_2010_2020,34.0,1.0,1361.0,638.0,0.78104335047759,0.7789968652037618,0.7083333333333334,0.78104335047759,population
16001001023,001023,001,Voting District 001023,16001001023,16001011704,ADA - 011704,001,011704,0.0351411503,1,1,0.0,0.0,nhgis_block_weight_chain_2000_2010_2020,0.0351411503,0.0351411503,1296.0,687.0,0.0,0.0,0.0005092920333333333,0.0,population
16001001023,001023,001,Voting District 001023,16001001023,16001011915,ADA - 011915,001,011915,68.9648588497,69,65,1296.0,687.0,nhgis_block_weight_chain_2000_2010_2020,68.9648588497,0.9994907079666666,1296.0,687.0,1.0,1.0,0.9994907079666666,1.0,population
16001001024,001024,001,Voting District 001024,16001001024,16001011908,ADA - 011908,001,011908,21.999999999951157,22,23,631.9999999953601,294.99999999814406,nhgis_block_weight_chain_2000_2010_2020,21.999999999951157,0.9999999999977799,1875.00000001626,891.0000000077441,0.337066666661269,0.3310886644170371,0.3793103448264095,0.337066666661269,population
16001001024,001024,001,Voting District 001024,16001001024,16001011911,ADA - 011911,001,011911,36.0000000001,36,34,1243.0000000209,596.0000000096001,nhgis_block_weight_chain_2000_2010_2020,36.0000000001,1.0000000000027778,1875.00000001626,891.0000000077441,0.6629333333387311,0.6689113355829629,0.6206896551735904,0.6629333333387311,population
16001001025,001025,001,Voting District 001025,16001001025,16001011902,ADA - 011902,001,011902,0.5512048360999999,1,4,98.66566566190001,37.4819288548,nhgis_block_weight_chain_2000_2010_2020,0.5512048360999999,0.5512048360999999,1933.0,886.0,0.051042765474340404,0.042304660106997745,0.026247849338095236,0.051042765474340404,population
16001001025,001025,001,Voting District 001025,16001001025,16001011909,ADA - 011909,001,011909,19.7713868051,21,13,1799.1090996805,830.9054538164,nhgis_block_weight_chain_2000_2010_2020,19.7713868051,0.9414946097666667,1933.0,886.0,0.9307341436526125,0.9378165392961626,0.9414946097666667,0.9307341436526125,population
16001001025,001025,001,Voting District 001025,16001001025,16001011912,ADA - 011912,001,011912,0.6774083588,1,1,35.225234657600005,17.612617328800003,nhgis_block_weight_chain_2000_2010_2020,0.6774083588,0.6774083588,1933.0,886.0,0.01822309087304708,0.019878800596839732,0.0322575408952381,0.01822309087304708,population
16001001026,001026,001,Voting District 001026,16001001026,16001011710,ADA - 011710,001,011710,0.0504958602,1,1,0.0,0.0,nhgis_block_weight_chain_2000_2010_2020,0.0504958602,0.0504958602,2001.0000000337,1245.0000000206,0.0,0.0,0.0016288987161237776,0.0,population
16001001026,001026,001,Voting District 001026,16001001026,16001011805,ADA - 011805,001,011805,26.5676014079,27,33,1540.0000000337,902.0000000206,nhgis_block_weight_chain_2000_2010_2020,26.5676014079,0.9839852373296296,2001.0000000337,1245.0000000206,0.7696151924076782,0.72449799197243,0.8570194002520741,0.7696151924076782,population
16001001026,001026,001,Voting District 001026,16001001026,16001011806,ADA - 011806,001,011806,4.381902732,5,4,461.0,343.0,nhgis_block_weight_chain_2000_2010_2020,4.381902732,0.8763805464000001,2001.0000000337,1245.0000000206,0.23038480759232186,0.27550200802757,0.14135170103180209,0.23038480759232186,population
16001001027,001027,001,Voting District 001027,16001001027,16001011809,ADA - 011809,001,011809,13.5090909091,14,17,1356.9454545469,561.5636363642,nhgis_block_weight_chain_2000_2010_2020,13.5090909091,0.9649350649357142,2804.0,1080.0,0.4839320451308488,0.5199663299668518,0.4824675324678571,0.4839320451308488,population
16001001027,001027,001,Voting District 001027,16001001027,16001011810,ADA - 011810,001,011810,5.4909090909,6,6,464.0545454531,169.4363636358,nhgis_block_weight_chain_2000_2010_2020,5.4909090909,0.9151515151499999,2804.0,1080.0,0.16549734145973607,0.15688552188500002,0.19610389610357143,0.16549734145973607,population
16001001027,001027,001,Voting District 001027,16001001027,16001011811,ADA - 011811,001,011811,0.2938280273,1,1,139.2744849402,50.2445926683,nhgis_block_weight_chain_2000_2010_2020,0.2938280273,0.2938280273,2804.0,1080.0,0.04966993043516406,0.04652277098916667,0.010493858117857144,0.04966993043516406,population
16001001027,001027,001,Voting District 001027,16001001027,16001011814,ADA - 011814,001,011814,8.7061719727,9,8,843.7255150598,298.7554073317,nhgis_block_weight_chain_2000_2010_2020,8.7061719727,0.9673524414111111,2804.0,1080.0,0.3009006829742511,0.27662537715898144,0.31093471331071426,0.3009006829742511,population
16001001028,001028,001,Voting District 001028,16001001028,16001011606,ADA - 011606,001,011606,52.0,52,51,1084.0,536.0,nhgis_block_weight_chain_2000_2010_2020,52.0,1.0,1084.0,536.0,1.0,1.0,1.0,1.0,population
16001001029,001029,001,Voting District 001029,16001001029,16001011406,ADA - 011406,001,011406,1.3694801341759146,5,13,1.0233593135999999,0.41383549659999996,nhgis_block_weight_chain_2000_2010_2020,1.3694801341759146,0.27389602683518294,1784.9999999394418,632.9999999796851,0.0005733105398513829,0.0006537685570509972,0.02106892514134158,0.0005733105398513829,population
16001001029,001029,001,Voting District 001029,16001001029,16001011412,ADA - 011412,001,011412,17.377939675987705,23,29,339.56110221767744,123.55934741636423,nhgis_block_weight_chain_2000_2010_2020,17.377939675987705,0.7555625946081611,1784.9999999394418,632.9999999796851,0.19023030937209942,0.1951964414223217,0.2673529180943222,0.19023030937209942,population
16001001029,001029,001,Voting District 001029,16001001029,16001011413,ADA - 011413,001,011413,21.593018659025596,24,163,943.4909641625807,324.52717526672274,nhgis_block_weight_chain_2000_2010_2020,21.593018659025596,0.8997091107927332,1784.9999999394418,632.9999999796851,0.5285663664955684,0.5126811615752572,0.3322002870646704,0.5285663664955684,population
16001001029,001029,001,Voting District 001029,16001001029,16001011414,ADA - 011414,001,011414,0.9999999997175195,1,79,41.99999998813582,15.999999995480312,nhgis_block_weight_chain_2000_2010_2020,0.9999999997175195,0.9999999997175195,1784.9999999394418,632.9999999796851,0.023529411758857546,0.025276461289089735,0.015384615380396338,0.023529411758857546,population
16001001029,001029,001,Voting District 001029,16001001029,16001011415,ADA - 011415,001,011415,1.464136476050147,6,6,68.60669704346958,22.181764591469587,nhgis_block_weight_chain_2000_2010_2020,1.464136476050147,0.24402274600835783,1784.9999999394418,632.9999999796851,0.038435124395404564,0.03504228213614766,0.02252517655480331,0.038435124395404564,population
16001001029,001029,001,Voting District 001029,16001001029,16001011416,ADA - 011416,001,011416,2.195425054349853,4,5,0.3178772129304133,0.3178772129304133,nhgis_block_weight_chain_2000_2010_2020,2.195425054349853,0.5488562635874632,1784.9999999394418,632.9999999796851,0.0001780824722359651,0.0005021756918493128,0.03377577006719921,0.0001780824722359651,population
16001001029,001029,001,Voting District 001029,16001001029,16001011417,ADA - 011417,001,011417,13.999999999879863,14,44,276.99999999349205,103.99999999761258,nhgis_block_weight_chain_2000_2010_2020,13.999999999879863,0.9999999999914188,1784.9999999394418,632.9999999796851,0.15518207283075047,0.16429699842172238,0.21538461538454243,0.15518207283075047,population
16001001029,001029,001,Voting District 001029,16001001029,16001012003,ADA - 012003,001,012003,5.000000000270854,5,50,45.000000007095,16.000000002328942,nhgis_block_weight_chain_2000_2010_2020,5.000000000270854,1.0000000000541707,1784.9999999394418,632.9999999796851,0.025210084038443516,0.025276461299909056,0.07692307692787793,0.025210084038443516,population
16001001029,001029,001,Voting District 001029,16001001029,16001012004,ADA - 012004,001,012004,1.000000000006778,1,72,68.0000000004609,26.000000000176225,nhgis_block_weight_chain_2000_2010_2020,1.000000000006778,1.000000000006778,1784.9999999394418,632.9999999796851,0.038095238096788726,0.04107424960665189,0.015384615384846468,0.038095238096788726,population
16001001030,001030,001,Voting District 001030,16001001030,16001011910,ADA - 011910,001,011910,15.912475991057569,16,18,1249.0,514.0,nhgis_block_weight_chain_2000_2010_2020,15.912475991057569,0.9945297494410981,1249.0,514.0,1.0,1.0,0.9945297494410981,1.0,population
16001001030,001030,001,Voting District 001030,16001001030,16001011918,ADA - 011918,001,011918,0.08752400894243091,2,3,0.0,0.0,nhgis_block_weight_chain_2000_2010_2020,0.08752400894243091,0.043762004471215456,1249.0,514.0,0.0,0.0,0.005470250558901932,0.0,population
16001001031,001031,001,Voting District 001031,16001001031,16001011911,ADA - 011911,001,011911,19.0,19,19,548.0,270.0,nhgis_block_weight_chain_2000_2010_2020,19.0,1.0,1831.0,893.0,0.2992900054614965,0.3023516237402016,0.2676056338028169,0.2992900054614965,population
16001001031,001031,001,Voting District 001031,16001001031,16001011912,ADA - 011912,001,011912,22.0,22,22,519.0,242.0,nhgis_block_weight_chain_2000_2010_2020,22.0,1.0,1831.0,893.0,0.2834516657564173,0.270996640537514,0.30985915492957744,0.2834516657564173,population
16001001031,001031,001,Voting District 001031,16001001031,16001011913,ADA - 011913,001,011913,30.0,30,30,764.0,381.0,nhgis_block_weight_chain_2000_2010_2020,30.0,1.0,1831.0,893.0,0.4172583287820863,0.42665173572228443,0.4225352112676056,0.4172583287820863,population
16001001032,001032,001,Voting District 001032,16001001032,16001011606,ADA - 011606,001,011606,36.1293916024,37,36,1602.0325621256,743.9211653816,nhgis_block_weight_chain_2000_2010_2020,36.1293916024,0.976470043308108,2552.000000062597,1281.0000000356079,0.627755706146671,0.5807347114449034,0.7084194431831045,0.627755706146671,population
16001001032,001032,001,Voting District 001032,16001001032,16001011608,ADA - 011608,001,011608,1.0,1,2,0.0,0.0,nhgis_block_weight_chain_2000_2010_2020,1.0,1.0,2552.000000062597,1281.0000000356079,0.0,0.0,0.019607843137221432,0.0,population
16001001032,001032,001,Voting District 001032,16001001032,16001011915,ADA - 011915,001,011915,13.87060839768706,14,18,949.9674379369967,537.0788346540079,nhgis_block_weight_chain_2000_2010_2020,13.87060839768706,0.990757742691933,2552.000000062597,1281.0000000356079,0.3722442938533289,0.4192652885550966,0.2719727136796742,0.3722442938533289,population
16001001033,001033,001,Voting District 001033,16001001033,16001011711,ADA - 011711,001,011711,25.0,25,23,439.0,208.0,nhgis_block_weight_chain_2000_2010_2020,25.0,1.0,1507.0,678.0,0.2913072329130723,0.30678466076696165,0.5319148936170213,0.2913072329130723,population
16001001033,001033,001,Voting District 001033,16001001033,16001011808,ADA - 011808,001,011808,22.0,22,20,1068.0,470.0,nhgis_block_weight_chain_2000_2010_2020,22.0,1.0,1507.0,678.0,0.7086927670869276,0.6932153392330384,0.46808510638297873,0.7086927670869276,population
16001001034,001034,001,Voting District 001034,16001001034,16001011605,ADA - 011605,001,011605,32.0,32,29,1820.0,739.0,nhgis_block_weight_chain_2000_2010_2020,32.0,1.0,1820.0,739.0,1.0,1.0,1.0,1.0,population
16001001035,001035,001,Voting District 001035,16001001035,16001011807,ADA - 011807,001,011807,9.0875492368,10,13,641.2026710816,302.0993660688,nhgis_block_weight_chain_2000_2010_2020,9.0875492368,0.9087549236799999,1850.9999999664,913.9999999866,0.34640879043394884,0.3305244705396379,0.31336376678620687,0.34640879043394884,population
16001001035,001035,001,Voting District 001035,16001001035,16001011812,ADA - 011812,001,011812,19.9124507632,20,23,1209.7973288848,611.9006339178,nhgis_block_weight_chain_2000_2010_2020,19.9124507632,0.9956225381599999,1850.9999999664,913.9999999866,0.6535912095660511,0.669475529460362,0.6866362332137931,0.6535912095660511,population
16001001036,001036,001,Voting District 001036,16001001036,16001011515,ADA - 011515,001,011515,0.012158229100000001,1,2,1.458987492,0.6930190587,nhgis_block_weight_chain_2000_2010_2020,0.012158229100000001,0.012158229100000001,1921.9999999989,762.0000000000999,0.0007590985910514231,0.0009094738303148413,0.00032860078648737465,0.0007590985910514231,population
16001001036,001036,001,Voting District 001036,16001001036,16001011701,ADA - 011701,001,011701,10.0738341107,12,11,471.50595182259997,183.24073899500002,nhgis_block_weight_chain_2000_2010_2020,10.0738341107,0.8394861758916666,1921.9999999989,762.0000000000999,0.24532047441356392,0.24047341075456166,0.27226578677641156,0.24532047441356392,population
16001001036,001036,001,Voting District 001036,16001001036,16001011702,ADA - 011702,001,011702,26.9140076601,27,18,1449.0350606843,578.0662419463999,nhgis_block_weight_chain_2000_2010_2020,26.9140076601,0.9968150985222223,1921.9999999989,762.0000000000999,0.7539204269953848,0.7586171154151236,0.7274056124371011,0.7539204269953848,population
16001001037,001037,001,Voting District 001037,16001001037,16001011709,ADA - 011709,001,011709,26.0,26,24,670.0,330.0,nhgis_block_weight_chain_2000_2010_2020,26.0,1.0,1383.0,657.0,0.48445408532176426,0.502283105022831,0.52,0.48445408532176426,population
16001001037,001037,001,Voting District 001037,16001001037,16001011710,ADA - 011710,001,011710,8.0,8,5,165.0,85.0,nhgis_block_weight_chain_2000_2010_2020,8.0,1.0,1383.0,657.0,0.1193058568329718,0.1293759512937595,0.16,0.1193058568329718,population
16001001037,001037,001,Voting District 001037,16001001037,16001011807,ADA - 011807,001,011807,16.0,16,16,548.0,242.0,nhgis_block_weight_chain_2000_2010_2020,16.0,1.0,1383.0,657.0,0.3962400578452639,0.3683409436834094,0.32,0.3962400578452639,population
16001001038,001038,001,Voting District 001038,16001001038,16001011602,ADA - 011602,001,011602,0.3763818399344296,3,4,3.0789458853688596,1.3870679016344298,nhgis_block_weight_chain_2000_2010_2020,0.3763818399344296,0.12546061331147654,4649.000000031369,1988.0000000212344,0.0006622813261665055,0.0006977202724444739,0.002543120540093469,0.0006622813261665055,population
