district,CVAP_TOT24
1,45385
2,42948
3,44900
4,40963
5,42244
6,43447
7,43134
8,41506
9,39506
10,44540
11,34372
12,43092
13,40390
14,43223
15,39188
16,41061
17,40334
18,43924
19,42752
20,41742
21,43608
22,39240
23,38930
24,36369
25,40058
26,36475
27,34094
28,37378
29,39970
30,35640
31,39248
32,35234
33,37533
34,41302
35,37414
