district,CVAP_TOT24
1,45386
2,42946
3,44904
4,40967
5,42246
6,43445
7,43133
8,41509
9,39510
10,44542
11,34371
12,43094
13,40386
14,43224
15,39189
16,41062
17,40336
18,43928
19,42744
20,41742
21,43610
22,39240
23,38930
24,36371
25,40056
26,36475
27,34095
28,37378
29,39974
30,35641
31,39247
32,35236
33,37537
34,41303
35,37413
