district,name,total_population,cvap_total,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
1,Congressional District 1,,729361,86.2,0.55,8.86,0.71,1.0,0.11,2.57
2,Congressional District 2,,681507,84.98,0.63,10.02,0.78,1.1,0.15,2.34
