precinct_id,vap_18plus,white_vap,black_vap,hispanic_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
ADA - 011505,1974,1866,0,80,0,28,0,0,94.53,0.0,4.05,0.0,1.42,0.0,0.0
ADA - 011506,1877,1514,0,165,39,117,0,42,80.66,0.0,8.79,2.08,6.23,0.0,2.24
ADA - 011507,2302,1979,0,117,5,180,0,21,85.97,0.0,5.08,0.22,7.82,0.0,0.91
ADA - 011508,1990,1815,0,117,0,6,0,52,91.21,0.0,5.88,0.0,0.3,0.0,2.61
ADA - 011509,4077,3473,65,277,0,113,21,128,85.19,1.59,6.79,0.0,2.77,0.52,3.14
ADA - 011510,1883,1632,45,83,11,12,0,100,86.67,2.39,4.41,0.58,0.64,0.0,5.31
ADA - 011511,2304,2056,0,213,0,0,0,35,89.24,0.0,9.24,0.0,0.0,0.0,1.52
ADA - 011512,1882,1516,0,342,19,0,5,0,80.55,0.0,18.17,1.01,0.0,0.27,0.0
ADA - 011513,2695,2183,56,228,0,133,0,91,81.0,2.08,8.46,0.0,4.94,0.0,3.38
ADA - 011514,1954,1922,0,0,0,9,0,23,98.36,0.0,0.0,0.0,0.46,0.0,1.18
ADA - 011515,824,686,13,47,0,57,0,25,83.25,1.58,5.7,0.0,6.92,0.0,3.03
ADA - 011601,2630,2445,0,106,0,1,0,78,92.97,0.0,4.03,0.0,0.04,0.0,2.97
ADA - 011602,2832,2623,23,91,13,71,0,11,92.62,0.81,3.21,0.46,2.51,0.0,0.39
ADA - 011603,3064,2827,7,170,0,38,0,22,92.27,0.23,5.55,0.0,1.24,0.0,0.72
ADA - 011604,1788,1712,12,0,0,16,0,48,95.75,0.67,0.0,0.0,0.89,0.0,2.68
ADA - 011605,1948,1804,0,130,0,7,0,7,92.61,0.0,6.67,0.0,0.36,0.0,0.36
ADA - 011606,2562,2095,19,330,14,37,0,58,81.77,0.74,12.88,0.55,1.44,0.0,2.26
ADA - 011607,2615,2319,14,226,0,8,0,48,88.68,0.54,8.64,0.0,0.31,0.0,1.84
ADA - 011608,3873,3101,68,545,17,8,0,134,80.07,1.76,14.07,0.44,0.21,0.0,3.46
ADA - 011609,2258,1967,10,168,0,8,0,124,87.11,0.44,7.44,0.0,0.35,0.0,5.49
ADA - 011610,2854,2245,13,403,21,57,0,96,78.66,0.46,14.12,0.74,2.0,0.0,3.36
ADA - 011611,2265,2113,10,98,17,0,0,27,93.29,0.44,4.33,0.75,0.0,0.0,1.19
ADA - 011612,2083,1756,55,182,0,0,15,75,84.3,2.64,8.74,0.0,0.0,0.72,3.6
ADA - 011613,1851,1556,51,160,0,38,16,30,84.06,2.76,8.64,0.0,2.05,0.86,1.62
ADA - 011614,2353,1847,87,389,0,11,5,14,78.5,3.7,16.53,0.0,0.47,0.21,0.59
ADA - 011615,3442,2675,85,409,5,61,12,195,77.72,2.47,11.88,0.15,1.77,0.35,5.67
ADA - 011701,3140,2541,9,386,0,99,0,105,80.92,0.29,12.29,0.0,3.15,0.0,3.34
ADA - 011702,2016,1580,6,338,0,28,15,67,78.37,0.3,16.77,0.0,1.39,0.74,3.32
ADA - 011703,3387,2394,126,622,0,87,0,158,70.68,3.72,18.36,0.0,2.57,0.0,4.66
ADA - 011704,1713,1513,40,165,0,0,0,5,88.32,2.34,9.63,0.0,0.0,0.0,0.29
ADA - 011705,2619,2025,23,400,0,0,32,135,77.32,0.88,15.27,0.0,0.0,1.22,5.15
ADA - 011706,2428,2165,9,193,12,20,0,23,89.17,0.37,7.95,0.49,0.82,0.0,0.95
ADA - 011707,1743,1478,94,157,0,9,0,7,84.8,5.39,9.01,0.0,0.52,0.0,0.4
ADA - 011708,4207,3545,34,335,0,82,0,214,84.26,0.81,7.96,0.0,1.95,0.0,5.09
ADA - 011709,1788,1550,2,183,0,12,0,31,86.69,0.11,10.23,0.0,0.67,0.0,1.73
ADA - 011710,4822,4221,17,442,9,43,28,67,87.54,0.35,9.17,0.19,0.89,0.58,1.39
ADA - 011711,2241,1780,34,299,0,0,0,128,79.43,1.52,13.34,0.0,0.0,0.0,5.71
ADA - 011712,1812,1540,82,127,0,13,0,32,84.99,4.53,7.01,0.0,0.72,0.0,1.77
ADA - 011713,2507,2216,14,124,0,82,26,45,88.39,0.56,4.95,0.0,3.27,1.04,1.79
ADA - 011714,2245,1893,53,276,0,0,0,15,84.32,2.36,12.29,0.0,0.0,0.0,0.67
ADA - 011715,3154,2645,8,358,48,42,0,61,83.86,0.25,11.35,1.52,1.33,0.0,1.93
ADA - 011801,2881,2471,17,216,1,144,0,60,85.77,0.59,7.5,0.03,5.0,0.0,2.08
ADA - 011802,2372,2091,11,126,6,66,0,44,88.15,0.46,5.31,0.25,2.78,0.0,1.85
ADA - 011803,1712,1529,22,99,0,54,0,14,89.31,1.29,5.78,0.0,3.15,0.0,0.82
ADA - 011804,369,275,0,70,0,4,0,23,74.53,0.0,18.97,0.0,1.08,0.0,6.23
ADA - 011805,3952,3490,18,258,58,54,0,85,88.31,0.46,6.53,1.47,1.37,0.0,2.15
ADA - 011806,1925,1683,0,41,0,118,75,10,87.43,0.0,2.13,0.0,6.13,3.9,0.52
ADA - 011807,2514,1924,99,315,0,35,24,115,76.53,3.94,12.53,0.0,1.39,0.95,4.57
ADA - 011808,2199,1932,0,124,8,65,0,70,87.86,0.0,5.64,0.36,2.96,0.0,3.18
ADA - 011809,2288,1856,28,138,47,52,21,93,81.12,1.22,6.03,2.05,2.27,0.92,4.06
ADA - 011810,1376,1199,0,90,0,83,0,22,87.14,0.0,6.54,0.0,6.03,0.0,1.6
ADA - 011811,1660,1400,0,139,0,109,0,12,84.34,0.0,8.37,0.0,6.57,0.0,0.72
ADA - 011812,2450,2280,1,110,0,16,0,45,93.06,0.04,4.49,0.0,0.65,0.0,1.84
ADA - 011813,1779,1594,8,114,46,10,0,7,89.6,0.45,6.41,2.59,0.56,0.0,0.39
ADA - 011814,2450,2053,0,119,50,163,63,26,83.8,0.0,4.86,2.04,6.65,2.57,1.06
ADA - 011815,2108,1783,0,77,0,147,0,114,84.58,0.0,3.65,0.0,6.97,0.0,5.41
ADA - 011816,987,868,0,99,0,26,0,4,87.94,0.0,10.03,0.0,2.63,0.0,0.41
ADA - 011817,5199,4546,41,220,0,320,0,57,87.44,0.79,4.23,0.0,6.16,0.0,1.1
ADA - 011818,2917,2180,99,292,0,214,0,90,74.73,3.39,10.01,0.0,7.34,0.0,3.09
ADA - 011901,4106,3791,0,166,1,17,0,117,92.33,0.0,4.04,0.02,0.41,0.0,2.85
ADA - 011902,2089,1920,1,45,0,89,0,26,91.91,0.05,2.15,0.0,4.26,0.0,1.24
ADA - 011903,885,775,46,56,0,22,0,12,87.57,5.2,6.33,0.0,2.49,0.0,1.36
ADA - 011904,2029,1887,0,83,3,0,0,76,93.0,0.0,4.09,0.15,0.0,0.0,3.75
ADA - 011905,2965,2655,0,113,0,25,0,157,89.54,0.0,3.81,0.0,0.84,0.0,5.3
ADA - 011906,2479,2256,22,155,6,19,0,29,91.0,0.89,6.25,0.24,0.77,0.0,1.17
ADA - 011907,2205,2076,5,54,19,49,0,10,94.15,0.23,2.45,0.86,2.22,0.0,0.45
ADA - 011908,1413,1142,0,155,0,25,0,93,80.82,0.0,10.97,0.0,1.77,0.0,6.58
ADA - 011909,1973,1810,51,20,0,24,0,99,91.74,2.58,1.01,0.0,1.22,0.0,5.02
ADA - 011910,2683,2464,1,114,0,49,0,36,91.84,0.04,4.25,0.0,1.83,0.0,1.34
ADA - 011911,1799,1420,0,191,0,30,0,114,78.93,0.0,10.62,0.0,1.67,0.0,6.34
ADA - 011912,1562,1432,24,41,17,10,0,42,91.68,1.54,2.62,1.09,0.64,0.0,2.69
ADA - 011913,1688,1433,0,142,3,36,0,73,84.89,0.0,8.41,0.18,2.13,0.0,4.32
ADA - 011914,1573,1394,0,54,8,61,4,62,88.62,0.0,3.43,0.51,3.88,0.25,3.94
ADA - 011915,2441,2038,6,307,45,21,0,66,83.49,0.25,12.58,1.84,0.86,0.0,2.7
ADA - 011916,2417,2108,19,196,9,4,0,55,87.22,0.79,8.11,0.37,0.17,0.0,2.28
ADA - 011917,1712,1620,31,36,0,21,0,8,94.63,1.81,2.1,0.0,1.23,0.0,0.47
ADA - 011918,2224,1838,45,112,1,76,0,160,82.64,2.02,5.04,0.04,3.42,0.0,7.19
ADA - 011919,2326,2122,58,61,4,26,0,50,91.23,2.49,2.62,0.17,1.12,0.0,2.15
ADA - 011920,1200,1158,0,25,9,12,0,15,96.5,0.0,2.08,0.75,1.0,0.0,1.25
ADA - 012001,3253,2441,0,679,39,60,0,34,75.04,0.0,20.87,1.2,1.84,0.0,1.05
ADA - 012002,2968,2618,9,59,5,136,49,92,88.21,0.3,1.99,0.17,4.58,1.65,3.1
ADA - 012003,3108,2688,30,205,6,48,0,131,86.49,0.97,6.6,0.19,1.54,0.0,4.21
ADA - 012004,3885,3347,0,331,0,100,0,107,86.15,0.0,8.52,0.0,2.57,0.0,2.75
ADA - 012005,3550,2864,209,200,0,277,0,0,80.68,5.89,5.63,0.0,7.8,0.0,0.0
ADA - 012006,3389,2952,40,193,5,158,0,41,87.11,1.18,5.69,0.15,4.66,0.0,1.21
ADA - 012007,1783,1481,0,206,0,0,0,96,83.06,0.0,11.55,0.0,0.0,0.0,5.38
ADA - 012008,3868,2742,311,642,0,0,0,173,70.89,8.04,16.6,0.0,0.0,0.0,4.47
ADA - 012009,4376,3683,0,534,0,57,0,102,84.16,0.0,12.2,0.0,1.3,0.0,2.33
ADA - 012010,3199,2912,0,241,6,24,0,16,91.03,0.0,7.53,0.19,0.75,0.0,0.5
ADA - 012011,3108,2631,0,310,0,85,31,53,84.65,0.0,9.97,0.0,2.73,1.0,1.71
ADA - 012012,3760,3177,0,440,35,18,0,90,84.49,0.0,11.7,0.93,0.48,0.0,2.39
ADA - 012013,2687,2475,5,114,0,13,0,80,92.11,0.19,4.24,0.0,0.48,0.0,2.98
ADA - 012101,2790,2674,0,53,7,0,0,56,95.84,0.0,1.9,0.25,0.0,0.0,2.01
ADA - 012102,3173,2762,0,132,0,158,39,82,87.05,0.0,4.16,0.0,4.98,1.23,2.58
ADA - 012103,2580,2226,0,197,0,63,0,94,86.28,0.0,7.64,0.0,2.44,0.0,3.64
ADA - 012104,2797,2399,21,215,15,79,0,28,85.77,0.75,7.69,0.54,2.82,0.0,1.0
ADA - 012105,998,883,29,49,2,70,0,5,88.48,2.91,4.91,0.2,7.01,0.0,0.5
ADA - 012106,6471,5617,39,332,0,216,13,240,86.8,0.6,5.13,0.0,3.34,0.2,3.71
ADA - 012107,1991,1788,15,95,0,21,0,72,89.8,0.75,4.77,0.0,1.05,0.0,3.62
ADA - 012108,2083,1875,0,178,0,10,0,20,90.01,0.0,8.55,0.0,0.48,0.0,0.96
ADA - 012109,2201,1934,0,132,0,81,0,63,87.87,0.0,6.0,0.0,3.68,0.0,2.86
ADA - 012110,2120,1928,0,119,6,41,0,53,90.94,0.0,5.61,0.28,1.93,0.0,2.5
ADA - 012111,4213,3855,4,161,28,49,10,106,91.5,0.09,3.82,0.66,1.16,0.24,2.52
ADA - 012112,3514,3026,7,274,3,57,5,147,86.11,0.2,7.8,0.09,1.62,0.14,4.18
ADA - 012113,2206,1893,28,177,0,43,0,65,85.81,1.27,8.02,0.0,1.95,0.0,2.95
ADA - 012114,2594,2136,55,304,5,29,4,39,82.34,2.12,11.72,0.19,1.12,0.15,1.5
ADA - 012115,3372,2718,82,343,31,178,9,11,80.6,2.43,10.17,0.92,5.28,0.27,0.33
ADA - 012116,2396,1941,14,239,18,112,0,95,81.01,0.58,9.97,0.75,4.67,0.0,3.96
ADA - 012201,3529,3074,5,272,11,97,0,67,87.11,0.14,7.71,0.31,2.75,0.0,1.9
ADA - 012202,2373,2045,0,198,38,32,0,60,86.18,0.0,8.34,1.6,1.35,0.0,2.53
ADA - 012203,3136,2663,57,341,0,0,0,75,84.92,1.82,10.87,0.0,0.0,0.0,2.39
ADA - 012204,4037,3242,109,441,4,116,32,96,80.31,2.7,10.92,0.1,2.87,0.79,2.38
ADA - 012205,1605,1355,4,245,0,0,0,4,84.42,0.25,15.26,0.0,0.0,0.0,0.25
ADA - 012206,4493,3734,37,471,0,36,12,229,83.11,0.82,10.48,0.0,0.8,0.27,5.1
ADA - 012207,4849,4153,21,563,0,0,15,71,85.65,0.43,11.61,0.0,0.0,0.31,1.46
ADA - 012208,5075,4291,30,632,0,10,0,112,84.55,0.59,12.45,0.0,0.2,0.0,2.21
ADA - 012209,2107,1891,28,133,17,0,0,26,89.75,1.33,6.31,0.81,0.0,0.0,1.23
ADA - 012210,2868,2600,0,157,1,38,0,70,90.66,0.0,5.47,0.03,1.32,0.0,2.44
ADA - 012211,3128,2796,17,112,5,139,0,79,89.39,0.54,3.58,0.16,4.44,0.0,2.53
ADA - 012212,3385,3129,1,150,4,15,0,97,92.44,0.03,4.43,0.12,0.44,0.0,2.87
ADA - 012213,217,169,1,29,0,0,0,59,77.88,0.46,13.36,0.0,0.0,0.0,27.19
ADA - 012214,7119,5578,128,792,218,56,0,266,78.35,1.8,11.13,3.06,0.79,0.0,3.74
ADAMS - 039001,450,387,7,40,0,0,0,20,86.0,1.56,8.89,0.0,0.0,0.0,4.44
ADAMS - 039002,1015,920,0,25,12,0,0,54,90.64,0.0,2.46,1.18,0.0,0.0,5.32
ADAMS - 039003,932,862,0,18,16,0,0,33,92.49,0.0,1.93,1.72,0.0,0.0,3.54
ADAMS - 039004,86,80,0,0,8,0,0,0,93.02,0.0,0.0,9.3,0.0,0.0,0.0
ADAMS - 039005,1258,1197,0,0,61,0,0,0,95.15,0.0,0.0,4.85,0.0,0.0,0.0
ADAMS - 039006,139,138,0,0,2,0,0,0,99.28,0.0,0.0,1.44,0.0,0.0,0.0
BANNOCK - 052834,515,424,0,48,0,12,0,31,82.33,0.0,9.32,0.0,2.33,0.0,6.02
BANNOCK - 052835,1277,948,0,220,23,60,0,33,74.24,0.0,17.23,1.8,4.7,0.0,2.58
BANNOCK - 052836,1429,1240,0,132,0,29,0,31,86.77,0.0,9.24,0.0,2.03,0.0,2.17
BANNOCK - 052837,1094,1056,0,16,0,0,0,13,96.53,0.0,1.46,0.0,0.0,0.0,1.19
BANNOCK - 052838,1326,1168,0,91,9,47,0,19,88.08,0.0,6.86,0.68,3.54,0.0,1.43
BANNOCK - 052839,943,844,0,61,0,13,0,1,89.5,0.0,6.47,0.0,1.38,0.0,0.11
BANNOCK - 052840,822,818,0,12,0,0,5,20,99.51,0.0,1.46,0.0,0.0,0.61,2.43
BANNOCK - 052841,1597,1423,0,86,0,11,7,48,89.1,0.0,5.39,0.0,0.69,0.44,3.01
BANNOCK - 052842,984,760,0,136,0,6,0,50,77.24,0.0,13.82,0.0,0.61,0.0,5.08
BANNOCK - 052843,1678,1355,13,193,60,3,0,94,80.75,0.77,11.5,3.58,0.18,0.0,5.6
BANNOCK - 052850,1360,1233,0,89,9,0,0,11,90.66,0.0,6.54,0.66,0.0,0.0,0.81
BANNOCK - 052851,1793,1595,0,178,0,0,28,20,88.96,0.0,9.93,0.0,0.0,1.56,1.12
BANNOCK - 052852,842,772,0,33,0,0,0,25,91.69,0.0,3.92,0.0,0.0,0.0,2.97
BANNOCK - 052853,1994,1345,17,587,4,0,0,52,67.45,0.85,29.44,0.2,0.0,0.0,2.61
BANNOCK - 052854,1334,1153,0,69,0,56,10,46,86.43,0.0,5.17,0.0,4.2,0.75,3.45
BANNOCK - 052855,1440,1159,21,163,11,6,11,48,80.49,1.46,11.32,0.76,0.42,0.76,3.33
BANNOCK - 052856,1219,1011,8,126,11,5,9,36,82.94,0.66,10.34,0.9,0.41,0.74,2.95
BANNOCK - 052857,1282,1139,4,90,13,7,4,17,88.85,0.31,7.02,1.01,0.55,0.31,1.33
BANNOCK - 052858,755,671,0,55,0,13,0,17,88.87,0.0,7.28,0.0,1.72,0.0,2.25
BANNOCK - 052859,905,768,0,91,40,0,3,15,84.86,0.0,10.06,4.42,0.0,0.33,1.66
BANNOCK - 052860,1222,462,0,97,626,0,0,37,37.81,0.0,7.94,51.23,0.0,0.0,3.03
BANNOCK - 052861,841,777,0,27,6,0,0,9,92.39,0.0,3.21,0.71,0.0,0.0,1.07
BANNOCK - 052862,900,819,0,16,25,0,0,64,91.0,0.0,1.78,2.78,0.0,0.0,7.11
BANNOCK - 052863,1012,983,0,25,0,0,0,11,97.13,0.0,2.47,0.0,0.0,0.0,1.09
BANNOCK - 052864,755,661,0,37,0,0,0,57,87.55,0.0,4.9,0.0,0.0,0.0,7.55
BANNOCK - 052865,1181,1114,0,52,1,0,0,19,94.33,0.0,4.4,0.08,0.0,0.0,1.61
BANNOCK - 052867,843,817,0,6,0,0,0,7,96.92,0.0,0.71,0.0,0.0,0.0,0.83
BANNOCK - 052868,95,89,0,3,0,0,0,0,93.68,0.0,3.16,0.0,0.0,0.0,0.0
BANNOCK - 052901,891,860,0,18,0,15,0,0,96.52,0.0,2.02,0.0,1.68,0.0,0.0
BANNOCK - 052902,896,853,0,9,0,0,23,3,95.2,0.0,1.0,0.0,0.0,2.57,0.33
BANNOCK - 052903,769,740,0,17,0,5,0,0,96.23,0.0,2.21,0.0,0.65,0.0,0.0
BANNOCK - 052904,1779,1581,10,105,54,0,0,57,88.87,0.56,5.9,3.04,0.0,0.0,3.2
BANNOCK - 052905,876,718,11,84,14,19,9,13,81.96,1.26,9.59,1.6,2.17,1.03,1.48
BANNOCK - 052906,1414,1146,1,122,35,0,0,87,81.05,0.07,8.63,2.48,0.0,0.0,6.15
BANNOCK - 052907,970,908,0,43,0,0,0,11,93.61,0.0,4.43,0.0,0.0,0.0,1.13
BANNOCK - 052908,1205,966,78,109,2,0,0,49,80.17,6.47,9.05,0.17,0.0,0.0,4.07
BANNOCK - 052909,1239,1074,30,126,19,4,0,6,86.68,2.42,10.17,1.53,0.32,0.0,0.48
BANNOCK - 052910,1642,1540,0,91,0,0,0,11,93.79,0.0,5.54,0.0,0.0,0.0,0.67
BANNOCK - 052911,2170,1948,0,66,119,0,32,20,89.77,0.0,3.04,5.48,0.0,1.47,0.92
BANNOCK - 052912,1007,985,0,28,0,0,0,0,97.82,0.0,2.78,0.0,0.0,0.0,0.0
BANNOCK - 052913,1212,962,0,152,52,0,0,39,79.37,0.0,12.54,4.29,0.0,0.0,3.22
BANNOCK - 052914,1299,1122,0,100,20,25,0,27,86.37,0.0,7.7,1.54,1.92,0.0,2.08
BANNOCK - 052915,1097,873,44,135,3,21,0,27,79.58,4.01,12.31,0.27,1.91,0.0,2.46
BANNOCK - 052917,1074,813,55,140,0,0,0,66,75.7,5.12,13.04,0.0,0.0,0.0,6.15
BANNOCK - 052918,1258,1160,0,58,19,0,0,21,92.21,0.0,4.61,1.51,0.0,0.0,1.67
BANNOCK - 052919,702,670,16,0,13,0,0,0,95.44,2.28,0.0,1.85,0.0,0.0,0.0
BANNOCK - 052920,1188,933,81,73,0,14,0,90,78.54,6.82,6.14,0.0,1.18,0.0,7.58
BANNOCK - 052921,827,738,0,36,8,31,21,3,89.24,0.0,4.35,0.97,3.75,2.54,0.36
BANNOCK - 052922,906,807,0,87,9,0,0,15,89.07,0.0,9.6,0.99,0.0,0.0,1.66
BANNOCK - 052923,996,804,0,149,13,0,0,8,80.72,0.0,14.96,1.31,0.0,0.0,0.8
BANNOCK - 052924,595,529,0,23,29,0,0,22,88.91,0.0,3.87,4.87,0.0,0.0,3.7
BANNOCK - 052925,1336,942,21,214,14,0,0,134,70.51,1.57,16.02,1.05,0.0,0.0,10.03
BANNOCK - 052926,903,722,0,66,26,14,0,51,79.96,0.0,7.31,2.88,1.55,0.0,5.65
BANNOCK - 052927,1030,919,0,92,1,0,0,0,89.22,0.0,8.93,0.1,0.0,0.0,0.0
BANNOCK - 052928,2157,1810,0,305,48,2,0,37,83.91,0.0,14.14,2.23,0.09,0.0,1.72
BANNOCK - 052931,885,627,41,88,30,16,28,44,70.85,4.63,9.94,3.39,1.81,3.16,4.97
BANNOCK - 052932,705,612,62,28,0,0,0,16,86.81,8.79,3.97,0.0,0.0,0.0,2.27
BANNOCK - 052966,1038,978,0,22,11,0,0,33,94.22,0.0,2.12,1.06,0.0,0.0,3.18
BEAR LAKE - 072905,240,233,0,1,0,0,0,3,97.08,0.0,0.42,0.0,0.0,0.0,1.25
BEAR LAKE - 072916,153,154,0,0,0,0,0,0,100.65,0.0,0.0,0.0,0.0,0.0,0.0
BEAR LAKE - 073201,699,669,2,21,0,1,0,5,95.71,0.29,3.0,0.0,0.14,0.0,0.72
BEAR LAKE - 073202,537,504,0,27,0,2,0,4,93.85,0.0,5.03,0.0,0.37,0.0,0.74
BEAR LAKE - 073203,793,744,2,50,0,2,0,0,93.82,0.25,6.31,0.0,0.25,0.0,0.0
BEAR LAKE - 073206,99,98,0,1,0,0,0,0,98.99,0.0,1.01,0.0,0.0,0.0,0.0
BEAR LAKE - 073207,169,159,0,0,23,0,0,0,94.08,0.0,0.0,13.61,0.0,0.0,0.0
BEAR LAKE - 073208,190,190,0,2,0,0,0,2,100.0,0.0,1.05,0.0,0.0,0.0,1.05
BEAR LAKE - 073209,289,276,0,3,0,0,0,0,95.5,0.0,1.04,0.0,0.0,0.0,0.0
BEAR LAKE - 073210,112,103,0,2,0,0,0,0,91.96,0.0,1.79,0.0,0.0,0.0,0.0
BEAR LAKE - 073211,596,557,0,40,0,0,0,0,93.46,0.0,6.71,0.0,0.0,0.0,0.0
BEAR LAKE - 073212,278,270,0,1,5,0,0,0,97.12,0.0,0.36,1.8,0.0,0.0,0.0
BEAR LAKE - 073213,413,397,0,10,5,0,0,0,96.13,0.0,2.42,1.21,0.0,0.0,0.0
BEAR LAKE - 073215,218,213,0,4,0,0,0,1,97.71,0.0,1.83,0.0,0.0,0.0,0.46
BENEWAH - 095001,405,367,1,7,17,0,0,13,90.62,0.25,1.73,4.2,0.0,0.0,3.21
BENEWAH - 095002,718,661,0,24,9,0,5,20,92.06,0.0,3.34,1.25,0.0,0.7,2.79
BENEWAH - 095003,1115,1059,0,41,9,0,0,25,94.98,0.0,3.68,0.81,0.0,0.0,2.24
BENEWAH - 095004,186,183,0,0,0,0,0,4,98.39,0.0,0.0,0.0,0.0,0.0,2.15
BENEWAH - 095005,391,361,0,0,0,0,0,10,92.33,0.0,0.0,0.0,0.0,0.0,2.56
BENEWAH - 095006,1362,891,20,104,323,0,0,49,65.42,1.47,7.64,23.72,0.0,0.0,3.6
BENEWAH - 095007,343,325,0,0,16,0,0,11,94.75,0.0,0.0,4.66,0.0,0.0,3.21
BENEWAH - 095008,94,84,0,0,0,0,0,3,89.36,0.0,0.0,0.0,0.0,0.0,3.19
BENEWAH - 095009,1450,1360,0,19,43,4,0,35,93.79,0.0,1.31,2.97,0.28,0.0,2.41
BENEWAH - 095010,673,508,0,17,78,0,0,53,75.48,0.0,2.53,11.59,0.0,0.0,7.88
BENEWAH - 095011,1167,1079,0,28,21,0,0,17,92.46,0.0,2.4,1.8,0.0,0.0,1.46
BINGHAM - 113101,1775,1374,7,259,46,9,0,80,77.41,0.39,14.59,2.59,0.51,0.0,4.51
BINGHAM - 113102,1492,1358,0,88,1,1,0,43,91.02,0.0,5.9,0.07,0.07,0.0,2.88
BINGHAM - 113103,1194,920,0,272,11,0,0,27,77.05,0.0,22.78,0.92,0.0,0.0,2.26
BINGHAM - 113104,2085,1647,0,303,83,0,0,62,78.99,0.0,14.53,3.98,0.0,0.0,2.97
BINGHAM - 113105,1901,1428,0,397,0,0,0,66,75.12,0.0,20.88,0.0,0.0,0.0,3.47
BINGHAM - 113106,1518,1245,0,184,63,4,0,7,82.02,0.0,12.12,4.15,0.26,0.0,0.46
BINGHAM - 113107,1675,1538,10,93,23,0,0,10,91.82,0.6,5.55,1.37,0.0,0.0,0.6
BINGHAM - 113108,1321,1201,0,115,6,0,0,6,90.92,0.0,8.71,0.45,0.0,0.0,0.45
BINGHAM - 113109,1854,1497,0,211,0,80,0,1,80.74,0.0,11.38,0.0,4.31,0.0,0.05
BINGHAM - 113110,1310,1195,2,89,4,0,0,29,91.22,0.15,6.79,0.31,0.0,0.0,2.21
BINGHAM - 113111,744,635,0,82,0,7,0,23,85.35,0.0,11.02,0.0,0.94,0.0,3.09
BINGHAM - 113112,1077,1009,0,57,8,0,6,41,93.69,0.0,5.29,0.74,0.0,0.56,3.81
BINGHAM - 113113,1895,1635,10,200,0,5,0,23,86.28,0.53,10.55,0.0,0.26,0.0,1.21
BINGHAM - 113114,1603,1264,0,167,0,24,0,144,78.85,0.0,10.42,0.0,1.5,0.0,8.98
BINGHAM - 113115,1887,1071,16,719,29,0,0,16,56.76,0.85,38.1,1.54,0.0,0.0,0.85
BINGHAM - 113116,471,476,0,4,0,0,0,0,101.06,0.0,0.85,0.0,0.0,0.0,0.0
