precinct_id,vap_18plus,white_vap,black_vap,hispanic_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
BINGHAM - 113117,1127,1016,0,113,6,0,0,12,90.15,0.0,10.03,0.53,0.0,0.0,1.06
BINGHAM - 113118,723,673,0,26,24,0,2,3,93.08,0.0,3.6,3.32,0.0,0.28,0.41
BINGHAM - 113119,713,580,0,109,7,0,0,33,81.35,0.0,15.29,0.98,0.0,0.0,4.63
BINGHAM - 113120,1838,361,4,92,1331,0,0,49,19.64,0.22,5.01,72.42,0.0,0.0,2.67
BINGHAM - 113121,1975,1754,0,175,0,0,0,69,88.81,0.0,8.86,0.0,0.0,0.0,3.49
BINGHAM - 113122,1016,934,0,71,4,0,0,4,91.93,0.0,6.99,0.39,0.0,0.0,0.39
BINGHAM - 113123,790,660,0,77,8,3,0,0,83.54,0.0,9.75,1.01,0.38,0.0,0.0
BINGHAM - 113124,867,751,0,106,0,3,0,13,86.62,0.0,12.23,0.0,0.35,0.0,1.5
BINGHAM - 113125,812,743,0,58,12,0,5,7,91.5,0.0,7.14,1.48,0.0,0.62,0.86
BINGHAM - 113126,26,27,0,0,0,0,0,0,103.85,0.0,0.0,0.0,0.0,0.0,0.0
BINGHAM - 113127,2,0,0,1,0,0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
BINGHAM - 113128,2,0,0,1,0,0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
BLAINE - 132601,15,7,0,11,0,0,0,0,46.67,0.0,73.33,0.0,0.0,0.0,0.0
BLAINE - 132602,744,566,0,166,0,1,0,8,76.08,0.0,22.31,0.0,0.13,0.0,1.08
BLAINE - 132603,918,673,0,240,0,0,0,0,73.31,0.0,26.14,0.0,0.0,0.0,0.0
BLAINE - 132604,1154,1167,0,10,0,0,0,34,101.13,0.0,0.87,0.0,0.0,0.0,2.95
BLAINE - 132605,474,448,0,14,5,1,0,26,94.51,0.0,2.95,1.05,0.21,0.0,5.49
BLAINE - 132606,665,640,0,24,0,0,0,2,96.24,0.0,3.61,0.0,0.0,0.0,0.3
BLAINE - 132607,1485,1004,0,426,0,0,0,0,67.61,0.0,28.69,0.0,0.0,0.0,0.0
BLAINE - 132608,1009,886,0,124,0,0,0,0,87.81,0.0,12.29,0.0,0.0,0.0,0.0
BLAINE - 132609,1260,1173,0,40,28,0,0,24,93.1,0.0,3.17,2.22,0.0,0.0,1.9
BLAINE - 132610,898,861,0,0,0,0,0,30,95.88,0.0,0.0,0.0,0.0,0.0,3.34
BLAINE - 132611,1753,1288,0,376,0,0,0,40,73.47,0.0,21.45,0.0,0.0,0.0,2.28
BLAINE - 132612,1648,1371,0,258,0,15,0,52,83.19,0.0,15.66,0.0,0.91,0.0,3.16
BLAINE - 132613,1774,1386,0,263,0,55,0,61,78.13,0.0,14.83,0.0,3.1,0.0,3.44
BLAINE - 132614,1631,1551,19,37,0,46,0,2,95.1,1.16,2.27,0.0,2.82,0.0,0.12
BLAINE - 132615,1324,1259,28,22,0,0,0,0,95.09,2.11,1.66,0.0,0.0,0.0,0.0
BLAINE - 132616,1594,1465,33,80,0,0,0,0,91.91,2.07,5.02,0.0,0.0,0.0,0.0
BOISE - 158030,1738,1621,4,39,0,0,0,70,93.27,0.23,2.24,0.0,0.0,0.0,4.03
BOISE - 158040,1428,1246,0,59,6,23,0,93,87.25,0.0,4.13,0.42,1.61,0.0,6.51
BOISE - 158050,1257,1167,0,56,26,11,0,11,92.84,0.0,4.46,2.07,0.88,0.0,0.88
BOISE - 158060,253,243,0,0,0,0,0,10,96.05,0.0,0.0,0.0,0.0,0.0,3.95
BOISE - 158070,1802,1598,0,75,4,90,0,35,88.68,0.0,4.16,0.22,4.99,0.0,1.94
BOISE - 158080,440,393,0,24,0,2,0,12,89.32,0.0,5.45,0.0,0.45,0.0,2.73
BONNER - 171001,1724,1541,103,33,2,2,0,85,89.39,5.97,1.91,0.12,0.12,0.0,4.93
BONNER - 171002,1002,969,0,22,0,9,0,0,96.71,0.0,2.2,0.0,0.9,0.0,0.0
BONNER - 171003,1841,1715,0,69,0,39,0,23,93.16,0.0,3.75,0.0,2.12,0.0,1.25
BONNER - 171004,720,674,0,9,0,0,0,37,93.61,0.0,1.25,0.0,0.0,0.0,5.14
BONNER - 171006,1275,1162,0,37,0,0,0,64,91.14,0.0,2.9,0.0,0.0,0.0,5.02
BONNER - 171007,587,583,3,5,0,2,0,0,99.32,0.51,0.85,0.0,0.34,0.0,0.0
BONNER - 171008,1766,1685,0,32,10,0,0,10,95.41,0.0,1.81,0.57,0.0,0.0,0.57
BONNER - 171009,773,708,4,37,0,1,0,36,91.59,0.52,4.79,0.0,0.13,0.0,4.66
BONNER - 171010,1227,1158,0,17,11,0,0,40,94.38,0.0,1.39,0.9,0.0,0.0,3.26
BONNER - 171011,2542,2366,0,103,53,0,0,53,93.08,0.0,4.05,2.08,0.0,0.0,2.08
BONNER - 171013,1007,981,0,5,0,26,0,5,97.42,0.0,0.5,0.0,2.58,0.0,0.5
BONNER - 171014,767,758,0,2,4,0,0,10,98.83,0.0,0.26,0.52,0.0,0.0,1.3
BONNER - 171015,1942,1750,0,105,3,0,6,64,90.11,0.0,5.41,0.15,0.0,0.31,3.3
BONNER - 171016,342,316,0,4,2,0,0,8,92.4,0.0,1.17,0.58,0.0,0.0,2.34
BONNER - 171017,3016,2791,0,109,0,12,0,79,92.54,0.0,3.61,0.0,0.4,0.0,2.62
BONNER - 171018,643,603,0,31,3,0,0,3,93.78,0.0,4.82,0.47,0.0,0.0,0.47
BONNER - 171020,599,581,0,13,0,0,0,0,96.99,0.0,2.17,0.0,0.0,0.0,0.0
BONNER - 171021,583,564,0,0,3,0,0,18,96.74,0.0,0.0,0.51,0.0,0.0,3.09
BONNER - 171022,2424,2308,0,32,34,13,7,26,95.21,0.0,1.32,1.4,0.54,0.29,1.07
BONNER - 171023,423,402,0,24,0,0,0,0,95.04,0.0,5.67,0.0,0.0,0.0,0.0
BONNER - 171024,606,536,0,41,0,0,0,26,88.45,0.0,6.77,0.0,0.0,0.0,4.29
BONNER - 171026,1395,1295,18,37,11,9,0,16,92.83,1.29,2.65,0.79,0.65,0.0,1.15
BONNER - 171029,1988,1835,0,45,35,0,2,61,92.3,0.0,2.26,1.76,0.0,0.1,3.07
BONNER - 171030,2204,2016,13,43,22,21,0,88,91.47,0.59,1.95,1.0,0.95,0.0,3.99
BONNER - 171031,1611,1559,2,12,0,12,21,0,96.77,0.12,0.74,0.0,0.74,1.3,0.0
BONNER - 171032,611,586,0,6,0,0,0,20,95.91,0.0,0.98,0.0,0.0,0.0,3.27
BONNER - 171033,500,494,0,10,0,0,0,0,98.8,0.0,2.0,0.0,0.0,0.0,0.0
BONNER - 17127A,477,408,0,0,4,53,0,17,85.53,0.0,0.0,0.84,11.11,0.0,3.56
BONNER - 17127B,771,708,0,2,0,0,0,59,91.83,0.0,0.26,0.0,0.0,0.0,7.65
BONNER - 177005,833,790,0,22,3,0,0,14,94.84,0.0,2.64,0.36,0.0,0.0,1.68
BONNER - 177012,736,713,0,7,4,0,0,0,96.88,0.0,0.95,0.54,0.0,0.0,0.0
BONNER - 177019,394,387,0,5,0,0,0,8,98.22,0.0,1.27,0.0,0.0,0.0,2.03
BONNER - 177025,1856,1798,0,44,0,29,0,18,96.88,0.0,2.37,0.0,1.56,0.0,0.97
BONNER - 177028,1368,1241,0,95,0,0,0,15,90.72,0.0,6.94,0.0,0.0,0.0,1.1
BONNEVILLE - 193001,1796,1495,0,176,0,0,0,123,83.24,0.0,9.8,0.0,0.0,0.0,6.85
BONNEVILLE - 193013,2504,1888,0,257,140,63,15,113,75.4,0.0,10.26,5.59,2.52,0.6,4.51
BONNEVILLE - 193021,2516,2022,0,436,0,7,0,29,80.37,0.0,17.33,0.0,0.28,0.0,1.15
BONNEVILLE - 193022,2502,2243,3,211,6,0,0,46,89.65,0.12,8.43,0.24,0.0,0.0,1.84
BONNEVILLE - 193025,897,715,0,172,0,0,0,24,79.71,0.0,19.18,0.0,0.0,0.0,2.68
BONNEVILLE - 193027,2135,1862,0,193,9,0,44,8,87.21,0.0,9.04,0.42,0.0,2.06,0.37
BONNEVILLE - 193028,1653,1489,0,163,0,0,0,7,90.08,0.0,9.86,0.0,0.0,0.0,0.42
BONNEVILLE - 193037,969,812,0,95,0,66,0,0,83.8,0.0,9.8,0.0,6.81,0.0,0.0
BONNEVILLE - 193038,1240,1053,3,135,0,18,0,6,84.92,0.24,10.89,0.0,1.45,0.0,0.48
BONNEVILLE - 193039,1460,1384,0,9,0,0,0,23,94.79,0.0,0.62,0.0,0.0,0.0,1.58
BONNEVILLE - 193040,2353,1844,9,377,0,11,0,44,78.37,0.38,16.02,0.0,0.47,0.0,1.87
BONNEVILLE - 193041,1232,1107,0,93,9,12,0,8,89.85,0.0,7.55,0.73,0.97,0.0,0.65
BONNEVILLE - 193042,1385,1268,0,88,5,5,0,13,91.55,0.0,6.35,0.36,0.36,0.0,0.94
BONNEVILLE - 193045,3063,2742,71,266,0,15,0,54,89.52,2.32,8.68,0.0,0.49,0.0,1.76
BONNEVILLE - 193046,3315,2817,0,397,20,81,0,0,84.98,0.0,11.98,0.6,2.44,0.0,0.0
BONNEVILLE - 193047,1540,1238,10,280,0,12,0,0,80.39,0.65,18.18,0.0,0.78,0.0,0.0
BONNEVILLE - 193048,1709,1432,6,195,0,37,0,74,83.79,0.35,11.41,0.0,2.17,0.0,4.33
BONNEVILLE - 193049,2380,2036,1,280,0,26,0,20,85.55,0.04,11.76,0.0,1.09,0.0,0.84
BONNEVILLE - 193050,1568,1435,10,60,0,6,0,46,91.52,0.64,3.83,0.0,0.38,0.0,2.93
BONNEVILLE - 193051,1254,1077,0,161,0,0,0,16,85.89,0.0,12.84,0.0,0.0,0.0,1.28
BONNEVILLE - 193052,1799,1651,0,108,11,0,4,42,91.77,0.0,6.0,0.61,0.0,0.22,2.33
BONNEVILLE - 193057,1174,1133,0,14,6,0,0,30,96.51,0.0,1.19,0.51,0.0,0.0,2.56
BONNEVILLE - 193255,701,683,0,12,0,0,0,0,97.43,0.0,1.71,0.0,0.0,0.0,0.0
BONNEVILLE - 193256,73,72,0,1,0,0,0,0,98.63,0.0,1.37,0.0,0.0,0.0,0.0
BONNEVILLE - 193258,1857,1685,0,131,12,0,1,24,90.74,0.0,7.05,0.65,0.0,0.05,1.29
BONNEVILLE - 193259,1572,1475,0,86,0,9,0,3,93.83,0.0,5.47,0.0,0.57,0.0,0.19
BONNEVILLE - 193302,2462,1853,23,556,0,0,0,30,75.26,0.93,22.58,0.0,0.0,0.0,1.22
BONNEVILLE - 193303,1508,1145,0,177,3,0,0,174,75.93,0.0,11.74,0.2,0.0,0.0,11.54
BONNEVILLE - 193304,1586,1281,5,293,0,17,0,13,80.77,0.32,18.47,0.0,1.07,0.0,0.82
BONNEVILLE - 193305,1924,1618,0,312,4,7,0,1,84.1,0.0,16.22,0.21,0.36,0.0,0.05
BONNEVILLE - 193306,1158,1051,0,114,0,0,0,1,90.76,0.0,9.84,0.0,0.0,0.0,0.09
BONNEVILLE - 193307,2318,1913,23,309,14,13,3,30,82.53,0.99,13.33,0.6,0.56,0.13,1.29
BONNEVILLE - 193308,2357,2070,0,214,23,0,0,50,87.82,0.0,9.08,0.98,0.0,0.0,2.12
BONNEVILLE - 193309,2757,2329,4,360,44,0,0,17,84.48,0.15,13.06,1.6,0.0,0.0,0.62
BONNEVILLE - 193310,1634,1495,0,97,11,22,0,23,91.49,0.0,5.94,0.67,1.35,0.0,1.41
BONNEVILLE - 193311,2054,1812,17,139,0,0,0,121,88.22,0.83,6.77,0.0,0.0,0.0,5.89
BONNEVILLE - 193312,1483,1308,38,100,2,0,0,27,88.2,2.56,6.74,0.13,0.0,0.0,1.82
BONNEVILLE - 193314,1314,1137,29,81,0,23,1,42,86.53,2.21,6.16,0.0,1.75,0.08,3.2
BONNEVILLE - 193315,1474,1286,0,114,22,13,0,30,87.25,0.0,7.73,1.49,0.88,0.0,2.04
BONNEVILLE - 193316,1513,1288,11,126,18,0,0,65,85.13,0.73,8.33,1.19,0.0,0.0,4.3
BONNEVILLE - 193317,1635,1421,10,137,5,0,0,66,86.91,0.61,8.38,0.31,0.0,0.0,4.04
BONNEVILLE - 193318,1898,1509,26,286,47,4,0,18,79.5,1.37,15.07,2.48,0.21,0.0,0.95
BONNEVILLE - 193319,1503,1350,14,112,0,0,0,23,89.82,0.93,7.45,0.0,0.0,0.0,1.53
BONNEVILLE - 193320,2298,2031,52,167,4,7,0,65,88.38,2.26,7.27,0.17,0.3,0.0,2.83
BONNEVILLE - 193323,1863,1659,0,156,20,5,0,12,89.05,0.0,8.37,1.07,0.27,0.0,0.64
BONNEVILLE - 193324,1535,1358,0,144,0,11,0,8,88.47,0.0,9.38,0.0,0.72,0.0,0.52
BONNEVILLE - 193326,2342,1879,0,169,0,174,0,114,80.23,0.0,7.22,0.0,7.43,0.0,4.87
BONNEVILLE - 193443,1560,1423,6,87,0,0,0,13,91.22,0.38,5.58,0.0,0.0,0.0,0.83
BONNEVILLE - 193444,1528,1378,3,128,0,0,0,84,90.18,0.2,8.38,0.0,0.0,0.0,5.5
BONNEVILLE - 193453,1095,1054,0,18,0,5,0,14,96.26,0.0,1.64,0.0,0.46,0.0,1.28
BONNEVILLE - 193454,571,524,0,55,0,0,0,0,91.77,0.0,9.63,0.0,0.0,0.0,0.0
BOUNDARY - 211001,502,450,0,63,0,10,0,5,89.64,0.0,12.55,0.0,1.99,0.0,1.0
BOUNDARY - 211002,720,640,0,10,22,0,0,41,88.89,0.0,1.39,3.06,0.0,0.0,5.69
BOUNDARY - 211003,1210,1008,0,13,0,0,0,46,83.31,0.0,1.07,0.0,0.0,0.0,3.8
BOUNDARY - 211004,2625,2550,0,60,0,0,0,17,97.14,0.0,2.29,0.0,0.0,0.0,0.65
BOUNDARY - 211005,1867,1653,0,124,28,0,0,60,88.54,0.0,6.64,1.5,0.0,0.0,3.21
BOUNDARY - 211006,1430,1346,0,54,42,17,0,96,94.13,0.0,3.78,2.94,1.19,0.0,6.71
BOUNDARY - 211007,1235,1180,0,37,0,0,0,17,95.55,0.0,3.0,0.0,0.0,0.0,1.38
BUTTE - 233501,587,534,0,39,0,0,0,20,90.97,0.0,6.64,0.0,0.0,0.0,3.41
BUTTE - 233502,427,402,0,21,0,0,0,0,94.15,0.0,4.92,0.0,0.0,0.0,0.0
BUTTE - 233503,246,229,0,17,0,0,0,0,93.09,0.0,6.91,0.0,0.0,0.0,0.0
BUTTE - 233504,695,661,0,21,0,0,0,11,95.11,0.0,3.02,0.0,0.0,0.0,1.58
CAMAS - 252601,390,339,0,39,2,0,0,9,86.92,0.0,10.0,0.51,0.0,0.0,2.31
CAMAS - 252602,422,368,0,42,5,0,0,8,87.2,0.0,9.95,1.18,0.0,0.0,1.9
CANYON - 271007,1529,702,0,725,6,0,0,47,45.91,0.0,47.42,0.39,0.0,0.0,3.07
CANYON - 271008,2339,1575,0,557,0,34,67,90,67.34,0.0,23.81,0.0,1.45,2.86,3.85
CANYON - 271009,3473,2402,15,1034,6,13,0,70,69.16,0.43,29.77,0.17,0.37,0.0,2.02
CANYON - 271010,1992,1353,28,510,7,41,0,60,67.92,1.41,25.6,0.35,2.06,0.0,3.01
CANYON - 271011,2048,1378,42,530,7,33,12,21,67.29,2.05,25.88,0.34,1.61,0.59,1.03
CANYON - 271012,3263,2544,0,732,0,24,0,79,77.97,0.0,22.43,0.0,0.74,0.0,2.42
CANYON - 271013,2794,1751,4,840,0,120,0,79,62.67,0.14,30.06,0.0,4.29,0.0,2.83
CANYON - 271014,2858,1897,0,694,118,31,23,95,66.38,0.0,24.28,4.13,1.08,0.8,3.32
CANYON - 271015,2836,1325,0,1239,13,0,0,97,46.72,0.0,43.69,0.46,0.0,0.0,3.42
CANYON - 271016,6604,5054,23,1322,20,58,47,106,76.53,0.35,20.02,0.3,0.88,0.71,1.61
CANYON - 271017,1621,999,0,522,0,26,0,51,61.63,0.0,32.2,0.0,1.6,0.0,3.15
CANYON - 271018,2202,1241,0,689,16,66,0,190,56.36,0.0,31.29,0.73,3.0,0.0,8.63
CANYON - 271019,2451,1515,0,853,0,0,0,85,61.81,0.0,34.8,0.0,0.0,0.0,3.47
CANYON - 271020,746,709,0,36,3,8,0,22,95.04,0.0,4.83,0.4,1.07,0.0,2.95
CANYON - 271126,2299,1954,11,280,0,4,0,47,84.99,0.48,12.18,0.0,0.17,0.0,2.04
CANYON - 271127,2624,2310,0,244,0,10,44,20,88.03,0.0,9.3,0.0,0.38,1.68,0.76
CANYON - 271128,2017,1758,4,211,0,20,20,3,87.16,0.2,10.46,0.0,0.99,0.99,0.15
CANYON - 271129,2876,2551,0,249,3,9,20,37,88.7,0.0,8.66,0.1,0.31,0.7,1.29
CANYON - 271130,3346,2949,0,273,7,98,4,21,88.14,0.0,8.16,0.21,2.93,0.12,0.63
CANYON - 271131,2864,2096,0,515,0,98,0,178,73.18,0.0,17.98,0.0,3.42,0.0,6.22
CANYON - 271132,2273,2073,0,185,0,0,0,14,91.2,0.0,8.14,0.0,0.0,0.0,0.62
CANYON - 271133,1054,951,0,45,2,43,0,17,90.23,0.0,4.27,0.19,4.08,0.0,1.61
CANYON - 271134,821,648,5,107,0,10,0,13,78.93,0.61,13.03,0.0,1.22,0.0,1.58
CANYON - 271135,2249,1650,0,455,0,111,0,48,73.37,0.0,20.23,0.0,4.94,0.0,2.13
CANYON - 271136,1737,1035,0,568,9,7,0,92,59.59,0.0,32.7,0.52,0.4,0.0,5.3
CANYON - 271137,1404,1355,0,55,3,0,0,36,96.51,0.0,3.92,0.21,0.0,0.0,2.56
CANYON - 271138,1088,966,0,112,9,0,0,2,88.79,0.0,10.29,0.83,0.0,0.0,0.18
CANYON - 271139,2032,1784,2,227,12,9,0,6,87.8,0.1,11.17,0.59,0.44,0.0,0.3
CANYON - 271140,4259,3281,0,713,25,66,0,174,77.04,0.0,16.74,0.59,1.55,0.0,4.09
CANYON - 271141,3887,3373,38,431,0,1,0,84,86.78,0.98,11.09,0.0,0.03,0.0,2.16
CANYON - 271142,3736,3374,0,260,19,0,0,47,90.31,0.0,6.96,0.51,0.0,0.0,1.26
CANYON - 271143,1355,1262,0,94,0,0,0,11,93.14,0.0,6.94,0.0,0.0,0.0,0.81
CANYON - 271144,631,408,4,152,2,37,0,44,64.66,0.63,24.09,0.32,5.86,0.0,6.97
CANYON - 271249,3954,2775,0,1070,0,0,0,114,70.18,0.0,27.06,0.0,0.0,0.0,2.88
CANYON - 271250,1776,1449,4,277,0,45,0,0,81.59,0.23,15.6,0.0,2.53,0.0,0.0
CANYON - 271251,3193,2492,120,515,13,5,0,46,78.05,3.76,16.13,0.41,0.16,0.0,1.44
CANYON - 271252,3459,2893,21,355,48,30,0,113,83.64,0.61,10.26,1.39,0.87,0.0,3.27
CANYON - 271253,4484,3812,86,381,49,78,0,75,85.01,1.92,8.5,1.09,1.74,0.0,1.67
CANYON - 271254,4532,3629,125,573,5,35,0,162,80.08,2.76,12.64,0.11,0.77,0.0,3.57
CANYON - 271255,2513,2282,0,218,0,0,0,13,90.81,0.0,8.67,0.0,0.0,0.0,0.52
CANYON - 271256,2237,1823,30,288,10,4,0,86,81.49,1.34,12.87,0.45,0.18,0.0,3.84
CANYON - 271257,4323,2655,73,1236,80,37,26,211,61.42,1.69,28.59,1.85,0.86,0.6,4.88
CANYON - 271258,1875,1617,0,161,0,45,0,52,86.24,0.0,8.59,0.0,2.4,0.0,2.77
CANYON - 271259,3840,2892,0,770,0,53,18,98,75.31,0.0,20.05,0.0,1.38,0.47,2.55
CANYON - 271260,3064,2488,65,421,0,13,0,77,81.2,2.12,13.74,0.0,0.42,0.0,2.51
CANYON - 271261,2750,1944,5,641,0,5,3,134,70.69,0.18,23.31,0.0,0.18,0.11,4.87
CANYON - 271262,3310,2743,0,516,0,5,0,44,82.87,0.0,15.59,0.0,0.15,0.0,1.33
CANYON - 271369,2573,1683,0,776,5,5,0,107,65.41,0.0,30.16,0.19,0.19,0.0,4.16
CANYON - 271370,2155,1745,22,280,9,12,0,91,80.97,1.02,12.99,0.42,0.56,0.0,4.22
CANYON - 271371,2146,1342,0,763,0,28,0,13,62.53,0.0,35.55,0.0,1.3,0.0,0.61
CANYON - 271372,1967,1514,6,413,0,0,0,24,76.97,0.31,21.0,0.0,0.0,0.0,1.22
CANYON - 271373,3090,2360,72,490,11,19,0,170,76.38,2.33,15.86,0.36,0.61,0.0,5.5
CANYON - 271374,4512,3643,0,797,3,15,0,57,80.74,0.0,17.66,0.07,0.33,0.0,1.26
CANYON - 271375,2363,1817,4,534,0,0,0,18,76.89,0.17,22.6,0.0,0.0,0.0,0.76
CANYON - 271376,5550,4161,14,1207,0,0,0,150,74.97,0.25,21.75,0.0,0.0,0.0,2.7
CANYON - 271377,2698,2214,9,463,9,0,0,14,82.06,0.33,17.16,0.33,0.0,0.0,0.52
CANYON - 271378,3811,3016,15,676,0,18,12,58,79.14,0.39,17.74,0.0,0.47,0.31,1.52
CANYON - 271379,2129,1830,0,217,0,11,0,2,85.96,0.0,10.19,0.0,0.52,0.0,0.09
CANYON - 271380,3505,2757,154,572,0,16,0,75,78.66,4.39,16.32,0.0,0.46,0.0,2.14
CANYON - 271381,2473,1962,0,429,0,0,0,92,79.34,0.0,17.35,0.0,0.0,0.0,3.72
CANYON - 271382,2950,2034,80,747,0,82,0,10,68.95,2.71,25.32,0.0,2.78,0.0,0.34
CANYON - 279001,2245,1825,0,388,6,11,4,11,81.29,0.0,17.28,0.27,0.49,0.18,0.49
CANYON - 279002,1232,1011,8,139,3,25,0,32,82.06,0.65,11.28,0.24,2.03,0.0,2.6
CANYON - 279003,2383,2094,0,177,0,12,0,78,87.87,0.0,7.43,0.0,0.5,0.0,3.27
CARIBOU - 293201,1095,1077,0,20,0,0,0,16,98.36,0.0,1.83,0.0,0.0,0.0,1.46
CARIBOU - 293202,799,770,0,23,0,0,0,13,96.37,0.0,2.88,0.0,0.0,0.0,1.63
CARIBOU - 293203,725,673,5,32,2,0,0,18,92.83,0.69,4.41,0.28,0.0,0.0,2.48
CARIBOU - 293204,361,352,0,11,0,0,0,0,97.51,0.0,3.05,0.0,0.0,0.0,0.0
CARIBOU - 293205,563,516,0,14,0,0,0,30,91.65,0.0,2.49,0.0,0.0,0.0,5.33
CARIBOU - 293206,102,93,1,8,0,0,0,6,91.18,0.98,7.84,0.0,0.0,0.0,5.88
CARIBOU - 293207,740,697,0,8,4,0,0,16,94.19,0.0,1.08,0.54,0.0,0.0,2.16
CARIBOU - 293208,588,554,0,16,0,0,0,3,94.22,0.0,2.72,0.0,0.0,0.0,0.51
CARIBOU - 293209,30,25,0,0,0,0,0,0,83.33,0.0,0.0,0.0,0.0,0.0,0.0
CASSIA - 312701,721,340,0,324,0,18,0,14,47.16,0.0,44.94,0.0,2.5,0.0,1.94
CASSIA - 312702,812,580,0,162,26,0,0,42,71.43,0.0,19.95,3.2,0.0,0.0,5.17
CASSIA - 312703,1134,730,4,394,0,0,4,26,64.37,0.35,34.74,0.0,0.0,0.35,2.29
CASSIA - 312704,1406,1093,3,285,0,0,0,12,77.74,0.21,20.27,0.0,0.0,0.0,0.85
CASSIA - 312705,1097,889,0,167,0,10,0,24,81.04,0.0,15.22,0.0,0.91,0.0,2.19
CASSIA - 312706,1647,972,35,517,2,0,0,116,59.02,2.13,31.39,0.12,0.0,0.0,7.04
CASSIA - 312707,376,363,0,13,0,0,0,0,96.54,0.0,3.46,0.0,0.0,0.0,0.0
CASSIA - 312708,158,169,0,0,0,0,0,0,106.96,0.0,0.0,0.0,0.0,0.0,0.0
CASSIA - 312709,87,84,0,1,0,0,0,0,96.55,0.0,1.15,0.0,0.0,0.0,0.0
CASSIA - 312710,868,762,0,82,0,0,0,23,87.79,0.0,9.45,0.0,0.0,0.0,2.65
CASSIA - 312711,176,169,0,5,0,0,0,9,96.02,0.0,2.84,0.0,0.0,0.0,5.11
CASSIA - 312712,1378,1215,0,153,0,9,0,14,88.17,0.0,11.1,0.0,0.65,0.0,1.02
CASSIA - 312713,346,140,0,204,0,0,0,0,40.46,0.0,58.96,0.0,0.0,0.0,0.0
CASSIA - 312714,252,213,0,27,0,0,0,5,84.52,0.0,10.71,0.0,0.0,0.0,1.98
CASSIA - 312715,529,495,0,25,0,0,0,0,93.57,0.0,4.73,0.0,0.0,0.0,0.0
CASSIA - 312716,387,363,0,32,0,0,0,0,93.8,0.0,8.27,0.0,0.0,0.0,0.0
CASSIA - 312717,558,507,0,53,0,0,0,1,90.86,0.0,9.5,0.0,0.0,0.0,0.18
CASSIA - 312718,132,72,0,44,0,0,0,0,54.55,0.0,33.33,0.0,0.0,0.0,0.0
CASSIA - 312719,585,402,2,161,0,0,0,17,68.72,0.34,27.52,0.0,0.0,0.0,2.91
CASSIA - 312720,948,706,21,196,0,0,0,25,74.47,2.22,20.68,0.0,0.0,0.0,2.64
CASSIA - 312721,1022,903,0,137,0,0,0,11,88.36,0.0,13.41,0.0,0.0,0.0,1.08
CASSIA - 312722,41,42,0,0,0,0,0,0,102.44,0.0,0.0,0.0,0.0,0.0,0.0
CASSIA - 312723,710,584,0,102,0,5,0,16,82.25,0.0,14.37,0.0,0.7,0.0,2.25
CASSIA - 312724,299,227,3,68,0,0,0,0,75.92,1.0,22.74,0.0,0.0,0.0,0.0
CASSIA - 312725,324,166,0,140,8,0,0,10,51.23,0.0,43.21,2.47,0.0,0.0,3.09
CLARK - 333501,201,164,0,37,0,4,0,0,81.59,0.0,18.41,0.0,1.99,0.0,0.0
CLARK - 333502,118,88,0,29,0,0,0,0,74.58,0.0,24.58,0.0,0.0,0.0,0.0
CLARK - 333503,164,141,0,20,0,0,0,0,85.98,0.0,12.2,0.0,0.0,0.0,0.0
CLEARWATER - 357001,1160,1032,0,44,15,14,0,62,88.97,0.0,3.79,1.29,1.21,0.0,5.34
CLEARWATER - 357002,1528,1364,6,48,26,5,2,40,89.27,0.39,3.14,1.7,0.33,0.13,2.62
CLEARWATER - 357003,972,862,0,114,9,0,3,25,88.68,0.0,11.73,0.93,0.0,0.31,2.57
CLEARWATER - 357004,606,561,11,12,0,6,0,18,92.57,1.82,1.98,0.0,0.99,0.0,2.97
CLEARWATER - 357005,852,781,0,10,6,11,0,42,91.67,0.0,1.17,0.7,1.29,0.0,4.93
CLEARWATER - 357006,152,130,0,5,0,0,0,3,85.53,0.0,3.29,0.0,0.0,0.0,1.97
CLEARWATER - 357007,65,61,0,1,0,0,0,1,93.85,0.0,1.54,0.0,0.0,0.0,1.54
CLEARWATER - 357008,201,180,4,0,7,0,0,2,89.55,1.99,0.0,3.48,0.0,0.0,1.0
CLEARWATER - 357009,776,746,0,5,6,0,0,25,96.13,0.0,0.64,0.77,0.0,0.0,3.22
CLEARWATER - 357010,22,19,0,5,0,0,0,0,86.36,0.0,22.73,0.0,0.0,0.0,0.0
CLEARWATER - 357011,424,359,0,0,49,0,0,24,84.67,0.0,0.0,11.56,0.0,0.0,5.66
CLEARWATER - 357012,453,451,0,0,0,0,0,0,99.56,0.0,0.0,0.0,0.0,0.0,0.0
CLEARWATER - 357013,152,152,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEARWATER - 357014,163,146,0,10,0,0,0,6,89.57,0.0,6.13,0.0,0.0,0.0,3.68
CUSTER - 378001,559,501,4,6,3,88,0,10,89.62,0.72,1.07,0.54,15.74,0.0,1.79
CUSTER - 378002,363,321,1,4,0,0,0,4,88.43,0.28,1.1,0.0,0.0,0.0,1.1
